ISO Index,Classification,QF,Aggregate,Resource_ID,Generating Unit Name / Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
72702,Non-Participating,Yes,No,MISSIX_1_QF,UNIVERSITY OF CALIFORNA-SAN FRANCISCO MED CENTER UNIT 2,,PGAE,02C071,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1998-01-26,,,4.75,A
72701,Non-Participating,Yes,No,MISSIX_1_QF,UNIVERSITY OF CALIFORNA-SAN FRANCISCO MED CENTER UNIT 1,,PGAE,02C071,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1998-01-26,,,4.75,A
68004,Participating Unit,Yes,No,SAUGUS_7_LOPEZ,"MM LOPEZ ENERGY, LLC",6.1,SCE,MM Lopez Energy LLC (formerly QFID 1105),BIOMASS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1999-01-05,,,6.1,A
64504,Participating Unit,Yes,No,RECTOR_7_TULARE,"MM TULARE ENERGY, LLC",1.6,SCE,"MM TULARE ENERGY, LLC (formerly QF #1103)",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,1998-05-08,Converted to Participating generator on 12/11/2006. (Two units),,1.63,A
74001,Participating Unit,Yes,No,WALNUT_7_WCOVCT,"MM WEST COAST COVINA, LLC (BKK I)",4.5,SCE,"MM WEST COAST COVINA, LLC (BKK I) - Formerly QF #1110",BIOMASS,COMBUSTION TURBINE,LANDFILL GAS,SP15,SCE1,1996-10-05,,,4.9,A
74002,Participating Unit,Yes,No,WALNUT_7_WCOVST,"MM WEST COAST COVINA, LLC (BKK II)",6.5,SCE,"MM WEST COAST COVINA, LLC (BKK II) - Formerly QF #1111",BIOMASS,STEAM,LANDFILL GAS,SP15,SCE1,1996-10-05,,,6.5,A
57200,Participating Unit,Yes,Yes,DAVIS_7_MNMETH,MM Yolo Power LLC,4.0,SCE,MM Yolo Power LLC,BIOMASS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1997-01-01,,,4.03,A
57201,Non-Participating,Yes,No,DAVIS_7_MNMETH,MM Yolo Power LLC Unit 1A,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1997-01-01,,,0.65,A
57202,Non-Participating,Yes,No,DAVIS_7_MNMETH,MM Yolo Power LLC Unit 2,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1997-01-01,,,0.6,A
57205,Non-Participating,Yes,No,DAVIS_7_MNMETH,MM Yolo Power LLC Unit 5A,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1997-01-01,,,0.93,A
57204,Non-Participating,Yes,No,DAVIS_7_MNMETH,MM Yolo Power LLC Unit 4A,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1997-01-01,,,0.93,A
57203,Non-Participating,Yes,No,DAVIS_7_MNMETH,MM Yolo Power LLC Unit 3A,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1997-01-01,,,0.93,A
21900,Participating Unit,No,Yes,MOJAVE_1_SIPHON,MOJAVE SIPHON PH (AGGREGATE),12.58,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1996-01-01,,,34.5,A
21901,Non-Participating,No,No,MOJAVE_1_UNIT 1,Mojave Siphon Unit 1,7.0,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1996-01-01,,,11.5,A
21902,Non-Participating,No,No,MOJAVE_1_UNIT 2,Mojave Siphon Unit 2,7.0,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1996-01-01,,,11.5,A
21903,Non-Participating,No,No,MOJAVE_1_UNIT 3,Mojave Siphon Unit 3,7.0,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1996-01-01,,,11.5,A
22000,Participating Unit,No,Yes,MONTPH_7_UNITS,MONTICELLO PH (Aggregate),12.5,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1974-01-01,,,12.5,A
22001,Non-Participating,No,No,MONTPH_7_UNIT 1,MONTICELLO Unit 1,5.7,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1974-01-01,,,5.7,A
22002,Non-Participating,No,No,MONTPH_7_UNIT 2,MONTICELLO Unit 2,5.7,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1975-01-01,,,5.7,A
22003,Non-Participating,No,No,MONTPH_7_UNIT 3,MONTICELLO Unit 3,1.5,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1978-01-01,,,1.5,A
58300,Participating Unit,Yes,Yes,MOORPK_6_QF,MOORE PARK AREA LUMPED UNITS,34.8,SCE,VARIOUS,VARIOUS,,NATURAL GAS,SP15,SCE1,1976-01-01,,,30.02,A
58301,Non-Participating,Yes,No,MOORPK_6_QF,CALLEGUAS MWD-UNIT 1 (CONEJO),,SCE,4010,HYDRO,HYDRO,WATER,SP15,SCE1,1982-10-01,,,0.55,A
58302,Non-Participating,Yes,No,MOORPK_6_QF,CALLEGUAS MWD-UNIT 3 (SANTA ROSA),,SCE,4052,HYDRO,HYDRO,WATER,SP15,SCE1,1986-07-01,,,0.25,A
58305,Non-Participating,Yes,No,MOORPK_6_QF,RANCHO SIMI REC AND PARK DIST PROJECT #2,,SCE,2236,COGENERATION,,,SP15,SCE1,1986-06-10,,,0.06,A
58304,Non-Participating,Yes,No,MOORPK_6_QF,RANCHO SIMI REC AND PARK DIST PROJECT #1,,SCE,2213,COGENERATION,,,SP15,SCE1,1986-07-10,,,0.06,A
58303,Non-Participating,Yes,No,MOORPK_6_QF,O.L.S. ENERGY - CAMARILLO STATE HOSPITAL,,SCE,2042,COGENERATION,,,SP15,SCE1,1987-12-27,,,27.89,A
58400,Participating Unit,Yes,Yes,MOSSLD_1_QF,MOSS LANDING AREA (SANTA CRUZ) LUMPED QF UNITS,1.0,PGAE,VARIOUS,BIOMASS,,WASTE GAS,NP15,PGE3,1985-01-01,,,1.0,A
58406,Non-Participating,Yes,No,MOSSLD_1_QF,City of Watsonville,,PGAE,08C078,BIOMASS,,SEWAGE GAS,NP15,PGE3,1993-01-23,,,0.55,A
92400,Participating Unit,No,Yes,SBERDO_2_PSP3,MOUNTAINVIEW POWER PLANT POWER BLOCK 3,525.0,SCE,Monutainview Power Company. LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,2005-12-10,,,543.0,A
92401,Non-Participating,No,No,SBERDO_7_CT3A,"MOUNTAINVIEW POWER, POWER BLOCK 3, CT3A",160.0,SCE,"Mountainview Power Company, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2005-12-10,,,160.0,A
92402,Non-Participating,No,No,SBERDO_7_CT3B,"MOUNTAINVIEW POWER, POWER BLOCK 3, CT3B",160.0,SCE,"Mountainview Power Company, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2005-12-10,,,160.0,A
92403,Non-Participating,No,No,SBERDO_7_STG3,"MOUNTAINVIEW POWER, POWER BLOCK 3, STG3",202.0,SCE,"Mountainview Power Company, LLC",THERMAL,STEAM,HEAT RECOVERY,SP15,SCE1,2005-12-10,,,202.0,A
92700,Participating Unit,No,Yes,SBERDO_2_PSP4,MOUNTAINVIEW POWER PLANT POWER BLOCK 4,525.0,SCE,Mountainview Power Company,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,2006-01-19,,,543.0,A
92701,Non-Participating,No,No,SBERDO_7_CT4A,"MOUNTAINVIEW POWER, POWER BLOCK 4, CT4A",160.0,SCE,Mountainview Power Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2006-01-19,,,160.0,A
92702,Non-Participating,No,No,SBERDO_7_CT4B,"MOUNTAINVIEW POWER, POWER BLOCK 4, CT4B",160.0,SCE,Mountainview Power Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2006-01-19,,,160.0,A
92703,Non-Participating,No,No,SBERDO_7_STG4,"MOUNTAINVIEW POWER, POWER BLOCK 4, STG4",202.0,SCE,Mountainview Power Company,THERMAL,STEAM,HEAT RECOVERY,SP15,SCE1,2006-01-19,,,202.0,A
58500,Participating Unit,No,No,MTNPOS_1_UNIT,MT. POSO COGENERATION CO.,46.64,PGAE,Mt. Poso Cogeneration Company,COGENERATION,STEAM,WOOD WASTE,ZP26,PGE4,1989-04-01,No longer QF as of 7/14/2015,,63.33,A
40704,Participating Unit,No,No,MIRLOM_2_CORONA,MWD Corona Hydroelectric Recovery Plant,2.85,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1987-01-01,,,2.85,A
61603,Participating Unit,No,No,OLINDA_2_COYCRK,MWD Coyote Creek Hydroelectric Recovery Plant,3.13,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1979-02-21,,,3.13,A
73204,Participating Unit,No,No,VALLEY_5_PERRIS,MWD Perris Hydroelectric Recovery Plant,7.94,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1983-01-01,,,7.94,A
73205,Participating Unit,No,No,VALLEY_5_REDMTN,MWD Red Mountain Hydroelectric Recovery Plant,5.9,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1985-01-01,,,5.9,A
56504,Participating Unit,No,No,CENTER_2_RHONDO,MWD Rio Hondo Hydroelectric Recovery Plant,1.91,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1984-01-01,,,1.91,A
40705,Participating Unit,No,No,MIRLOM_2_TEMESC,MWD Temescal Hydroelectric Recovery Plant,2.85,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1987-01-01,,,2.85,A
61604,Participating Unit,No,No,VILLPK_2_VALLYV,MWD Valley View Hydroelectric Recovery Plant,4.1,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1985-01-01,,,4.1,A
122900,Participating Unit,Yes,Yes,OAK C_1_EBMUD,MWWTP PGS 1 - ENGINES,6.9,PGAE,East Bay Municipal Utility District,THERMAL,INTERNAL COMBUSTION,LANDFILL GAS,NP15,PGE3,1991-10-21,Name changed 12/19/2012. Originally OAK L_7_EBMUD. QF Conversion 12/18/2012. PGE QF 01P171,,6.9,A
122901,Non-Participating,Yes,No,OAK C_1_EBMUD,Wastewater PGS1 Engine 1,,PGAE,East Bay Municipal Utility District,BIOGAS,RECIPROCATING ENGINE,DIGESTER GAS,NP15,PGE3,,,,2.3,A
122903,Non-Participating,Yes,No,OAK C_1_EBMUD,Wastewater PGS1 Engine 3,,PGAE,East Bay Municipal Utility District,BIOGAS,RECIPROCATING ENGINE,DIGESTER GAS,NP15,PGE3,,,,2.3,A
122902,Non-Participating,Yes,No,OAK C_1_EBMUD,Wastewater PGS1 Engine 2,,PGAE,East Bay Municipal Utility District,BIOGAS,RECIPROCATING ENGINE,DIGESTER GAS,NP15,PGE3,,,,2.3,A
45200,Participating Unit,Yes,No,OAK L_1_GTG1,MWWTP PGS 2 - Turbine,4.6,PGAE,East Bay Municipal Utility District,BIOGAS,COMBUSTION TURBINE,DIGESTER GAS,NP15,PGE3,1991-10-21,PGE QF 01P171,,4.6,A
54800,Participating Unit,Yes,No,STOREY_7_MDRCHW,Madera Canal Site 980,1.84,PGAE,MADERA-CHOWCHILLA WATER AND POWER AUTHORITY,HYDRO,HYDRO,WATER,NP15,PGE3,1985-02-02,QF Conversion completed 6/18/2015. Formerly QF 25H036,,2.13,A
37201,Participating Unit,Yes,No,STOREY_2_MDRCH2,Madera Chowchilla 2,0.52,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,1986-04-11,QF Conversion 8/1/2016. Formerly PGE QF 25H040,,0.56,A
37203,Participating Unit,Yes,No,STOREY_2_MDRCH3,Madera Chowchilla 3,0.42,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,1986-04-16,QF Conversion 8/1/2016. Formerly PGE QF 25H041,,0.42,A
37202,Participating Unit,Yes,No,STOREY_2_MDRCH4,Madera Chowchilla 4,0.92,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,1986-04-01,QF Conversion 7/19/2016. Formerly PGE QF 25H042,,0.92,A
91600,Participating Unit,No,Yes,MALAGA_1_PL1X2,Malaga Power Aggregate,96.0,PGAE,"Malaga Power, LLC",THERMAL,AGGREGATION,NATURAL GAS,NP15,PGE3,2005-09-19,,,121.0,A
91601,Non-Participating,No,No,MALAGA_7_CTG1,Malaga Power Unit 1,48.5,PGAE,"Malaga Power, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2005-09-19,,,60.5,A
91602,Non-Participating,No,No,MALAGA_7_CTG2,Malaga Power Unit 2,48.5,PGAE,"Malaga Power, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2005-09-19,,,60.5,A
92500,Participating Unit,No,Yes,VERNON_6_MALBRG,Malburg Generating Station,134.0,SCE,City of Vernon,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,VRN1,2005-10-17,,,134.0,A
92501,Non-Participating,No,No,VERNON_7_CTG1,Malburg Generating Station CTG Unit 1,42.0,SCE,City of Vernon,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,VRN1,2005-10-17,,,42.0,A
92502,Non-Participating,No,No,VERNON_7_CTG2,Malburg Generating Station CTG Unit 2,42.0,SCE,City of Vernon,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,VRN1,2005-10-17,,,42.0,A
92503,Non-Participating,No,No,VERNON_7_STG3,Malburg Generating Station STG Unit 3,50.0,SCE,City of Vernon,THERMAL,STEAM,HEAT RECOVERY,SP15,VRN1,2005-10-17,,,50.0,A
42405,Participating Unit,Yes,No,CONTRL_1_CASAD1,Mammoth G1,10.0,SCE,Mammoth Three LLC,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,1984-11-26,QF Conversion Completed: 12/20/2013. SCE QF 3003,,10.0,A
109000,Participating Unit,No,No,CONTRL_1_CASAD3,Mammoth G3,14.0,SCE,Mammoth One LLC,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,2013-04-01,,,15.0,A
20500,Participating Unit,No,No,BIGCRK_7_MAMRES,Mammoth Pool Reservoir FWG,1.25,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,,,,0.94,A
20600,Participating Unit,No,No,MNDALY_7_UNIT 1,Mandalay 1,215.0,SCE,"RRI Energy Mandalay, Inc.",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1959-01-01,,,215.0,A
20700,Participating Unit,No,No,MNDALY_7_UNIT 2,Mandalay 2,215.29,SCE,"RRI Energy Mandalay, Inc.",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1959-01-01,,,215.0,A
20800,Participating Unit,No,No,MNDALY_7_UNIT 3,Mandalay 3 GT,130.0,SCE,"RRI Energy Mandalay, Inc.",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,,,,130.0,A
107000,Participating Unit,No,No,MANZNA_2_WIND,Manzana Wind,189.0,SCE,Manzana Wind,WIND,WIND,WIND,SP15,SCE1,2012-12-20,,,189.0,A
130300,Participating Unit,No,No,MARCPW_6_SOLAR1,Maricopa West Solar PV,20.0,PGAE,"Maricopa West Solar PV, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2015-12-12,,,20.0,A
105300,Participating Unit,No,Yes,KELSO_2_UNITS,Mariposa Energy Project,196.0,PGAE,"Mariposa Energy, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2012-10-01,,,195.9,A
55100,Participating Unit,No,Yes,TIDWTR_2_UNITS,Martinez Cogen Limited Partnership,114.8,PGAE,Martinez Cogen Limited Partnership (MCLP),COGENERATION,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,1987-02-23,QF Conversion completed 8/15/2014. Formerly PGAE QF 01C044,,99.9,A
29200,Participating Unit,Yes,Yes,SHELRF_1_UNITS,Martinez Refining Company (Aggregate),100.0,PGAE,Martinez Refining Co.,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,1995-01-01,,,100.0,A
29201,Non-Participating,Yes,No,SHELRF_7_UNIT 1,Martinez Refining Company Unit 1,20.0,PGAE,Martinez Refining Co.,THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,1995-01-01,,,20.0,A
29202,Non-Participating,Yes,No,SHELRF_7_UNIT 2,Martinez Refining Company Unit 2,40.0,PGAE,Martinez Refining Co.,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1996-01-01,,,40.0,A
29203,Non-Participating,Yes,No,SHELRF_7_UNIT 3,Martinez Refining Company Unit 3,40.0,PGAE,Martinez Refining Co.,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1995-01-01,,,40.0,A
21000,Participating Unit,No,No,MCSWAN_6_UNITS,Mc SWAIN,10.0,PGAE,Merced Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1967-01-01,,Merced River,10.0,A
126700,Participating Unit,No,No,BLKCRK_2_SOLAR1,McCoy Station,250.0,SCE,"McCoy Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-06-14,,,250.0,A
106700,Participating Unit,No,No,MNDALY_6_MCGRTH,McGrath Beach Peaker,47.2,SCE,Southern California edison,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2012-11-01,,,47.2,A
71400,Participating Unit,No,No,TXMCKT_6_UNIT,McKittrick Cogen,11.2,PGAE,Chevron U.S.A. Inc,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1994-10-01,,,11.7,A
21100,Participating Unit,No,No,MERCFL_6_UNIT,Merced Falls,3.5,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1930-01-01,,,3.5,A
124300,Participating Unit,No,No,MERCED_1_SOLAR2,Merced Solar,1.5,PGAE,Merced Solar LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2015-05-12,,,1.5,A
124000,Participating Unit,No,No,VALLEY_5_SOLAR1,Meridian,1.49,SCE,"Kona Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2015-04-13,,,1.49,A
136400,Participating Unit,No,No,LILIAC_6_SOLAR,Mesa Crest,3.0,SDGE,"NLP Granger A82, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SDG1,2016-09-17,,,3.0,A
115000,Participating Unit,No,No,MSOLAR_2_SOLAR1,Mesquite Solar 1,165.0,SCE,"Mesquite Solar 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2014-01-01,,,165.0,A
138100,Participating Unit,No,No,MSOLAR_2_SOLAR3,"Mesquite Solar 3, LLC",152.0,SDGE,"Mesquite Solar 3, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SDG1,,Phased Implementation: 152 MW commercial out of 152 MW total at completion. As of 12/06/2016,,152.0,A
97100,Participating Unit,No,Yes,PNCHPP_1_PL1X2,Midway Peaking LLC,119.91,PGAE,"Midway Peaking, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2009-05-04,,,139.8,A
97101,Non-Participating,No,No,PNCHPP_1_CTG1,Midway Peaking Unit 1,60.0,PGAE,"Midway Peaking, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE2,2009-05-04,,,69.9,A
97102,Non-Participating,No,No,PNCHPP_1_CTG2,Midway Peaking Unit 2,60.0,PGAE,"Midway Peaking, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE2,2009-05-04,,,69.9,A
21400,Participating Unit,No,Yes,SUNSET_2_UNITS,Midway Sunset Cogeneration Company,248.0,PGAE,Midway Sunset Cogeneration Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1989-12-18,"QF Conversion, was PGE QF 25C321",,234.0,A
21401,Non-Participating,Yes,No,SUNSET_2_UNIT A,MIDWAY-SUNSET COGEN CT UNIT A,78.0,PGAE,Midway Sunset Cogeneration Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1989-12-18,,,78.0,A
21402,Non-Participating,Yes,No,SUNSET_2_UNIT B,MIDWAY-SUNSET COGEN CT UNIT B,78.0,PGAE,Midway Sunset Cogeneration Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1989-12-18,,,78.0,A
21403,Non-Participating,Yes,No,SUNSET_2_UNIT C,MIDWAY-SUNSET COGEN CT UNIT C,78.0,PGAE,Midway Sunset Cogeneration Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1989-12-18,,,78.0,A
95600,Participating Unit,No,Yes,MIRLOM_6_PEAKER,Mira Loma Peaker,46.0,SCE,SCE,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2007-09-20,,,49.0,A
97700,Participating Unit,No,No,MRGT_6_MEF2,Miramar Energy Facility II,47.9,SDGE,SDG&E,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,2009-08-07,,,49.5,A
125100,Participating Unit,No,No,MERCED_1_SOLAR1,Mission Solar,1.5,PGAE,Mission Solar LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2015-05-23,,,1.5,A
120900,Participating Unit,No,Yes,SANDLT_2_SUNITS,Mojave Solar,275.0,SCE,Mojave Solar Inc.,SOLAR,STEAM,SUN,NP15,SCE1,2014-12-04,,,311.1,A
120901,Non-Participating,No,No,SANDLT_2_STGA,SANDLT_2_STGA,137.5,SCE,Mojave Solar Inc.,SOLAR,STEAM,SUN,NP15,SCE1,2014-12-04,,,140.0,A
120902,Non-Participating,No,No,SANDLT_2_STGB,SANDLT_2_STGB,137.5,SCE,Mojave Solar Inc.,SOLAR,STEAM,SUN,NP15,SCE1,2014-12-04,,,140.0,A
135600,Participating Unit,No,No,MOJAVW_2_SOLAR,Mojave West,20.0,SCE,"SEPV Mojave West, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-06-15,,,20.0,A
96000,Participating Unit,Yes,Yes,CSTRVL_7_PL1X2,Monterey Regional Waste Management District,4.53,PGAE,Monterey Regional Waste Management District,BIOMASS,INTERNAL COMBUSTION,LANDFILL GAS,NP15,PGE3,2007-09-01,,,5.07,A
96001,Non-Participating,Yes,No,CSTRVL_7_PL1X2,Monterey Regional Waste Management District U1C06,,PGAE,Monterey Regional Waste Management District,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,2007-09-01,,,1.6,A
96004,Non-Participating,Yes,No,CSTRVL_7_PL1X2,Monterey Regional Waste Management District U4J09,,PGAE,Monterey Regional Waste Management District,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,2007-09-01,,,1.43,A
96003,Non-Participating,Yes,No,CSTRVL_7_PL1X2,Monterey Regional Waste Management District U3J98,,PGAE,Monterey Regional Waste Management District,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,2007-09-01,,,0.99,A
96002,Non-Participating,Yes,No,CSTRVL_7_PL1X2,Monterey Regional Waste Management District U2J02,,PGAE,Monterey Regional Waste Management District,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,2007-09-01,,,1.06,A
103700,Participating Unit,No,No,BRDSLD_2_MTZUM2,Montezuma II,78.2,PGAE,"NextEra Energy Montezuma Wind II, LLC",WIND,WIND,WIND,NP15,PGE2,2012-02-01,,,78.2,A
129600,Participating Unit,No,No,MRLSDS_6_SOLAR1,Morelos Solar,15.0,PGAE,"Morelos Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,2015-11-25,,,15.0,A
131300,Participating Unit,No,No,OASIS_6_SOLAR1,Morgan Lancaster I,1.5,SCE,WGL Energy Systems Inc,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2015-12-09,,,1.5,A
22500,Participating Unit,No,No,MOSSLD_7_UNIT 6,Moss Landing 6,754.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,STEAM,NATURAL GAS,NP15,PGE3,1967-01-01,,,702.0,A
22600,Participating Unit,No,No,MOSSLD_7_UNIT 7,Moss Landing 7,755.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,STEAM,NATURAL GAS,NP15,PGE3,1968-01-01,,,702.0,A
22700,Participating Unit,No,Yes,MOSSLD_2_PSP1,Moss Landing CC Plant 1 (Aggregate),510.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,2002-07-01,,,541.0,A
22701,Non-Participating,No,No,MOSSLD_2_PSP1G1,"Moss Landing CC Plant 1, Unit 1",176.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2002-07-01,,,170.0,A
22702,Non-Participating,No,No,MOSSLD_2_PSP1G2,"Moss Landing CC Plant 1, Unit 2",176.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2002-07-01,,,170.0,A
22703,Non-Participating,No,No,MOSSLD_2_PSP1G3,"Moss Landing CC Plant 1, Unit 3",198.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,2002-07-01,,,190.0,A
22800,Participating Unit,No,Yes,MOSSLD_2_PSP2,Moss Landing CC Plant 2 (Aggregate),510.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,2002-07-11,,,541.0,A
22801,Non-Participating,No,No,MOSSLD_2_PSP2G1,"Moss Landing CC Plant 2, Unit 1",176.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2002-07-11,,,170.0,A
22802,Non-Participating,No,No,MOSSLD_2_PSP2G2,"Moss Landing CC Plant 2, Unit 2",176.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2002-07-11,,,170.0,A
22803,Non-Participating,No,No,MOSSLD_2_PSP2G3,"Moss Landing CC Plant 2, Unit 3",198.0,PGAE,"Dynegy Moss Landing, LLC",THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,2002-07-11,,,190.0,A
22900,Participating Unit,No,No,MTWIND_1_UNIT 1,Mountain View I,44.4,SCE,"Mountain View Power Partners, L.L.C.",WIND,WIND,WIND,SP15,SCE1,2001-03-24,,,44.4,A
23000,Participating Unit,No,No,MTWIND_1_UNIT 2,Mountain View II,22.2,SCE,"Mountain View Power Partners, L.L.C.",WIND,WIND,WIND,SP15,SCE1,2001-09-17,,,22.2,A
89100,Participating Unit,No,No,MTWIND_1_UNIT 3,Mountain View III,22.44,SCE,Mountain View III Power Partners,WIND,WIND,WIND,SP15,SCE1,2003-12-15,,,22.44,A
