ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
114300,Participating Unit,No,No,KNGBRG1KBSLR1,Kingsburg 1,1.5,PGAE,"Tulare PV II, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,12/6/2013,,,1.5,A
114400,Participating Unit,No,No,KNGBRG1KBSLR2,Kingsburg 2,1.5,PGAE,"Tulare PV II, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,12/6/2013,,,1.5,A
125300,Participating Unit,No,No,PADUA2SOLAR1,Kona Solar - Rancho DC #1,1.75,SCE,"Kona Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,6/2/2015,,,,A
82000,Participating Unit,No,No,LAPLMA2UNIT1,LA PALOMA UNIT 1,259.8,PGAE,La Paloma Generating Company,THERMAL,COMBINED CYCLE,NATURAL GAS,ZP26,PGE4,1/10/2003,,,255.6,A
82400,Participating Unit,No,No,LAPLMA2UNIT2,LA PALOMA UNIT 2,260.2,PGAE,La Paloma Generating Company,THERMAL,COMBINED CYCLE,NATURAL GAS,ZP26,PGE4,3/5/2003,,,255.6,A
82100,Participating Unit,No,No,LAPLMA2UNIT3,LA PALOMA UNIT 3,256.15,PGAE,La Paloma Generating Company,THERMAL,COMBINED CYCLE,NATURAL GAS,ZP26,PGE4,1/13/2003,,,255.6,A
82500,Participating Unit,No,No,LAPLMA2UNIT4,LA PALOMA UNIT 4,259.54,PGAE,La Paloma Generating Company,THERMAL,COMBINED CYCLE,NATURAL GAS,ZP26,PGE4,3/5/2003,,,255.6,A
53400,Participating Unit,Yes,Yes,LAGBEL6QF,LAGUNA BELLE AREA LUMPED UNITS,17.5,SCE,VARIOUS,VARIOUS,,LANDFILL GAS,SP15,SCE1,1/1/1993,,,17.41,A
58703,Participating Unit,No,No,MIRLOM7MWDLKM,LAKE MATHEWS HYDRO RECOVERY PLANT,5,SCE,Metropolitan Water District,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1980,,,4.9,A
82200,Participating Unit,No,No,LMBEPK2UNITA1,LAMBIE ENERGY CENTER,48,PGAE,Lambie Energy Center LLC (Calpine),PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1/6/2003,,,49.9,A
92200,Participating Unit,Yes,Yes,LASSEN6UNITS,LASSEN AREA QF AGGREGATION,32,PGAE,Various,THERMAL,STEAM,WOOD WASTE,NP15,PGE3,12/1/2005,~98% of capacity from wood waste and the remainder from geothermal.,,32,A
70609,Participating Unit,Yes,No,BUCKCK2HYDRO,LASSEN STATION HYDRO,0.99,PGAE,"Lassen Station Hydroelectric, LP",HYDRO,HYDRO,WATER,NP15,PGE3,5/22/1986,Formerly PGE QF 10H002,,0.99,A
19500,Participating Unit,No,Yes,CLRKRD6LIMESD,LIME SADDLE,2,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1906,,West Branch Feather River,2,A
19600,Participating Unit,Yes,No,PLSNTG7LNCLND,LINCOLN LANDFILL POWER PLANT,4.98,PGAE,"Energy 2001, Inc.",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,1/1/1985,,,1.6,A
53800,Participating Unit,Yes,No,LIVOAK1UNIT1,LIVE OAK LIMITED,47.49,PGAE,Live Oak Limited,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,3/16/1991,,,58.48,A
19700,Participating Unit,No,No,LODI252UNIT1,LODI GAS TURBINE,25.3,PGAE,NCPA (MSS Agreement - S14),PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,NCP1,1/1/1986,,,25.4,A
82700,Participating Unit,No,Yes,LECEF1UNITS,LOS ESTEROS ENERGY FACILITY (AGGREGATE),294,PGAE,Calpine,PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,7/31/2013,,,319.6,A
82701,Non-Participating,Yes,No,LECEF1CGT1,LOS ESTEROS ENERGY FACILITY UNIT 1,49.9,PGAE,Calpine,PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,3/7/2003,,,49.9,A
82702,Non-Participating,Yes,No,LECEF1CGT2,LOS ESTEROS ENERGY FACILITY UNIT 2,49.9,PGAE,Calpine,PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,3/7/2003,,,49.9,A
82703,Non-Participating,Yes,No,LECEF1CGT3,LOS ESTEROS ENERGY FACILITY UNIT 3,49.9,PGAE,Calpine,PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,3/7/2003,,,49.9,A
82704,Non-Participating,Yes,No,LECEF1CGT4,LOS ESTEROS ENERGY FACILITY UNIT 4,49.9,PGAE,Calpine,PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,3/7/2003,,,49.9,A
82705,Non-Participating,No,No,LECEF1STG1,LOS ESTEROS ENERGY FACILITY STG,120,PGAE,Calpine,THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,7/31/2013,,,120,A
20100,Participating Unit,No,Yes,LMEC1PL1X3,LOS MEDANOS ENERGY CENTER (AGGREGATE),561.29,PGAE,Calpine,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,6/9/2001,,,519.99,A
20101,Non-Participating,Yes,No,LMEC1CTG1,Los Medanos CT Unit 1,177,PGAE,Calpine,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,6/9/2001,,,169.9,A
20102,Non-Participating,Yes,No,LMEC1CTG2,Los Medanos CT Unit 2,177,PGAE,Calpine,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,6/9/2001,,,169.9,A
20103,Non-Participating,Yes,No,LMEC1STG,Los Medanos ST Unit 3,243,PGAE,Calpine,THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,6/9/2001,,,180.19,A
93700,Participating Unit,Yes,Yes,LOWGAP7QFUNTS,LOW GAP QF AGGREGATION,2,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE3,3/1/2007,,,2,A
20300,Participating Unit,No,Yes,CONTRL1LUNDY,LUNDY HYDRO PLANT (AGGREGATE),3,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1911,,,3,A
54100,Participating Unit,Yes,Yes,KRAMER1SEGS37,LUZ SOLAR PARTNERS 3-7 AGGREGATE,175,SCE,VARIOUS,SOLAR,STEAM,SUN,SP15,SCE1,1/1/1986,,,150,A
54200,Participating Unit,Yes,Yes,KRAMER2SEGS89,LUZ SOLAR PARTNERS 8-9 AGGREGATE,184,SCE,VARIOUS,SOLAR,STEAM,SUN,SP15,SCE1,1/1/1986,,,160,A
54201,Non-Participating,Yes,No,KRAMER2SEGS8,Luz Solar Partners Ltd. VIII,92,SCE,5050,SOLAR,STEAM,SUN,SP15,SCE1,12/29/1989,,,80,A
54202,Non-Participating,Yes,No,KRAMER2SEGS9,Luz Solar Partners Ltd. IX,92,SCE,5051,SOLAR,STEAM,SUN,SP15,SCE1,10/11/1990,,,80,A
102300,Participating Unit,No,No,LAKHDG6UNIT1,Lake Hodges Pump Station 1 - Unit 1,20,SDGE,San Diego County Water Authority,HYDRO,PUMPED STORAGE,WATER,SP15,SDG1,9/8/2011,,,20,A
105500,Participating Unit,No,No,LAKHDG6UNIT2,Lake Hodges Pumped Storage-Unit2,20.15,SDGE,San Diego County Water Authority,HYDRO,PUMPED STORAGE,WATER,SP15,SDG1,8/27/2012,,,20,A
94400,Participating Unit,No,Yes,UKIAH7LAKEMN,Lake Mendocino Hydro,3.5,PGAE,NCPA (MSS Agreement - S14),HYDRO,HYDRO,WATER,NP15,NCP1,7/2/2007,,Russian River,3.5,A
133700,Participating Unit,No,No,LNCSTR6CREST,Lanacaster Aggregate Solar Resources,5.5,SCE,Southern California Edison Company,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,9/9/2015,,,5.5,A
19300,Participating Unit,No,No,LARKSP6UNIT1,Larkspur 1,46.1,SDGE,Wildflower Energy,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,9/13/2001,,,45,A
19400,Participating Unit,No,No,LARKSP6UNIT2,Larkspur 2,47.98,SDGE,Wildflower Energy,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,9/13/2001,,,45,A
131700,Participating Unit,No,No,HENRTA6SOLAR1,Lemoore 1,1.5,PGAE,Lemoore PV 1 LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,1/29/2016,,,1.5,A
29500,Participating Unit,Yes,No,SPILI2UNIT1,Lincoln Biomass,17.2,PGAE,Sierra Pacific Industries,BIOMASS,STEAM,WOOD WASTE,NP15,PGE3,6/3/1986,Formerly QF 12C008,,19.2,A
122400,Participating Unit,No,No,LITLRK6SOLAR1,Little Rock C,5,SCE,"Lancaster Little Rock C, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,1/17/2015,,,5,A
132300,Participating Unit,No,No,LITLRK6SOLAR4,Little Rock Pham Solar,3,SCE,"West Hills Construction, Inc.",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,3/22/2016,,,3,A
110400,Participating Unit,No,Yes,LODIEC2PL1X2,Lodi Energy Center,302.58,PGAE,NCPA,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE2,11/27/2012,,,284,A
110401,Non-Participating,No,No,LODIEC2CTG,Lodi Energy Center,220,PGAE,NCPA,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE2,11/27/2012,,,,A
110402,Non-Participating,No,No,LODIEC2STG,Lodi Energy Center,116.9,PGAE,NCPA,THERMAL,STEAM,NATURAL GAS,NP15,PGE2,11/27/2012,,,,A
19800,Participating Unit,No,No,STIGCT2LODI,Lodi Steam Injected Gas Turbine,49.9,PGAE,NCPA (MSS Agreement - S14),PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,NCP1,1/1/1996,,,51.2,A
120400,Participating Unit,No,No,VICTOR1LVSLR1,Lone Valley Solar Park 1,10,SCE,Lone Valley Solar Park I LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,11/19/2014,,,10,A
120800,Participating Unit,No,No,VICTOR1LVSLR2,Lone Valley Solar Park 2,20,SCE,Lone Valley Solar Park II LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,11/22/2014,,,20,A
95000,Participating Unit,No,No,HINSON6LBECH1,Long Beach - Unit 1,65,SCE,Long Beach Generation LLC,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/1/2007,,,70,A
95100,Participating Unit,No,No,HINSON6LBECH2,Long Beach - Unit 2,65,SCE,Long Beach Generation LLC,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/1/2007,,,70,A
95200,Participating Unit,No,No,HINSON6LBECH3,Long Beach - Unit 3,65,SCE,Long Beach Generation LLC,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/1/2007,,,70,A
95300,Participating Unit,No,No,HINSON6LBECH4,Long Beach - Unit 4,65,SCE,Long Beach Generation LLC,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/1/2007,,,70,A
138500,Participating Unit,No,No,TORTLA1SOLAR,Longboat Solar,20,SCE,"Longboat Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,12/16/2016,,,20,A
130400,Participating Unit,No,No,ELNIDS2DODPEV,Los Angeles Air Force Base,0.5,SCE,United States Air Force,STORAGE,BATTERY,LESR,SP15,SCE1,12/18/2015,,,0.53,A
98700,Participating Unit,No,No,HATLOS6LSCRK,Lost Creek 1 & 2 Hydro Conversion,1.7,PGAE,"Snow Mountain Hydro, LLC.",HYDRO,HYDRO,WATER,NP15,PGE3,6/15/1989,,,1.7,A
123700,Participating Unit,No,No,LHILLS6SOLAR1,Lost Hills Solar,20,PGAE,"Lost Hills Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,4/2/2015,,,20.46,A
54900,Participating Unit,Yes,No,MALCHQ7UNIT1,MALACHA HYDRO L.P.,32.5,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE3,12/7/1988,PGE QF 13H047,,32.5,A
127900,Participating Unit,No,No,MALIN5BPADYN,MALIN5BPADYN,250,PGAE,Bonneville Power Administration,DYNAMIC SCHEDULED,SYSTEM UNIT,VARIOUS,NP15,PGE3,,,,250,C
55300,Participating Unit,Yes,Yes,MCCALL1QF,MCCALL AREA LUMPED QF UNITS,2.5,PGAE,VARIOUS,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1990,,,1.45,A
55400,Participating Unit,Yes,No,MKTRCK1UNIT1,MCKITTRICK LIMITED,47.49,PGAE,MCKITTRICK LIMITED,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,10/16/1991,,,58.48,A
56000,Participating Unit,Yes,No,MENBIO6UNIT,MENDOTA BIOMASS POWER,25,PGAE,"Covanta Mendota, L.P.",BIOMASS,STEAM,AGRICULTURAL WASTE,NP15,PGE3,6/29/1989,,,28.01,A
56300,Participating Unit,Yes,Yes,MESAP1QF,MESA AREA LUMPED QF UNITS,1,PGAE,VARIOUS,HYDRO,HYDRO,WATER,ZP26,PGE4,,,,1,A
56500,Participating Unit,Yes,Yes,MESAS2QF,MESA SOUTH AREA LUMPED UNITS,2.9,SCE,VARIOUS,VARIOUS,,LANDFILL GAS,SP15,SCE1,1/1/1983,,,2.9,A
56600,Participating Unit,Yes,Yes,METCLF1QF,METCALF AREA LUMPED QF UNITS,1.25,PGAE,VARIOUS,HYDRO,HYDRO,WATER,NP15,PGE3,,,,0.8,A
91800,Participating Unit,No,Yes,METEC2PL1X3,METCALF ENERGY CENTER,593.16,PGAE,Calpine,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,5/27/2005,,,617,A
91801,Non-Participating,No,No,METEC7CTG1,METCALF ENERGY CENTER CTG UNIT 1,193,PGAE,Calpine,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,5/27/2005,,,193,A
91802,Non-Participating,No,No,METEC7CTG2,METCALF ENERGY CENTER CTG UNIT 2,193,PGAE,Calpine,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,5/27/2005,,,193,A
91803,Non-Participating,No,No,METEC7STG3,METCALF ENERGY CENTER STG UNIT 3,231,PGAE,Calpine,THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,5/27/2005,,,231,A
82900,Participating Unit,No,Yes,ETIWND7MIDVLY,MID VALLEY LANDFILL PROJECT (AGGREGATE),2.1,SCE,"MN Mid Valley Genco, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/21/2003,,,2.5,A
21200,Participating Unit,No,Yes,MDFKRL2PROJCT,MIDDLE FORK-RALSTON PROJECT (AGGREGATE),218.39,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1966,,American River,220.7,A
21201,Non-Participating,No,No,MIDFRK7UNIT1,Middle Fork 1,65.7,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1966,,American River,65.7,A
21202,Non-Participating,No,No,MIDFRK7UNIT2,Middle Fork 2,69,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1966,,American River,69,A
21203,Non-Participating,No,No,RALSTN7UNIT1,Ralston PH,86,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1966,,American River,86,A
56800,Participating Unit,Yes,No,MIDSET1UNIT1,MIDSET COGENERATION,52.9,PGAE,"Chevron Power Holdings, Inc.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,3/16/1989,Was PGE QF 25C123,,45,A
51706,Participating Unit,Yes,No,LOWGAP1SUPHR,MILL & SULPHUR CREEK (NORTH COAST),0.99,PGAE,"Mill & Sulphur Creek Power Plant, LP",HYDRO,HYDRO,WATER,NP15,PGE3,2/23/1988,Formerly PGE QF 19H006,,1,A
21500,Participating Unit,No,Yes,SBERDO6MILLCK,MILL CREEK HYDRO PROJECT (AGGREGATE),3.93,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,,,,3.61,A
84200,Participating Unit,No,Yes,CHINO7MILIKN,MILLIKEN LANDFILL PROJECT (AGGREGATE),1.9,SCE,"MN Milliken Genco, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,7/17/2003,,,2.5,A
94100,Participating Unit,Yes,Yes,MLPTAS7QFUNTS,MILPITAS QF AGGREGATION,2.3,PGAE,,BIOMASS,STEAM,WOOD WASTE,NP15,PGE3,,"~98% of capacity from wood waste, remaining capacity from natural gas.",,2.3,A
92100,Participating Unit,No,No,MRGT6MMAREF,MIRAMAR ENERGY FACILITY,48,SDGE,San Diego Gas & Electric,PEAKER,PEAKER,NATURAL GAS,SP15,SDG1,7/27/2005,,,46.7,A
21600,Participating Unit,No,Yes,MRGT7UNITS,MIRAMAR GT PLANT (AGGREGATE),36,SDGE,"Cabrillo Power I, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1972,,,36,A
21601,Non-Participating,No,No,MRGT7MR1A,Miramar GT 1A,19.5,SDGE,"Cabrillo Power I, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1972,,,18,A
21602,Non-Participating,No,No,MRGT7MR1B,Miramar GT 1B,19.5,SDGE,"Cabrillo Power I, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1972,,,18,A
57300,Participating Unit,Yes,No,MSHGTS6MMARLF,MIRAMAR LANDFILL,5,SDGE,"MM San Diego, LLC (Formerly QFID 450)",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SDG1,5/21/2003,,,6.5,A
57400,Participating Unit,Yes,Yes,MSSION2QF,MISSION AREA LUMPED UNITS,50,SDGE,VARIOUS,VARIOUS,VARIOUS,WATER,SP15,SDG1,1/1/1980,,,19.03,A
57500,Participating Unit,Yes,Yes,MISSIX1QF,MISSIX AREA (SAB FRABCUSCI) LUMPED QF UNITS,1,PGAE,VARIOUS,COGENERATION,,NATURAL GAS,NP15,PGE2,1/1/1987,,,13,A
68004,Participating Unit,Yes,No,SAUGUS7LOPEZ,"MM LOPEZ ENERGY, LLC",6.1,SCE,MM Lopez Energy LLC (formerly QFID 1105),BIOMASS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/5/1999,,,6.1,A
64504,Participating Unit,Yes,No,RECTOR7TULARE,"MM TULARE ENERGY, LLC",1.6,SCE,"MM TULARE ENERGY, LLC (formerly QF #1103)",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,5/8/1998,Converted to Participating generator on 12/11/2006. (Two units),,1.63,A
74001,Participating Unit,Yes,No,WALNUT7WCOVCT,"MM WEST COAST COVINA, LLC (BKK I)",4.5,SCE,"MM WEST COAST COVINA, LLC (BKK I) - Formerly QF #1110",BIOMASS,COMBUSTION TURBINE,LANDFILL GAS,SP15,SCE1,10/5/1996,,,4.9,A
74002,Participating Unit,Yes,No,WALNUT7WCOVST,"MM WEST COAST COVINA, LLC (BKK II)",6.5,SCE,"MM WEST COAST COVINA, LLC (BKK II) - Formerly QF #1111",BIOMASS,STEAM,LANDFILL GAS,SP15,SCE1,10/5/1996,,,6.5,A
57200,Participating Unit,Yes,Yes,DAVIS7MNMETH,MM Yolo Power LLC,4,SCE,MM Yolo Power LLC,BIOMASS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/1/1997,,,4.03,A
21900,Participating Unit,No,Yes,MOJAVE1SIPHON,MOJAVE SIPHON PH (AGGREGATE),12.58,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1996,,,34.5,A
21901,Non-Participating,No,No,MOJAVE1UNIT1,Mojave Siphon Unit 1,7,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1996,,,11.5,A
21902,Non-Participating,No,No,MOJAVE1UNIT2,Mojave Siphon Unit 2,7,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1996,,,11.5,A
21903,Non-Participating,No,No,MOJAVE1UNIT3,Mojave Siphon Unit 3,7,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1996,,,11.5,A
22000,Participating Unit,No,Yes,MONTPH7UNITS,MONTICELLO PH (Aggregate),12.5,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1974,,,12.5,A
22001,Non-Participating,No,No,MONTPH7UNIT1,MONTICELLO Unit 1,5.7,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1974,,,5.7,A
22002,Non-Participating,No,No,MONTPH7UNIT2,MONTICELLO Unit 2,5.7,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1975,,,5.7,A
22003,Non-Participating,No,No,MONTPH7UNIT3,MONTICELLO Unit 3,1.5,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1978,,,1.5,A
58300,Participating Unit,Yes,Yes,MOORPK6QF,MOORE PARK AREA LUMPED UNITS,34.8,SCE,VARIOUS,VARIOUS,,NATURAL GAS,SP15,SCE1,1/1/1976,,,30.02,A
58400,Participating Unit,Yes,Yes,MOSSLD1QF,MOSS LANDING AREA (SANTA CRUZ) LUMPED QF UNITS,1,PGAE,VARIOUS,BIOMASS,,WASTE GAS,NP15,PGE3,1/1/1985,,,1,A
92400,Participating Unit,No,Yes,SBERDO2PSP3,MOUNTAINVIEW POWER PLANT POWER BLOCK 3,525,SCE,Monutainview Power Company. LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,12/10/2005,,,543,A
92401,Non-Participating,No,No,SBERDO7CT3A,"MOUNTAINVIEW POWER, POWER BLOCK 3, CT3A",160,SCE,"Mountainview Power Company, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,12/10/2005,,,160,A
92402,Non-Participating,No,No,SBERDO7CT3B,"MOUNTAINVIEW POWER, POWER BLOCK 3, CT3B",160,SCE,"Mountainview Power Company, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,12/10/2005,,,160,A
92403,Non-Participating,No,No,SBERDO7STG3,"MOUNTAINVIEW POWER, POWER BLOCK 3, STG3",202,SCE,"Mountainview Power Company, LLC",THERMAL,STEAM,HEAT RECOVERY,SP15,SCE1,12/10/2005,,,202,A
92700,Participating Unit,No,Yes,SBERDO2PSP4,MOUNTAINVIEW POWER PLANT POWER BLOCK 4,525,SCE,Mountainview Power Company,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,1/19/2006,,,543,A
92701,Non-Participating,No,No,SBERDO7CT4A,"MOUNTAINVIEW POWER, POWER BLOCK 4, CT4A",160,SCE,Mountainview Power Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1/19/2006,,,160,A
92702,Non-Participating,No,No,SBERDO7CT4B,"MOUNTAINVIEW POWER, POWER BLOCK 4, CT4B",160,SCE,Mountainview Power Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1/19/2006,,,160,A
92703,Non-Participating,No,No,SBERDO7STG4,"MOUNTAINVIEW POWER, POWER BLOCK 4, STG4",202,SCE,Mountainview Power Company,THERMAL,STEAM,HEAT RECOVERY,SP15,SCE1,1/19/2006,,,202,A
58500,Participating Unit,No,No,MTNPOS1UNIT,MT. POSO COGENERATION CO.,46.64,PGAE,Mt. Poso Cogeneration Company,COGENERATION,STEAM,WOOD WASTE,ZP26,PGE4,4/1/1989,No longer QF as of 7/14/2015,,63.33,A
40704,Participating Unit,No,No,MIRLOM2CORONA,MWD Corona Hydroelectric Recovery Plant,2.85,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1987,,,2.85,A
61603,Participating Unit,No,No,OLINDA2COYCRK,MWD Coyote Creek Hydroelectric Recovery Plant,3.13,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,2/21/1979,,,3.13,A
73204,Participating Unit,No,No,VALLEY5PERRIS,MWD Perris Hydroelectric Recovery Plant,7.94,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1983,,,7.94,A
73205,Participating Unit,No,No,VALLEY5REDMTN,MWD Red Mountain Hydroelectric Recovery Plant,5.9,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1985,,,5.9,A
56504,Participating Unit,No,No,CENTER2RHONDO,MWD Rio Hondo Hydroelectric Recovery Plant,1.91,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1984,,,1.91,A
40705,Participating Unit,No,No,MIRLOM2TEMESC,MWD Temescal Hydroelectric Recovery Plant,2.85,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1987,,,2.85,A
61604,Participating Unit,No,No,VILLPK2VALLYV,MWD Valley View Hydroelectric Recovery Plant,4.1,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1985,,,4.1,A
122900,Participating Unit,Yes,Yes,OAKC1EBMUD,MWWTP PGS 1 - ENGINES,6.9,PGAE,East Bay Municipal Utility District,THERMAL,INTERNAL COMBUSTION,LANDFILL GAS,NP15,PGE3,10/21/1991,Name changed 12/19/2012. Originally OAK L7EBMUD. QF Conversion 12/18/2012. PGE QF 01P171,,6.9,A
45200,Participating Unit,Yes,No,OAKL1GTG1,MWWTP PGS 2 - Turbine,4.6,PGAE,East Bay Municipal Utility District,BIOGAS,COMBUSTION TURBINE,DIGESTER GAS,NP15,PGE3,10/21/1991,PGE QF 01P171,,4.6,A
54800,Participating Unit,Yes,No,STOREY7MDRCHW,Madera Canal Site 980,1.84,PGAE,MADERA-CHOWCHILLA WATER AND POWER AUTHORITY,HYDRO,HYDRO,WATER,NP15,PGE3,2/2/1985,QF Conversion completed 6/18/2015. Formerly QF 25H036,,2.13,A
37201,Participating Unit,Yes,No,STOREY2MDRCH2,Madera Chowchilla 2,0.52,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,4/11/1986,QF Conversion 8/1/2016. Formerly PGE QF 25H040,,0.56,A
37203,Participating Unit,Yes,No,STOREY2MDRCH3,Madera Chowchilla 3,0.42,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,4/16/1986,QF Conversion 8/1/2016. Formerly PGE QF 25H041,,0.42,A
37202,Participating Unit,Yes,No,STOREY2MDRCH4,Madera Chowchilla 4,0.92,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,4/1/1986,QF Conversion 7/19/2016. Formerly PGE QF 25H042,,0.92,A
91600,Participating Unit,No,Yes,MALAGA1PL1X2,Malaga Power Aggregate,96,PGAE,"Malaga Power, LLC",THERMAL,AGGREGATION,NATURAL GAS,NP15,PGE3,9/19/2005,,,121,A
91601,Non-Participating,No,No,MALAGA7CTG1,Malaga Power Unit 1,48.5,PGAE,"Malaga Power, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,9/19/2005,,,60.5,A
