ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
56500,Participating Unit,Yes,Yes,MESAS_2_QF,MESA SOUTH AREA LUMPED UNITS,2.9,SCE,VARIOUS,VARIOUS,,LANDFILL GAS,SP15,SCE1,1/1/1983,,,2.9,A
56501,Non-Participating,Yes,No,,COGENIC ENERGY SYSTEMS (CAL LUTHERAN),,SCE,2265,COGENERATION,,,SP15,SCE1,5/10/1988,,,0.1,A
56505,Non-Participating,Yes,No,,SAN MARINO HIGH SCHOOL,,SCE,2062,COGENERATION,,,SP15,SCE1,,,,0.06,A
56503,Non-Participating,Yes,No,,L.A. COUNTY SANITATION DIST. CSD 2610,,SCE,1009,BIOMASS,,,SP15,SCE1,11/22/1983,,,2.55,A
56600,Participating Unit,Yes,Yes,METCLF_1_QF,METCALF AREA LUMPED QF UNITS,1.25,PGAE,VARIOUS,HYDRO,HYDRO,WATER,NP15,PGE3,,,,0.8,A
56601,Non-Participating,Yes,No,,SANTA CLARA VALLEY WATER DIST.,,PGAE,08H013,HYDRO,HYDRO,WATER,NP15,PGE3,12/1/1988,,,0.8,A
91800,Participating Unit,No,Yes,METEC_2_PL1X3,METCALF ENERGY CENTER,593.16,PGAE,Calpine,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,5/27/2005,,,617,A
91801,Non-Participating,No,No,METEC_7_CTG1,METCALF ENERGY CENTER CTG UNIT 1,193,PGAE,Calpine,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,5/27/2005,,,193,A
91802,Non-Participating,No,No,METEC_7_CTG2,METCALF ENERGY CENTER CTG UNIT 2,193,PGAE,Calpine,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,5/27/2005,,,193,A
91803,Non-Participating,No,No,METEC_7_STG3,METCALF ENERGY CENTER STG UNIT 3,231,PGAE,Calpine,THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,5/27/2005,,,231,A
82900,Participating Unit,No,Yes,ETIWND_7_MIDVLY,MID VALLEY LANDFILL PROJECT (AGGREGATE),2.1,SCE,"MN Mid Valley Genco, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/21/2003,,,2.5,A
82902,Non-Participating,No,No,,MID VALLEY LANDFILL PROJECT UNIT 2,,SCE,"MN Mid Valley Genco, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/21/2003,,,1.25,A
82901,Non-Participating,No,No,,MID VALLEY LANDFILL PROJECT UNIT 1,,SCE,"MN Mid Valley Genco, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/21/2003,,,1.25,A
21200,Participating Unit,No,Yes,MDFKRL_2_PROJCT,MIDDLE FORK-RALSTON PROJECT (AGGREGATE),218.39,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1966,,American River,220.7,A
21201,Non-Participating,No,No,MIDFRK_7_UNIT 1,Middle Fork 1,65.7,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1966,,American River,65.7,A
21202,Non-Participating,No,No,MIDFRK_7_UNIT 2,Middle Fork 2,69,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1966,,American River,69,A
21203,Non-Participating,No,No,RALSTN_7_UNIT 1,Ralston PH,86,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1966,,American River,86,A
56800,Participating Unit,Yes,No,MIDSET_1_UNIT 1,MIDSET COGENERATION,52.9,PGAE,"Chevron Power Holdings, Inc.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,3/16/1989,Was PGE QF 25C123,,45,A
51706,Participating Unit,Yes,No,LOWGAP_1_SUPHR,MILL & SULPHUR CREEK (NORTH COAST),0.99,PGAE,"Mill & Sulphur Creek Power Plant, LP",HYDRO,HYDRO,WATER,NP15,PGE3,2/23/1988,Formerly PGE QF 19H006,,1,A
21500,Participating Unit,No,Yes,SBERDO_6_MILLCK,MILL CREEK HYDRO PROJECT (AGGREGATE),3.93,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,,,,3.61,A
21501,Non-Participating,No,No,,Mill Creek PH 1 Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,,,,0.94,A
21502,Non-Participating,No,No,,Mill Creek PH 2 Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1904,Non-Operational,,0,A
21505,Non-Participating,No,No,,Mill Creek PH 3 Unit 5,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1904,,,0.89,A
21504,Non-Participating,No,No,,Mill Creek PH 3 Unit 4,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1904,,,0.89,A
21503,Non-Participating,No,No,,Mill Creek PH 2 Unit 3,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1903,,,0.89,A
84200,Participating Unit,No,Yes,CHINO_7_MILIKN,MILLIKEN LANDFILL PROJECT (AGGREGATE),1.9,SCE,"MN Milliken Genco, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,7/17/2003,,,2.5,A
84202,Non-Participating,No,No,,MILLIKEN LANDFILL PROJECT UNIT 2,,SCE,"MN Milliken Genco, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,7/17/2003,,,1.25,A
84201,Non-Participating,No,No,,MILLIKEN LANDFILL PROJECT UNIT 1,,SCE,"MN Milliken Genco, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,7/17/2003,,,1.25,A
94100,Participating Unit,Yes,Yes,MLPTAS_7_QFUNTS,MILPITAS QF AGGREGATION,2.3,PGAE,,BIOMASS,STEAM,WOOD WASTE,NP15,PGE3,,"~98% of capacity from wood waste, remaining capacity from natural gas.",,2.3,A
59701,Non-Participating,Yes,No,,CITY OF MILPITAS,,PGAE,08C097,COGENERATION,INTERNAL COMBUSTION,NATURAL GAS,NP15,PGE3,10/6/1989,,,0.06,A
58001,Non-Participating,Yes,No,,COVANTA POWER PACIFIC (SANTA CLARA),,PGAE,08P008,BIOMASS,STEAM,WOOD WASTE,NP15,PGE3,10/22/1986,,,2.2,A
92100,Participating Unit,No,No,MRGT_6_MMAREF,MIRAMAR ENERGY FACILITY,48,SDGE,San Diego Gas & Electric,PEAKER,PEAKER,NATURAL GAS,SP15,SDG1,7/27/2005,,,46.7,A
21600,Participating Unit,No,Yes,MRGT_7_UNITS,MIRAMAR GT PLANT (AGGREGATE),36,SDGE,"Cabrillo Power I, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1972,,,36,A
21601,Non-Participating,No,No,MRGT_7_MR1A,Miramar GT 1A,19.5,SDGE,"Cabrillo Power I, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1972,,,18,A
21602,Non-Participating,No,No,MRGT_7_MR1B,Miramar GT 1B,19.5,SDGE,"Cabrillo Power I, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1972,,,18,A
57300,Participating Unit,Yes,No,MSHGTS_6_MMARLF,MIRAMAR LANDFILL,5,SDGE,"MM San Diego, LLC (Formerly QFID 450)",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SDG1,5/21/2003,,,6.5,A
57400,Participating Unit,Yes,Yes,MSSION_2_QF,MISSION AREA LUMPED UNITS,50,SDGE,VARIOUS,VARIOUS,VARIOUS,WATER,SP15,SDG1,1/1/1980,,,19.03,A
57404,Non-Participating,Yes,No,,BADGER FILTRATION PLANT,,SDGE,17,HYDRO,HYDRO,WATER,SP15,SDG1,1/1/1987,,,1.49,A
57420,Non-Participating,Yes,No,,TRW PLANT,,SDGE,92,COGENERATION,,NATURAL GAS,SP15,SDG1,1/1/1984,,,1.3,A
57414,Non-Participating,Yes,No,,NRG ENERGY CENTER SAN DIEGO,,SDGE,208,COGENERATION,RECIPROCATING ENGINE,NATURAL GAS,SP15,SDG1,1/1/1984,,,1.6,A
57418,Non-Participating,Yes,No,,SAN FRANCISCO PEAK HYDRO PLANT,,SDGE,119,HYDRO,HYDRO,WATER,SP15,SDG1,1/1/1985,,,0.35,A
57408,Non-Participating,Yes,No,,GROSSMONT HOSPITAL,,SDGE,75,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1984,,,1.54,A
69100,Non-Participating,Yes,No,,"SOLAR TURBINES, INC.",,SDGE,440,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1995,,,9.5,A
53000,Non-Participating,Yes,No,,"KYOCERA INTERNATIONAL, INC.",,SDGE,15147,COGENERATION,RECIPROCATING ENGINE,NATURAL GAS,SP15,SDG1,1/1/1988,,,5.29,A
57500,Participating Unit,Yes,Yes,MISSIX_1_QF,MISSIX AREA (SAB FRABCUSCI) LUMPED QF UNITS,1,PGAE,VARIOUS,COGENERATION,,NATURAL GAS,NP15,PGE2,1/1/1987,,,13,A
57502,Non-Participating,Yes,No,,ARDEN WOOD BENEVOLENT ASSOC.,,PGAE,02C047,COGENERATION,,NATURAL GAS,NP15,PGE2,9/9/1987,,,0.09,A
57504,Non-Participating,Yes,No,,UNIVERSITY OF SAN FRANCISCO,,PGAE,02C003,COGENERATION,,NATURAL GAS,NP15,PGE2,6/1/1987,,,1.5,A
57503,Non-Participating,Yes,No,,NIHONMACHI TERRACE,,PGAE,02C058,COGENERATION,,NATURAL GAS,NP15,PGE2,6/1/1992,,,0.08,A
57501,Non-Participating,Yes,No,,1080 CHESTNUT CORP.,,PGAE,02C048,COGENERATION,,NATURAL GAS,NP15,PGE2,3/23/1988,,,0.06,A
72703,Non-Participating,Yes,No,,UNIVERSITY OF CALIFORNA-SAN FRANCISCO MED CENTER UNIT 3,,PGAE,02C071,COGENERATION,STEAM,HEAT RECOVERY,NP15,PGE3,1/26/1998,,,3.75,A
72702,Non-Participating,Yes,No,,UNIVERSITY OF CALIFORNA-SAN FRANCISCO MED CENTER UNIT 2,,PGAE,02C071,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1/26/1998,,,4.75,A
72701,Non-Participating,Yes,No,,UNIVERSITY OF CALIFORNA-SAN FRANCISCO MED CENTER UNIT 1,,PGAE,02C071,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1/26/1998,,,4.75,A
68004,Participating Unit,Yes,No,SAUGUS_7_LOPEZ,"MM LOPEZ ENERGY, LLC",6.1,SCE,MM Lopez Energy LLC (formerly QFID 1105),BIOMASS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/5/1999,,,6.1,A
64504,Participating Unit,Yes,No,RECTOR_7_TULARE,"MM TULARE ENERGY, LLC",1.6,SCE,"MM TULARE ENERGY, LLC (formerly QF #1103)",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,5/8/1998,Converted to Participating generator on 12/11/2006. (Two units),,1.63,A
74001,Participating Unit,Yes,No,WALNUT_7_WCOVCT,"MM WEST COAST COVINA, LLC (BKK I)",4.5,SCE,"MM WEST COAST COVINA, LLC (BKK I) - Formerly QF #1110",BIOMASS,COMBUSTION TURBINE,LANDFILL GAS,SP15,SCE1,10/5/1996,,,4.9,A
74002,Participating Unit,Yes,No,WALNUT_7_WCOVST,"MM WEST COAST COVINA, LLC (BKK II)",6.5,SCE,"MM WEST COAST COVINA, LLC (BKK II) - Formerly QF #1111",BIOMASS,STEAM,LANDFILL GAS,SP15,SCE1,10/5/1996,,,6.5,A
57200,Participating Unit,Yes,Yes,DAVIS_7_MNMETH,MM Yolo Power LLC,4,SCE,MM Yolo Power LLC,BIOMASS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/1/1997,,,4.03,A
57201,Non-Participating,Yes,No,,MM Yolo Power LLC Unit 1A,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/1/1997,,,0.65,A
57202,Non-Participating,Yes,No,,MM Yolo Power LLC Unit 2,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/1/1997,,,0.6,A
57205,Non-Participating,Yes,No,,MM Yolo Power LLC Unit 5A,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/1/1997,,,0.93,A
57204,Non-Participating,Yes,No,,MM Yolo Power LLC Unit 4A,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/1/1997,,,0.93,A
57203,Non-Participating,Yes,No,,MM Yolo Power LLC Unit 3A,,SCE,MM Yolo Power LLC,BIOGAS,INTERNAL COMBUSTION,LANDFILL GAS,SP15,SCE1,1/1/1997,,,0.93,A
21900,Participating Unit,No,Yes,MOJAVE_1_SIPHON,MOJAVE SIPHON PH (AGGREGATE),12.58,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1996,,,34.5,A
21901,Non-Participating,No,No,MOJAVE_1_UNIT 1,Mojave Siphon Unit 1,7,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1996,,,11.5,A
21902,Non-Participating,No,No,MOJAVE_1_UNIT 2,Mojave Siphon Unit 2,7,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1996,,,11.5,A
21903,Non-Participating,No,No,MOJAVE_1_UNIT 3,Mojave Siphon Unit 3,7,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1996,,,11.5,A
22000,Participating Unit,No,Yes,MONTPH_7_UNITS,MONTICELLO PH (Aggregate),12.5,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1974,,,12.5,A
22001,Non-Participating,No,No,MONTPH_7_UNIT 1,MONTICELLO Unit 1,5.7,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1974,,,5.7,A
22002,Non-Participating,No,No,MONTPH_7_UNIT 2,MONTICELLO Unit 2,5.7,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1975,,,5.7,A
22003,Non-Participating,No,No,MONTPH_7_UNIT 3,MONTICELLO Unit 3,1.5,PGAE,Solano Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1978,,,1.5,A
58300,Participating Unit,Yes,Yes,MOORPK_6_QF,MOORE PARK AREA LUMPED UNITS,34.8,SCE,VARIOUS,VARIOUS,,NATURAL GAS,SP15,SCE1,1/1/1976,,,30.02,A
58301,Non-Participating,Yes,No,,CALLEGUAS MWD-UNIT 1 (CONEJO),,SCE,4010,HYDRO,HYDRO,WATER,SP15,SCE1,10/1/1982,,,0.55,A
58302,Non-Participating,Yes,No,,CALLEGUAS MWD-UNIT 3 (SANTA ROSA),,SCE,4052,HYDRO,HYDRO,WATER,SP15,SCE1,7/1/1986,,,0.25,A
58305,Non-Participating,Yes,No,,RANCHO SIMI REC AND PARK DIST PROJECT #2,,SCE,2236,COGENERATION,,,SP15,SCE1,6/10/1986,,,0.06,A
58304,Non-Participating,Yes,No,,RANCHO SIMI REC AND PARK DIST PROJECT #1,,SCE,2213,COGENERATION,,,SP15,SCE1,7/10/1986,,,0.06,A
58303,Non-Participating,Yes,No,,O.L.S. ENERGY - CAMARILLO STATE HOSPITAL,,SCE,2042,COGENERATION,,,SP15,SCE1,12/27/1987,,,27.89,A
58400,Participating Unit,Yes,Yes,MOSSLD_1_QF,MOSS LANDING AREA (SANTA CRUZ) LUMPED QF UNITS,1,PGAE,VARIOUS,BIOMASS,,WASTE GAS,NP15,PGE3,1/1/1985,,,1,A
58406,Non-Participating,Yes,No,,City of Watsonville,,PGAE,08C078,BIOMASS,,SEWAGE GAS,NP15,PGE3,1/23/1993,,,0.55,A
92400,Participating Unit,No,Yes,SBERDO_2_PSP3,MOUNTAINVIEW POWER PLANT POWER BLOCK 3,525,SCE,Monutainview Power Company. LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,12/10/2005,,,543,A
92401,Non-Participating,No,No,SBERDO_7_CT3A,"MOUNTAINVIEW POWER, POWER BLOCK 3, CT3A",160,SCE,"Mountainview Power Company, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,12/10/2005,,,160,A
92402,Non-Participating,No,No,SBERDO_7_CT3B,"MOUNTAINVIEW POWER, POWER BLOCK 3, CT3B",160,SCE,"Mountainview Power Company, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,12/10/2005,,,160,A
92403,Non-Participating,No,No,SBERDO_7_STG3,"MOUNTAINVIEW POWER, POWER BLOCK 3, STG3",202,SCE,"Mountainview Power Company, LLC",THERMAL,STEAM,HEAT RECOVERY,SP15,SCE1,12/10/2005,,,202,A
92700,Participating Unit,No,Yes,SBERDO_2_PSP4,MOUNTAINVIEW POWER PLANT POWER BLOCK 4,525,SCE,Mountainview Power Company,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,1/19/2006,,,543,A
92701,Non-Participating,No,No,SBERDO_7_CT4A,"MOUNTAINVIEW POWER, POWER BLOCK 4, CT4A",160,SCE,Mountainview Power Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1/19/2006,,,160,A
92702,Non-Participating,No,No,SBERDO_7_CT4B,"MOUNTAINVIEW POWER, POWER BLOCK 4, CT4B",160,SCE,Mountainview Power Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1/19/2006,,,160,A
92703,Non-Participating,No,No,SBERDO_7_STG4,"MOUNTAINVIEW POWER, POWER BLOCK 4, STG4",202,SCE,Mountainview Power Company,THERMAL,STEAM,HEAT RECOVERY,SP15,SCE1,1/19/2006,,,202,A
58500,Participating Unit,No,No,MTNPOS_1_UNIT,MT. POSO COGENERATION CO.,46.64,PGAE,Mt. Poso Cogeneration Company,COGENERATION,STEAM,WOOD WASTE,ZP26,PGE4,4/1/1989,No longer QF as of 7/14/2015,,63.33,A
40704,Participating Unit,No,No,MIRLOM_2_CORONA,MWD Corona Hydroelectric Recovery Plant,2.85,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1987,,,2.85,A
61603,Participating Unit,No,No,OLINDA_2_COYCRK,MWD Coyote Creek Hydroelectric Recovery Plant,3.13,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,2/21/1979,,,3.13,A
73204,Participating Unit,No,No,VALLEY_5_PERRIS,MWD Perris Hydroelectric Recovery Plant,7.94,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1983,,,7.94,A
73205,Participating Unit,No,No,VALLEY_5_REDMTN,MWD Red Mountain Hydroelectric Recovery Plant,5.9,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1985,,,5.9,A
56504,Participating Unit,No,No,CENTER_2_RHONDO,MWD Rio Hondo Hydroelectric Recovery Plant,1.91,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1984,,,1.91,A
40705,Participating Unit,No,No,MIRLOM_2_TEMESC,MWD Temescal Hydroelectric Recovery Plant,2.85,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1987,,,2.85,A
61604,Participating Unit,No,No,VILLPK_2_VALLYV,MWD Valley View Hydroelectric Recovery Plant,4.1,SCE,MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1985,,,4.1,A
122900,Participating Unit,Yes,Yes,OAK C_1_EBMUD,MWWTP PGS 1 - ENGINES,6.9,PGAE,East Bay Municipal Utility District,THERMAL,INTERNAL COMBUSTION,LANDFILL GAS,NP15,PGE3,10/21/1991,Name changed 12/19/2012. Originally OAK L_7_EBMUD. QF Conversion 12/18/2012. PGE QF 01P171,,6.9,A
122901,Non-Participating,Yes,No,,Wastewater PGS1 Engine 1,,PGAE,East Bay Municipal Utility District,BIOGAS,RECIPROCATING ENGINE,DIGESTER GAS,NP15,PGE3,,,,2.3,A
122903,Non-Participating,Yes,No,,Wastewater PGS1 Engine 3,,PGAE,East Bay Municipal Utility District,BIOGAS,RECIPROCATING ENGINE,DIGESTER GAS,NP15,PGE3,,,,2.3,A
122902,Non-Participating,Yes,No,,Wastewater PGS1 Engine 2,,PGAE,East Bay Municipal Utility District,BIOGAS,RECIPROCATING ENGINE,DIGESTER GAS,NP15,PGE3,,,,2.3,A
45200,Participating Unit,Yes,No,OAK L_1_GTG1,MWWTP PGS 2 - Turbine,4.6,PGAE,East Bay Municipal Utility District,BIOGAS,COMBUSTION TURBINE,DIGESTER GAS,NP15,PGE3,10/21/1991,PGE QF 01P171,,4.6,A
54800,Participating Unit,Yes,No,STOREY_7_MDRCHW,Madera Canal Site 980,1.84,PGAE,MADERA-CHOWCHILLA WATER AND POWER AUTHORITY,HYDRO,HYDRO,WATER,NP15,PGE3,2/2/1985,QF Conversion completed 6/18/2015. Formerly QF 25H036,,2.13,A
37201,Participating Unit,Yes,No,STOREY_2_MDRCH2,Madera Chowchilla 2,0.52,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,4/11/1986,QF Conversion 8/1/2016. Formerly PGE QF 25H040,,0.56,A
37203,Participating Unit,Yes,No,STOREY_2_MDRCH3,Madera Chowchilla 3,0.42,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,4/16/1986,QF Conversion 8/1/2016. Formerly PGE QF 25H041,,0.42,A
37202,Participating Unit,Yes,No,STOREY_2_MDRCH4,Madera Chowchilla 4,0.92,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,4/1/1986,QF Conversion 7/19/2016. Formerly PGE QF 25H042,,0.92,A
91600,Participating Unit,No,Yes,MALAGA_1_PL1X2,Malaga Power Aggregate,96,PGAE,"Malaga Power, LLC",THERMAL,AGGREGATION,NATURAL GAS,NP15,PGE3,9/19/2005,,,121,A
91601,Non-Participating,No,No,MALAGA_7_CTG1,Malaga Power Unit 1,48.5,PGAE,"Malaga Power, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,9/19/2005,,,60.5,A
91602,Non-Participating,No,No,MALAGA_7_CTG2,Malaga Power Unit 2,48.5,PGAE,"Malaga Power, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,9/19/2005,,,60.5,A
92500,Participating Unit,No,Yes,VERNON_6_MALBRG,Malburg Generating Station,134,SCE,City of Vernon,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,VRN1,10/17/2005,,,134,A
92501,Non-Participating,No,No,VERNON_7_CTG1,Malburg Generating Station CTG Unit 1,42,SCE,City of Vernon,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,VRN1,10/17/2005,,,42,A
92502,Non-Participating,No,No,VERNON_7_CTG2,Malburg Generating Station CTG Unit 2,42,SCE,City of Vernon,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,VRN1,10/17/2005,,,42,A
92503,Non-Participating,No,No,VERNON_7_STG3,Malburg Generating Station STG Unit 3,50,SCE,City of Vernon,THERMAL,STEAM,HEAT RECOVERY,SP15,VRN1,10/17/2005,,,50,A
42405,Participating Unit,Yes,No,CONTRL_1_CASAD1,Mammoth G1,10,SCE,Mammoth Three LLC,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,11/26/1984,QF Conversion Completed: 12/20/2013. SCE QF 3003,,10,A
109000,Participating Unit,No,No,CONTRL_1_CASAD3,Mammoth G3,14,SCE,Mammoth One LLC,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,4/1/2013,,,15,A
20500,Participating Unit,No,No,BIGCRK_7_MAMRES,Mammoth Pool Reservoir FWG,1.25,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,,,,0.94,A
20600,Participating Unit,No,No,MNDALY_7_UNIT 1,Mandalay 1,215,SCE,"RRI Energy Mandalay, Inc.",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1/1/1959,,,215,A
20700,Participating Unit,No,No,MNDALY_7_UNIT 2,Mandalay 2,215.29,SCE,"RRI Energy Mandalay, Inc.",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1/1/1959,,,215,A
20800,Participating Unit,No,No,MNDALY_7_UNIT 3,Mandalay 3 GT,130,SCE,"RRI Energy Mandalay, Inc.",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,,,,130,A
107000,Participating Unit,No,No,MANZNA_2_WIND,Manzana Wind,189,SCE,Manzana Wind,WIND,WIND,WIND,SP15,SCE1,12/20/2012,,,189,A
130300,Participating Unit,No,No,MARCPW_6_SOLAR1,Maricopa West Solar PV,20,PGAE,"Maricopa West Solar PV, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,12/12/2015,,,20,A
105300,Participating Unit,No,Yes,KELSO_2_UNITS,Mariposa Energy Project,196,PGAE,"Mariposa Energy, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,10/1/2012,,,195.9,A
55100,Participating Unit,No,Yes,TIDWTR_2_UNITS,Martinez Cogen Limited Partnership,114.8,PGAE,Martinez Cogen Limited Partnership (MCLP),COGENERATION,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,2/23/1987,QF Conversion completed 8/15/2014. Formerly PGAE QF 01C044,,99.9,A
29200,Participating Unit,Yes,Yes,SHELRF_1_UNITS,Martinez Refining Company (Aggregate),100,PGAE,Martinez Refining Co.,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,1/1/1995,,,100,A
29201,Non-Participating,Yes,No,SHELRF_7_UNIT 1,Martinez Refining Company Unit 1,20,PGAE,Martinez Refining Co.,THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,1/1/1995,,,20,A
29202,Non-Participating,Yes,No,SHELRF_7_UNIT 2,Martinez Refining Company Unit 2,40,PGAE,Martinez Refining Co.,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1/1/1996,,,40,A
29203,Non-Participating,Yes,No,SHELRF_7_UNIT 3,Martinez Refining Company Unit 3,40,PGAE,Martinez Refining Co.,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1/1/1995,,,40,A
21000,Participating Unit,No,No,MCSWAN_6_UNITS,Mc SWAIN,10,PGAE,Merced Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1967,,Merced River,10,A
126700,Participating Unit,No,No,BLKCRK_2_SOLAR1,McCoy Station,250,SCE,"McCoy Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,6/14/2016,,,250,A
106700,Participating Unit,No,No,MNDALY_6_MCGRTH,McGrath Beach Peaker,47.2,SCE,Southern California edison,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,11/1/2012,,,47.2,A
71400,Participating Unit,No,No,TXMCKT_6_UNIT,McKittrick Cogen,11.2,PGAE,Chevron U.S.A. Inc,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,10/1/1994,,,11.7,A
