ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,NetCap,PTO Area,Owner or QF ID,Fuel Type,Unit Type,ISO Classification,Zone,Demand Zone,Operating Date,River System,Nameplate Capacity,Status - A=Active; C - Contracted outside CAISO,Capacity Factor,Average Heat Rate
108300,Participating Unit,No,No,GLOW_6_SOLAR,Antelope Power Plant,20,SCE,"TA-High Desert, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,3/25/2013,,20,A,,
126500,Participating Unit,No,No,VALLEY_5_SOLAR2,AP North Lake Solar,20,SCE,SUNE DB APNL LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/11/2015,,20,A,,
108900,Participating Unit,No,No,AVSOLR_2_SOLAR,AV Solar Ranch 1,241.5,SCE,SCE,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/19/2014,,250,A,,
138200,Participating Unit,No,No,BIGSKY_2_SOLAR7,Big Sky Solar 1,50,SCE,"Antelope DSR 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/15/2016,,50,A,,
137700,Participating Unit,No,No,BIGSKY_2_SOLAR5,Big Sky Solar 2,5,SCE,"Antelope DSR 2, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/30/2016,,5,A,,
137900,Participating Unit,No,No,BIGSKY_2_SOLAR2,Big Sky Solar 4,40,SCE,Elevation Solar C LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/3/2016,,40,A,,
98200,Participating Unit,No,No,BLYTHE_1_SOLAR1,Blythe Solar 1 Project,21,SCE,NRG Solar Blythe LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/18/2009,,21,A,,
121300,Participating Unit,No,No,CAMLOT_2_SOLAR1,Camelot,45,SCE,RE Camelot LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/11/2014,,45,A,,
122000,Participating Unit,No,No,CAMLOT_2_SOLAR2,Camelot 2,15,SCE,RE Columbia Two LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/10/2014,,15,A,,
114800,Participating Unit,No,No,DEVERS_1_SOLAR,Cascade Solar,18.5,SCE,SunEdison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/30/2013,,18.5,A,,
107900,Participating Unit,No,No,CATLNA_2_SOLAR,Catalina Solar - Phases 1 and 2,110,SCE,"Catalina Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,,,110,A,,
127500,Participating Unit,Yes,No,CATLNA_2_SOLAR2,Catalina Solar 2,18,SCE,"Catalina Solar 2, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,7/22/2015,,20,A,,
134700,Participating Unit,No,No,PLAINV_6_SOLARC,Central Antelope Dry Ranch C,20,SCE,"Central Antelope Dry Ranch C, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/6/2016,,20,A,,
113900,Participating Unit,No,No,ETIWND_2_CHMPNE,Champagne,1,SCE,"California PV Energy, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/20/2013,,1,A,,
98400,Participating Unit,No,No,CHINO_2_SOLAR,Chino Roof Top Solar Project,1,SCE,SCE,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/1/2009,,1,A,,
103200,Participating Unit,No,No,COPMTN_2_CM10,CM10,10,SCE,"Copper Mountain Solar 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,10/3/2011,,10,A,,
101200,Participating Unit,No,No,COPMTN_2_SOLAR1,CM48,48,SCE,"Copper Mountain Solar 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/15/2010,,48,A,,
105200,Participating Unit,No,No,COPMT2_2_SOLAR2,CMS2,155,SCE,"Copper Mountain Solar 2, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,,,124,A,,
114700,Participating Unit,No,No,GLDTWN_6_COLUM3,Columbia 3,10,SCE,"RE Columbia 3, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/10/2013,,10,A,,
138000,Participating Unit,No,No,COPMT4_2_SOLAR4,Copper Mountain Solar 4,92,SCE,"Copper Mountain Solar 4, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/2/2016,,92,A,,
132100,Participating Unit,No,No,ETIWND_2_SOLAR1,Dedeaux Ontario,1,SCE,"SunEdison Utility Solutions, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,3/23/2016,,1,A,,
131000,Participating Unit,No,No,DSRTSL_2_SOLAR1,Desert Stateline,296.19,SCE,"Desert Stateline, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/30/2016,,299.99,A,,
109900,Participating Unit,No,No,DSRTSN_2_SOLAR2,Desert Sunlight 250,250,SCE,"Desert Sunlight 250, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/5/2014,,250,A,,
110300,Participating Unit,No,No,DSRTSN_2_SOLAR1,Desert Sunlight 300,300,SCE,"Desert Sunlight 300, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/5/2014,,300,A,,
131900,Participating Unit,No,No,DRACKR_2_SOLAR1,Dracker Solar Unit 1,110,SCE,"Blythe Solar 110, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/2/2016,,110,A,,
135800,Participating Unit,No,No,DRACKR_2_SOLAR2,Dracker Solar Unit 2,125,SCE,"Blythe Solar II, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,10/28/2016,,125,A,,
120700,Participating Unit,No,No,DELSUR_6_DRYFRB,Dry Farm Ranch B,5,SCE,"FTS Master Tenant 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/21/2014,,5,A,,
137600,Participating Unit,No,No,ETIWND_2_SOLAR5,Dulles,2,SCE,"Golden Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/17/2016,,2,A,,
118000,Participating Unit,No,No,VICTOR_1_EXSLRA,Expressway Solar A,2,SCE,"FTS Master Tenant 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/7/2014,,2,A,,
118100,Participating Unit,No,No,VICTOR_1_EXSLRB,Expressway Solar B,2,SCE,"FTS Master Tenant 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/7/2014,,2,A,,
136300,Participating Unit,No,No,GARLND_2_GASLRA,Garland A,20,SCE,RE GARLAND A LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/23/2016,,20,A,,
137100,Participating Unit,No,No,GARLND_2_GASLR,Garland B,180,SCE,RE GARLAND LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,10/27/2016,,180,A,,
121500,Participating Unit,No,No,GARNET_1_SOLAR2,Garnet Solar Power Generation Station 1,4,SCE,"Garnet Solar Power Generation Station 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/23/2014,,4,A,,
133000,Participating Unit,No,No,LITLRK_6_SEPV01,Gestamp Solar 1,2,SCE,"SEPV1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/8/2012,,2,A,,
104100,Participating Unit,No,No,DELAMO_2_SOLRD,Golden Solar Building D,1.25,SCE,Golden Springs Development Company LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/2/2012,,1.4,A,,
103800,Participating Unit,No,No,DELAMO_2_SOLRC1,Golden Springs Building C1,1.16,SCE,Spartech Plastics,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,2/10/2012,,1.17,A,,
131100,Participating Unit,No,No,DELAMO_2_SOLAR1,Golden Springs Building H,1.5,SCE,Golden Springs Development Co. LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/22/2015,,1.5,A,,
131200,Participating Unit,No,No,DELAMO_2_SOLAR2,Golden Springs Building M,1.75,SCE,Golden Springs Development Co. LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/1/2015,,1.75,A,,
120000,Participating Unit,No,No,VICTOR_1_SLRHES,Hesperia,1.5,SCE,SunEdison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/8/2014,,1.5,A,,
104200,Participating Unit,No,No,WALNUT_2_SOLAR,Industry MetroLink PV1,1.5,SCE,City of Industry,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/3/2012,,1.75,A,,
114000,Participating Unit,No,No,CHINO_2_JURUPA,Jurupa,1.5,SCE,"California PV Energy, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/20/2013,,1.5,A,,
134800,Participating Unit,No,No,KNGBRD_2_SOLAR1,Kingbird Solar A,20,SCE,"Kingbird Solar A, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/30/2016,,20,A,,
134900,Participating Unit,No,No,KNGBRD_2_SOLAR2,Kingbird Solar B,20,SCE,"Kingbird Solar B, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/30/2016,,20,A,,
125300,Participating Unit,No,No,PADUA_2_SOLAR1,Kona Solar - Rancho DC #1,1.75,SCE,"Kona Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/2/2015,,,A,,
133700,Participating Unit,No,No,LNCSTR_6_CREST,Lanacaster Aggregate Solar Resources,5.5,SCE,Southern California Edison Company,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/9/2015,,5.5,A,,
122400,Participating Unit,No,No,LITLRK_6_SOLAR1,Little Rock C,5,SCE,"Lancaster Little Rock C, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/17/2015,,5,A,,
132300,Participating Unit,No,No,LITLRK_6_SOLAR4,Little Rock Pham Solar,3,SCE,"West Hills Construction, Inc.",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,3/22/2016,,3,A,,
120400,Participating Unit,No,No,VICTOR_1_LVSLR1,Lone Valley Solar Park 1,10,SCE,Lone Valley Solar Park I LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/19/2014,,10,A,,
120800,Participating Unit,No,No,VICTOR_1_LVSLR2,Lone Valley Solar Park 2,20,SCE,Lone Valley Solar Park II LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/22/2014,,20,A,,
138500,Participating Unit,No,No,TORTLA_1_SOLAR,Longboat Solar,20,SCE,"Longboat Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/16/2016,,20,A,,
126700,Participating Unit,No,No,BLKCRK_2_SOLAR1,McCoy Station,250,SCE,"McCoy Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/14/2016,,250,A,,
124000,Participating Unit,No,No,VALLEY_5_SOLAR1,Meridian,1.49,SCE,"Kona Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/13/2015,,1.49,A,,
115000,Participating Unit,No,No,MSOLAR_2_SOLAR1,Mesquite Solar 1,165,SCE,"Mesquite Solar 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/1/2014,,165,A,,
135600,Participating Unit,No,No,MOJAVW_2_SOLAR,Mojave West,20,SCE,"SEPV Mojave West, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/15/2016,,20,A,,
131300,Participating Unit,No,No,OASIS_6_SOLAR1,Morgan Lancaster I,1.5,SCE,WGL Energy Systems Inc,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/9/2015,,1.5,A,,
114200,Participating Unit,No,No,CHINO_2_SASOLR,Nautilus Solar Energy,1.5,SCE,SS San Antonio West LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/20/2013,,1.5,A,,
136500,Participating Unit,No,No,VESTAL_2_SOLAR1,NICOLIS,20,SCE,"Nicolis, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/15/2016,,20,A,,
104300,Participating Unit,No,No,BUCKWD_1_NPALM1,North Palm Springs 1,2.4,SCE,North palm Springs Investments,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/2/2012,,2.5,A,,
111800,Participating Unit,No,No,GARNET_1_SOLAR,North Palm Springs 4A,4,SCE,North Palm Springs Investments LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/2/2012,,4.12,A,,
131800,Participating Unit,No,No,OASIS_6_SOLAR2,Oasis Solar,20,SCE,NRG Solar Oasis LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/19/2016,,27.8,A,,
102100,Participating Unit,No,No,MIRLOM_2_ONTARO,Ontario RT Solar,5.5,SCE,Southern California Edison (SCE),SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/25/2011,,5.5,A,,
130800,Participating Unit,Yes,No,LITLRK_6_SOLAR2,Palmdale 18,2,SCE,"SEPV18, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/13/2016,,2,A,,
126300,Participating Unit,No,No,PMDLET_6_SOLAR1,Palmdale East,10,SCE,"SEPV Palmdale East, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,7/31/2015,,10,A,,
129700,Participating Unit,No,No,CENTER_2_SOLAR1,Pico Rivera,0.9,SCE,"SunEdison Utility Solutions, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/20/2015,,0.9,A,,
122300,Participating Unit,No,No,PMPJCK_1_SOLAR1,Pumpjack Solar 1,19.48,SCE,"Pumpjack Solar 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/27/2015,,20,A,,
129400,Participating Unit,No,No,LAMONT_1_SOLAR5,Redcrest Solar Farm,16.66,SCE,"67RK 8me, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,10/30/2015,,20.86,A,,
100800,Participating Unit,No,No,VISTA_2_RIALTO,Rialto Roof Top Solar Project,1,SCE,SCE,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,3/1/2011,,1,A,,
110700,Participating Unit,No,No,GLDTWN_6_SOLAR,Rio Grande,5,SCE,"RE Rio Grande, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/18/2013,,5,A,,
136700,Participating Unit,No,No,ETIWND_2_SOLAR2,Rochester,1,SCE,"Sestina Solar II, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/6/2016,,1,A,,
114500,Participating Unit,No,No,RSMSLR_6_SOLAR1,Rosamond One,20,SCE,"RE Rosamond One, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/20/2013,,20,A,,
114600,Participating Unit,No,No,RSMSLR_6_SOLAR2,Rosamond Two,20,SCE,"RE Rosamond Two, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/20/2013,,20,A,,
133500,Participating Unit,No,No,DEVERS_1_SEPV05,SEPV 5,2,SCE,"SEPV2, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/10/2012,,2,A,,
111100,Participating Unit,No,No,DEVERS_1_SOLAR2,SEPV9,9,SCE,"SEPV9, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/1/2013,,9,A,,
129800,Participating Unit,No,No,PLAINV_6_SOLAR3,Sierra Solar Greenworks LLC,20,SCE,Sierra Solar Greenworks LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/30/2015,,20,A,,
129500,Participating Unit,No,No,PRIMM_2_SOLAR1,Silver State South,250,SCE,"Silver State Solar Power South, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/23/2016,,250,A,,
117800,Participating Unit,No,No,SLSTR1_2_SOLAR1,Solar Star 1,310,SCE,"Solar Star California XIX, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/25/2015,,,A,,
117900,Participating Unit,No,No,SLSTR2_2_SOLAR2,Solar Star 2,276,SCE,"Solar Star California XX, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/19/2015,,276,A,,
138300,Participating Unit,No,No,BIGSKY_2_SOLAR6,Solverde 1,85,SCE,"Solverde 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/17/2016,,85,A,,
105800,Participating Unit,No,No,SBERDO_2_RTS005,SPVP005 Redlands RT Solar,2.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/24/2012,,2.5,A,,
105900,Participating Unit,No,No,SBERDO_2_RTS007,SPVP007 Redlands RT Solar,2.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/24/2012,,2.5,A,,
111700,Participating Unit,No,No,ETIWND_2_RTS010,SPVP010 Fontana RT Solar,1.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/8/2013,,1.5,A,,
133900,Participating Unit,No,No,SBERDO_2_RTS011,SPVP011,3.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/17/2013,,3.5,A,,
134000,Participating Unit,No,No,SBERDO_2_RTS013,SPVP013,3.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/11/2013,,3.5,A,,
112700,Participating Unit,No,No,ETIWND_2_RTS015,SPVP015 Fontana RT Solar,3,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/15/2013,,3,A,,
134100,Participating Unit,No,No,SBERDO_2_RTS016,SPVP016 Redlands RT Solar,1.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/2/2011,,1.5,A,,
133600,Participating Unit,No,No,ETIWND_2_RTS017,SPVP017,3.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/17/2013,,3.5,A,,
106000,Participating Unit,No,No,ETIWND_2_RTS018,SPVP018 Fontana RT Solar,1.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/24/2012,,1.5,A,,
102200,Participating Unit,No,No,SBERDO_2_REDLND,SPVP022 Redlands RT Solar,2,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,3/23/2011,,2.5,A,,
112800,Participating Unit,No,No,ETIWND_2_RTS023,SPVP023 Fontana RT Solar,2.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/16/2013,,2.5,A,,
132900,Participating Unit,No,No,ETIWND_2_RTS027,SPVP027,2,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/17/2013,,2,A,,
133200,Participating Unit,No,No,VISTA_2_RTS028,SPVP028,3.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/8/2013,,3.5,A,,
133800,Participating Unit,No,No,MIRLOM_2_RTS032,SPVP032,1.5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/17/2013,,1.5,A,,
133100,Participating Unit,No,No,MIRLOM_2_RTS033,SPVP033,1,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/5/2013,,1,A,,
106100,Participating Unit,No,No,VESTAL_2_RTS042,SPVP042 Porterville Solar,5,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/24/2012,,5,A,,
117500,Participating Unit,No,No,VALLEY_5_RTS044,SPVP044,8,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/30/2012,,8,A,,
123200,Participating Unit,No,No,SBERDO_2_RTS048,SPVP048,5,SCE,Southern California Edison Company,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/1/2013,,5,A,,
124800,Participating Unit,No,No,DELSUR_6_SOLAR1,Summer Solar North,6.5,SCE,"FTS Master Tenant 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/3/2015,,6.5,A,,
109100,Participating Unit,No,No,CORONS_2_SOLAR,SunEdison - Corona,0.99,SCE,SCE,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/24/2013,,1,A,,
126800,Participating Unit,No,No,RVSIDE_6_SOLAR1,Tequesquite Landfill Solar Project,7.5,SCE,"Solar Star California XXXI, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/9/2015,,7.5,A,,
123900,Participating Unit,No,No,CHINO_2_SOLAR2,Terra Francesca,1.49,SCE,"Kona Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,4/13/2015,,1.49,A,,
136600,Participating Unit,No,No,VESTAL_2_SOLAR2,TROPICO,14,SCE,"Tropico, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/14/2016,,14,A,,
125500,Participating Unit,No,No,VICTOR_1_VDRYFA,Victor Dry Farm Ranch A,5,SCE,Victor Dry Farm Ranch A LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/12/2015,,5,A,,
127100,Participating Unit,No,No,VICTOR_1_VDRYFB,Victor Dry Farm Ranch B,5,SCE,Victor Dry Farm Ranch B LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/12/2015,,5,A,,
116000,Participating Unit,No,No,VICTOR_1_SOLAR1,Victor Phelan Solar One,17.5,SCE,RE Victor Phelan Solar One LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/18/2013,,17.5,A,,
120500,Participating Unit,No,No,ACACIA_6_SOLAR,West Antelope Solar,20,SCE,"TA-ACACIA, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,PGE3,11/13/2014,,20,A,,
120200,Participating Unit,No,No,PLAINV_6_BSOLAR,Western Antelope Blue Sky Ranch A,20,SCE,Western Antelope Blue Sky Ranch A LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/7/2014,,20,A,,
137800,Participating Unit,No,No,BIGSKY_2_SOLAR4,Western Antelope Blue Sky Ranch B,20,SCE,Western Antelope Blue Sky Ranch B LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/3/2016,,20,A,,
137500,Participating Unit,No,No,PLAINV_6_DSOLAR,Western Antelope Dry Ranch,10,SCE,Western Antelope Dry Ranch LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/1/2016,,10,A,,
120900,Participating Unit,No,Yes,SANDLT_2_SUNITS,Mojave Solar,275,SCE,Mojave Solar Inc.,SUN,STEAM,SOLAR,NP15,SCE1,12/4/2014,,311.1,A,,
110600,Participating Unit,No,Yes,GENESI_2_STG,Genesis Station,250,SCE,"Genesis Solar, LLC",SUN,STEAM,SOLAR,SP15,SCE1,11/27/2013,,250,A,,
115200,Participating Unit,No,No,IVANPA_1_UNIT1,Ivanpah 1,123.2,SCE,"Solar Partners II, LLC",SUN,STEAM,SOLAR,SP15,SCE1,12/30/2013,,126,A,,
115100,Participating Unit,No,No,IVANPA_1_UNIT2,Ivanpah 2,133,SCE,"Solar Partners 1, LLC",SUN,STEAM,SOLAR,SP15,SCE1,12/30/2013,,133,A,,
115300,Participating Unit,No,No,IVANPA_1_UNIT3,Ivanpah 3,133,SCE,"Solar Partners VIII, LLC",SUN,STEAM,SOLAR,SP15,SCE1,12/30/2013,,133,A,,
54100,Participating Unit,Yes,Yes,KRAMER_1_SEGS37,LUZ SOLAR PARTNERS 3-7 AGGREGATE,175,SCE,VARIOUS,SUN,STEAM,SOLAR,SP15,SCE1,1/1/1986,,150,A,,
54200,Participating Unit,Yes,Yes,KRAMER_2_SEGS89,LUZ SOLAR PARTNERS 8-9 AGGREGATE,184,SCE,VARIOUS,SUN,STEAM,SOLAR,SP15,SCE1,1/1/1986,,160,A,,
84900,Participating Unit,No,No,RAMON_2_SCEDYN,IID Mirage Dynamic Schedule,414.4,SCE,Imperial Irrigation District DTBAOA,VARIOUS,VARIOUS,DYNAMIC SCHEDULED,SP15,IID,,,451.6,C,,
48400,Participating Unit,Yes,Yes,GOLETA_2_QF,GOLETA AREA LUMPED UNITS,0.4,SCE,VARIOUS,VARIOUS,VARIOUS,VARIOUS,SP15,SCE1,1/1/1986,,0.33,A,,
128600,Participating Unit,No,No,SCEHOV_2_HOOVER,Hoover Dam,525,SCE,WAPA-Desert Southwest Region,WATER,HYDRO,DYNAMIC SCHEDULED,SP15,SCE1,,Colorado River,357,C,,
1300,Participating Unit,No,No,ALAMO_6_UNIT,Alamo R (CDWR),17,SCE,CDWR,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1986,,18,A,,
2800,Participating Unit,No,No,BIGCRK_7_DAM7,Big Creek Dam 7 FWG,0.3,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1986,,0.3,A,,
2900,Participating Unit,No,Yes,BIGCRK_2_EXESWD,BIG CREEK HYDRO PROJECT PSP,820,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1913,,820,A,,
3100,Participating Unit,No,Yes,BISHOP_1_ALAMO,"BISHOP CREEK PLANTS 2, 5 & 6 (AGGREGATE)",13.4,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1908,,14.18,A,,
3200,Participating Unit,No,Yes,BISHOP_1_UNITS,BISHOP CREEK PLANTS 3 & 4 (AGGREGATE),15.8,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1905,,15.9,A,,
3500,Participating Unit,No,Yes,MONLTH_6_BOREL,BOREL HYDRO PLANT (AGGREGATE),11,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1904,,12,A,,
7700,Participating Unit,No,Yes,DVLCYN_1_UNITS,DEVIL CANYON (AGGREGATE),236.8,SCE,CDWR,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1972,,280,A,,
45800,Participating Unit,Yes,Yes,ETIWND_2_QF,ETIWANDA AREA LUMPED UNITS,37.22,SCE,VARIOUS,WATER,HYDRO,HYDRO,SP15,SCE1,9/1/1985,,37.22,A,,
11100,Participating Unit,No,No,ETIWND_6_MWDETI,ETIWANDA HYDRO RECOVERY PLANT,24,SCE,Metropolitan Water District,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1994,,23.9,A,,
11300,Participating Unit,No,Yes,ETIWND_2_FONTNA,FONTANA/LYTLE CREEK HYDRO (AGGREGATE),2.56,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1904,,3.45,A,,
58701,Participating Unit,No,Yes,SAUGUS_6_MWDFTH,FOOTHILL HYDROELECTRIC RECOVERY PLANT,9.1,SCE,The Metropolitan Water District of Southern California,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1981,,9.1,A,,
17700,Participating Unit,No,Yes,RECTOR_2_KAWEAH,KAWEAH HYDRO PROJECT (AGGREGATE),6.55,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1913,,6.6,A,,
17800,Participating Unit,No,No,RECTOR_2_KAWH 1,Kaweah PH 1 Unit 1,2.25,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1929,,2.25,A,,
18800,Participating Unit,No,Yes,KERRGN_1_UNIT 1,KERN RIVER PH 1 (AGGREGATE),25.6,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1907,,25.6,A,,
