,wkt_geom,name,Number,Substation Longitude,Substation Latitude,geometry,index_right,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,YEAR,PEAK_MONTH,AVAIL_CAP,PLAN_OUT,UNPLAN_OUT,OTHER_OUT,TOTAL_CAP,PEAK_LOAD,MIN_LOAD,SHAPE_Leng,SHAPE_Area,State
999,PointZ (-98.16375999999999635 32.59140410869829907 0),SANTO 0,5435,-98.16376,32.59140411,POINT (173026.1365196787 -1375223.247353997),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1000,PointZ (-96.78389599999999859 32.91945959113080278 0),DALLAS 18 0,5436,-96.783896,32.91945959,POINT (301782.8242388666 -1335133.718300321),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1001,PointZ (-97.06470699999999852 31.68742945567289837 0),ELM MOTT 0,5437,-97.064707,31.68742946,POINT (279551.8980276165 -1472193.075890001),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1002,PointZ (-97.35098499999999433 32.77686254632399709 0),FORT WORTH 17 0,5438,-97.350985,32.77686255,POINT (249026.0062869676 -1352720.960807527),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1003,PointZ (-96.78134400000000426 32.36794418054569888 0),WAXAHACHIE 1 0,5439,-96.781344,32.36794418,POINT (304049.1656659406 -1396070.733424567),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1004,PointZ (-97.07663900000000012 32.71920953234599949 0),ARLINGTON 3 0,5440,-97.076639,32.71920953,POINT (274997.5391824853 -1358253.585428914),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1005,PointZ (-97.37593800000000499 32.64806821533189662 0),FORT WORTH 20 0,5441,-97.375938,32.64806822,POINT (247067.5265034172 -1367028.579376818),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1006,PointZ (-97.2693569999999994 32.74425443894229915 0),FORT WORTH 7 0,5442,-97.269357,32.74425444,POINT (256798.3460284855 -1356084.018383648),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1007,PointZ (-97.31420099999999707 32.72384232927490189 0),FORT WORTH 11 0,5443,-97.314201,32.72384233,POINT (252645.48181704 -1358473.55305513),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1008,PointZ (-97.04937999999999931 32.42412267510160007 0),MIDLOTHIAN 1 0,5444,-97.04938,32.42412268,POINT (278553.5503110962 -1390774.462742326),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1009,PointZ (-97.04506000000000654 32.42533817196270007 0),MIDLOTHIAN 1 1,5445,-97.04506,32.42533817,POINT (278957.0964992625 -1390626.116913585),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1010,PointZ (-97.18633900000000381 31.44428746212309989 0),HEWITT 0,5446,-97.186339,31.44428746,POINT (268739.9323833283 -1499423.151378148),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1011,PointZ (-97.21387599999999907 32.63479849576219749 0),ARLINGTON 11 0,5447,-97.213876,32.6347985,POINT (262362.2224497855 -1368013.190423669),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1012,PointZ (-97.02037199999999473 32.66071002352099839 0),GRAND PRAIRIE 3 0,5448,-97.020372,32.66071002,POINT (280487.1198306775 -1364536.337856262),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1013,PointZ (-97.01605200000000195 32.66071002352099839 0),GRAND PRAIRIE 3 1,5449,-97.016052,32.66071002,POINT (280893.5812754178 -1364522.179085012),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1014,PointZ (-96.56264699999999834 33.2815066237381032 0),MELISSA 0,5450,-96.562647,33.28150662,POINT (321098.4035990236 -1294303.273031209),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1015,PointZ (-97.95742400000000316 31.20826897481509832 0),COPPERAS COVE 0,5451,-97.957424,31.20826897,POINT (195649.8728314413 -1527552.964402517),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1016,PointZ (-97.94662399999999991 31.20980848058029977 0),COPPERAS COVE 1,5452,-97.946624,31.20980848,POINT (196680.5998728322 -1527358.474350327),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1017,PointZ (-97.32393999999999323 32.38772414535799982 0),CLEBURNE 1 0,5453,-97.32394,32.38772415,POINT (252755.3071918365 -1395646.846376846),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1018,PointZ (-96.07527399999999318 33.05638570614249971 0),GREENVILLE 2 0,5454,-96.075274,33.05638571,POINT (367607.0458652162 -1317225.08417577),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1019,PointZ (-97.66095300000000634 33.36341332155119943 0),ALVORD 0,5455,-97.660953,33.36341332,POINT (218318.3466290576 -1288715.137073797),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1020,PointZ (-98.9761400000000009 32.10780532897059913 0),GORMAN 0,5456,-98.97614,32.10780533,POINT (97045.6135683071 -1429945.187173615),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1021,PointZ (-97.14604099999999676 32.88755482570930155 0),COLLEYVILLE 0,5457,-97.146041,32.88755483,POINT (267921.8543509961 -1339866.309554689),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1022,PointZ (-97.3680090000000007 30.87660184318760059 0),HOLLAND 0,5458,-97.368009,30.87660184,POINT (253058.0802943637 -1562620.460687546),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1023,PointZ (-97.35720899999999745 30.87351201057780159 0),HOLLAND 1,5459,-97.357209,30.87351201,POINT (254105.1161683268 -1562929.635723137),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1024,PointZ (-97.3680090000000007 30.87042206716559889 0),HOLLAND 2,5460,-97.368009,30.87042207,POINT (253076.093172938 -1563302.24269128),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1025,PointZ (-97.36462600000000123 31.1286405612413013 0),TEMPLE 3 0,5461,-97.364626,31.12864056,POINT (252645.9548562173 -1534800.613906593),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1026,PointZ (-96.83734800000000575 32.65661882931129867 0),DALLAS 34 0,5462,-96.837348,32.65661883,POINT (297721.5325411775 -1364370.620362998),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1027,PointZ (-96.96331499999999437 32.82227673878829677 0),IRVING 4 0,5463,-96.963315,32.82227674,POINT (285294.2715852902 -1346491.12468997),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1028,PointZ (-96.85202700000000675 33.14151315744099691 0),FRISCO 2 0,5464,-96.852027,33.14151316,POINT (294589.9053339917 -1310824.085937476),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1029,PointZ (-96.84770699999999977 33.14151315744099691 0),FRISCO 2 1,5465,-96.847707,33.14151316,POINT (294993.9497364408 -1310809.182175621),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1030,PointZ (-97.74067200000000355 31.48179948700019892 0),GATESVILLE 3 0,5466,-97.740672,31.48179949,POINT (215716.0172038409 -1496841.011753988),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1031,PointZ (-96.79578999999999667 32.78289954149710184 0),DALLAS 25 0,5467,-96.79579,32.78289954,POINT (301168.8028122205 -1350269.321234614),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1032,PointZ (-96.86828900000000431 32.69967187413109855 0),DALLAS 37 0,5468,-96.868289,32.69967187,POINT (294656.3976413192 -1359719.763134354),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1033,PointZ (-97.35989499999999452 32.70379223988670248 0),FORT WORTH 19 0,5469,-97.359895,32.70379224,POINT (248409.378869903 -1360823.32973526),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1034,PointZ (-97.25144199999999728 31.517389083274999 0),WOODWAY 0,5470,-97.251442,31.51738908,POINT (262299.4940287451 -1491554.053633991),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1035,PointZ (-98.40916799999999398 32.44325633687309818 0),MINGUS 0,5471,-98.409168,32.44325634,POINT (150173.7655673629 -1392059.823758074),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1036,PointZ (-99.25603399999999965 33.17867321652580159 0),THROCKMORTON 0,5472,-99.256034,33.17867322,POINT (69607.33883249742 -1311837.716895583),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1037,PointZ (-97.64614100000000008 32.25404488962900018 0),NEMO 0,5473,-97.646141,32.25404489,POINT (222690.6003283754 -1411309.90485235),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1038,PointZ (-97.07640999999999565 31.87255683524620054 0),ABBOTT 0,5474,-97.07641,31.87255684,POINT (277828.8852422055 -1451788.892908361),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
1039,PointZ (-97.19276700000000346 32.41129703573160015 0),ALVARADO 0,5475,-97.192767,32.41129704,POINT (265064.1209634684 -1392646.146983615),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
