BusNum,BusName,AreaName,ZoneName,ID,Status,MW,Mvar,MVA,SMW,SMvar,DistStatus,DistMWInput,DistMvarInput
5159,ROSEBUD 0,North Central,Waco,1,Closed,7.72,2.19,8.02,7.72,2.19,Closed,0,0
5159,ROSEBUD 0,North Central,Waco,2,Closed,6.83,1.93,7.1,6.83,1.93,Closed,0,0
5160,DENTON 2 0,North Central,Fort Worth,1,Closed,59.35,16.81,61.68,59.35,16.81,Closed,0,0
5161,DALLAS 4 0,North Central,Dallas,1,Closed,199.65,56.57,207.51,199.65,56.57,Closed,0,0
5162,AXTELL 0,North Central,Corsicana,1,Closed,6.69,1.9,6.96,6.69,1.9,Closed,0,0
5163,NOLANVILLE 0,North Central,Waco,1,Closed,15.15,4.29,15.75,15.15,4.29,Closed,0,0
5165,DENTON 1 1,North Central,Fort Worth,1,Closed,55.53,15.73,57.72,55.53,15.73,Closed,0,0
5168,DALLAS 39 0,North Central,Dallas,1,Closed,125.67,35.61,130.62,125.67,35.61,Closed,0,0
5171,MERTENS 0,North Central,Corsicana,1,Closed,1.06,0.3,1.11,1.06,0.3,Closed,0,0
5172,WEATHERFORD 1 0,North Central,Jacksboro,1,Closed,74.24,21.03,77.16,74.24,21.03,Closed,0,0
5173,PLANO 3 0,North Central,Dallas,1,Closed,136.36,38.63,141.72,136.36,38.63,Closed,0,0
5174,MALONE 0,North Central,Corsicana,1,Closed,2.76,0.78,2.87,2.76,0.78,Closed,0,0
5174,MALONE 0,North Central,Corsicana,2,Closed,1.57,0.44,1.63,1.57,0.44,Closed,0,0
5175,DENTON 3 0,North Central,Fort Worth,1,Closed,118.67,33.62,123.34,118.67,33.62,Closed,0,0
5176,GRAFORD 0,North Central,Jacksboro,1,Closed,7.3,2.07,7.59,7.3,2.07,Closed,0,0
5177,ARLINGTON 8 0,North Central,Fort Worth,1,Closed,91.38,25.89,94.98,91.38,25.89,Closed,0,0
5178,ROCKWALL 1 0,North Central,Dallas,1,Closed,83.96,23.79,87.26,83.96,23.79,Closed,0,0
5180,CORSICANA 2 1,North Central,Corsicana,2,Closed,84.4,23.91,87.72,84.4,23.91,Closed,0,0
5180,CORSICANA 2 1,North Central,Corsicana,1,Closed,3.97,1.12,4.12,3.97,1.12,Closed,0,0
5181,GARLAND 2 0,North Central,Dallas,1,Closed,178.22,50.5,185.23,178.22,50.5,Closed,0,0
5182,GATESVILLE 2 0,North Central,Waco,1,Closed,3.82,1.08,3.97,3.82,1.08,Closed,0,0
5183,CARROLLTON 3 0,North Central,Dallas,1,Closed,139.09,39.41,144.57,139.09,39.41,Closed,0,0
5184,FORT WORTH 26 0,North Central,Fort Worth,2,Closed,74.22,21.03,77.14,74.22,21.03,Closed,0,0
5184,FORT WORTH 26 0,North Central,Fort Worth,1,Closed,6.01,1.7,6.25,6.01,1.7,Closed,0,0
5185,RHOME 0,North Central,Fort Worth,1,Closed,25.72,7.29,26.73,25.72,7.29,Closed,0,0
5186,VENUS 0,North Central,Fort Worth,1,Closed,24.98,7.08,25.96,24.98,7.08,Closed,0,0
5187,OLNEY 2 0,North Central,Jacksboro,1,Closed,15.41,4.37,16.01,15.41,4.37,Closed,0,0
5188,CARROLLTON 1 0,North Central,Dallas,1,Closed,64.82,18.37,67.37,64.82,18.37,Closed,0,0
5189,DALLAS 20 0,North Central,Dallas,1,Closed,78.84,22.34,81.94,78.84,22.34,Closed,0,0
5190,GORDON 0,North Central,Jacksboro,1,Closed,3.38,0.96,3.51,3.38,0.96,Closed,0,0
5191,MERIDIAN 0,North Central,Glen Rose,1,Closed,7.58,2.15,7.88,7.58,2.15,Closed,0,0
5193,KILLEEN 4 1,North Central,Waco,2,Closed,133.47,37.82,138.72,133.47,37.82,Closed,0,0
5193,KILLEEN 4 1,North Central,Waco,1,Closed,1.3,0.37,1.35,1.3,0.37,Closed,0,0
5194,DUNCANVILLE 1 0,North Central,Fort Worth,1,Closed,59.01,16.72,61.33,59.01,16.72,Closed,0,0
5195,ARGYLE 0,North Central,Fort Worth,1,Closed,55.26,15.66,57.43,55.26,15.66,Closed,0,0
5199,FORT WORTH 12 0,North Central,Fort Worth,1,Closed,24.33,6.89,25.29,24.33,6.89,Closed,0,0
5200,MINERAL WELLS 0,North Central,Jacksboro,1,Closed,66.35,18.8,68.96,66.35,18.8,Closed,0,0
5201,COOLIDGE 0,North Central,Corsicana,1,Closed,4.81,1.36,5,4.81,1.36,Closed,0,0
5202,RICE 0,North Central,Corsicana,1,Closed,8.64,2.45,8.98,8.64,2.45,Closed,0,0
5203,DALLAS 35 0,North Central,Dallas,1,Closed,147.01,41.65,152.8,147.01,41.65,Closed,0,0
5209,WALNUT SPRINGS 0,North Central,Glen Rose,1,Closed,3.59,1.02,3.73,3.59,1.02,Closed,0,0
5210,BEDFORD 2 0,North Central,Fort Worth,1,Closed,39.64,11.23,41.2,39.64,11.23,Closed,0,0
5211,HUBBARD 0,North Central,Corsicana,1,Closed,6.91,1.96,7.18,6.91,1.96,Closed,0,0
5212,FERRIS 0,North Central,Corsicana,1,Closed,33.89,9.6,35.23,33.89,9.6,Closed,0,0
5213,GARLAND 4 0,North Central,Dallas,1,Closed,92.1,26.09,95.73,92.1,26.09,Closed,0,0
5214,DALLAS 32 0,North Central,Dallas,1,Closed,102.1,28.93,106.12,102.1,28.93,Closed,0,0
5215,PILOT POINT 0,North Central,Dallas,1,Closed,19.98,5.66,20.76,19.98,5.66,Closed,0,0
5216,FORT WORTH 6 0,North Central,Fort Worth,1,Closed,66.58,18.86,69.2,66.58,18.86,Closed,0,0
5217,NORTH RICHLAND HILLS 2 0,North Central,Fort Worth,1,Closed,100.33,28.43,104.28,100.33,28.43,Closed,0,0
5218,JUSTIN 0,North Central,Fort Worth,1,Closed,39.29,11.13,40.84,39.29,11.13,Closed,0,0
5219,SCURRY 0,North Central,Corsicana,1,Closed,13.35,3.78,13.87,13.35,3.78,Closed,0,0
5220,SANGER 0,North Central,Fort Worth,1,Closed,40.49,11.47,42.08,40.49,11.47,Closed,0,0
5221,KILLEEN 1 0,North Central,Waco,1,Closed,91.29,25.87,94.88,91.29,25.87,Closed,0,0
5222,MABANK 1 0,North Central,Corsicana,1,Closed,19.81,5.61,20.59,19.81,5.61,Closed,0,0
5222,MABANK 1 0,North Central,Corsicana,2,Closed,13.34,3.78,13.86,13.34,3.78,Closed,0,0
5223,MEXIA 0,North Central,Corsicana,1,Closed,34.79,9.86,36.16,34.79,9.86,Closed,0,0
5224,CARROLLTON 2 0,North Central,Dallas,1,Closed,154.87,43.88,160.97,154.87,43.88,Closed,0,0
5225,NEVADA 0,North Central,Dallas,1,Closed,13.06,3.7,13.57,13.06,3.7,Closed,0,0
5226,ZEPHYR 0,North Central,Central Texas,1,Closed,5.49,1.56,5.71,5.49,1.56,Closed,0,0
5227,TERRELL 2 0,North Central,Dallas,1,Closed,70.88,20.08,73.67,70.88,20.08,Closed,0,0
5228,DALLAS 14 0,North Central,Dallas,1,Closed,81.2,23.01,84.39,81.2,23.01,Closed,0,0
5229,DALLAS 13 0,North Central,Dallas,1,Closed,43.94,12.45,45.67,43.94,12.45,Closed,0,0
5230,DALLAS 28 0,North Central,Dallas,1,Closed,66.37,18.81,68.98,66.37,18.81,Closed,0,0
5231,HAMILTON 0,North Central,Glen Rose,1,Closed,14.93,4.23,15.52,14.93,4.23,Closed,0,0
5232,ARLINGTON 7 0,North Central,Fort Worth,1,Closed,49.97,14.16,51.94,49.97,14.16,Closed,0,0
5233,EULESS 1 0,North Central,Fort Worth,1,Closed,98.77,27.99,102.66,98.77,27.99,Closed,0,0
5234,FRISCO 1 0,North Central,Dallas,1,Closed,142.66,40.42,148.27,142.66,40.42,Closed,0,0
5235,SALADO 0,North Central,Waco,1,Closed,20.37,5.77,21.17,20.37,5.77,Closed,0,0
5244,FORT WORTH 22 0,North Central,Fort Worth,1,Closed,65.13,18.45,67.69,65.13,18.45,Closed,0,0
5245,GRAPEVINE 0,North Central,Fort Worth,1,Closed,138.96,39.37,144.43,138.96,39.37,Closed,0,0
5246,GLEN ROSE 2 0,North Central,Glen Rose,1,Closed,21.21,6.01,22.05,21.21,6.01,Closed,0,0
5247,KOPPERL 0,North Central,Glen Rose,1,Closed,3.26,0.92,3.39,3.26,0.92,Closed,0,0
5248,BEDFORD 1 0,North Central,Fort Worth,1,Closed,101.02,28.62,105,101.02,28.62,Closed,0,0
5249,FORT WORTH 29 0,North Central,Fort Worth,1,Closed,114.68,32.49,119.2,114.68,32.49,Closed,0,0
5250,DALLAS 5 0,North Central,Dallas,1,Closed,165.09,46.77,171.59,165.09,46.77,Closed,0,0
5251,GRAND PRAIRIE 2 0,North Central,Fort Worth,1,Closed,123.12,34.88,127.97,123.12,34.88,Closed,0,0
5252,DALLAS 22 0,North Central,Dallas,1,Closed,80.8,22.89,83.98,80.8,22.89,Closed,0,0
5253,FLOWER MOUND 1 0,North Central,Fort Worth,1,Closed,126.68,35.89,131.66,126.68,35.89,Closed,0,0
5254,ROANOKE 0,North Central,Fort Worth,1,Closed,82.94,23.5,86.21,82.94,23.5,Closed,0,0
5255,MILLSAP 0,North Central,Jacksboro,1,Closed,9.43,2.67,9.8,9.43,2.67,Closed,0,0
5256,FORRESTON 0,North Central,Corsicana,1,Closed,1.3,0.37,1.35,1.3,0.37,Closed,0,0
5257,ITALY 0,North Central,Corsicana,1,Closed,9.9,2.8,10.29,9.9,2.8,Closed,0,0
5258,FORNEY 0,North Central,Dallas,1,Closed,100.19,28.39,104.13,100.19,28.39,Closed,0,0
5259,LAVON 0,North Central,Dallas,1,Closed,9.21,2.61,9.57,9.21,2.61,Closed,0,0
5264,DE LEON 0,North Central,Central Texas,1,Closed,12.13,3.44,12.6,12.13,3.44,Closed,0,0
5265,KELLER 1 0,North Central,Fort Worth,1,Closed,103.94,29.45,108.03,103.94,29.45,Closed,0,0
5266,CEDAR HILL 0,North Central,Fort Worth,1,Closed,136.12,38.57,141.48,136.12,38.57,Closed,0,0
5267,MC GREGOR 0,North Central,Waco,2,Closed,27.92,7.91,29.02,27.92,7.91,Closed,0,0
5267,MC GREGOR 0,North Central,Waco,3,Closed,8.51,2.41,8.85,8.51,2.41,Closed,0,0
5267,MC GREGOR 0,North Central,Waco,1,Closed,2.89,0.82,3,2.89,0.82,Closed,0,0
5268,COMMERCE 0,North Central,Dallas,1,Closed,32.23,9.13,33.5,32.23,9.13,Closed,0,0
5269,MIDLOTHIAN 2 0,North Central,Fort Worth,1,Closed,86.96,24.64,90.38,86.96,24.64,Closed,0,0
5270,WEST 0,North Central,Waco,2,Closed,19.36,5.49,20.12,19.36,5.49,Closed,0,0
5270,WEST 0,North Central,Waco,1,Closed,3.04,0.86,3.16,3.04,0.86,Closed,0,0
5271,BARTLETT 0,North Central,Waco,1,Closed,10.01,2.83,10.4,10.01,2.83,Closed,0,0
5272,DALLAS 16 0,North Central,Dallas,2,Closed,10.52,2.98,10.93,10.52,2.98,Closed,0,0
5272,DALLAS 16 0,North Central,Dallas,1,Closed,8.31,2.35,8.64,8.31,2.35,Closed,0,0
5273,COPPELL 0,North Central,Fort Worth,1,Closed,116,32.87,120.56,116,32.87,Closed,0,0
5274,WILMER 0,North Central,Dallas,1,Closed,11.87,3.36,12.34,11.87,3.36,Closed,0,0
5275,DAWSON 0,North Central,Corsicana,1,Closed,4.75,1.35,4.94,4.75,1.35,Closed,0,0
5276,MART 0,North Central,Corsicana,1,Closed,10.54,2.99,10.96,10.54,2.99,Closed,0,0
5277,LITTLE ELM 0,North Central,Dallas,1,Closed,104.8,29.69,108.93,104.8,29.69,Closed,0,0
5278,TEMPLE 2 0,North Central,Waco,1,Closed,50.69,14.36,52.69,50.69,14.36,Closed,0,0
5280,TEMPLE 1 1,North Central,Waco,2,Closed,94.63,26.81,98.36,94.63,26.81,Closed,0,0
5280,TEMPLE 1 1,North Central,Waco,1,Closed,0,0,0,0,0,Closed,0,0
5284,QUINLAN 0,North Central,Dallas,1,Closed,44.65,12.65,46.4,44.65,12.65,Closed,0,0
5285,CHICO 0,North Central,Jacksboro,1,Closed,10.15,2.88,10.55,10.15,2.88,Closed,0,0
5286,DUBLIN 2 0,North Central,Glen Rose,1,Closed,27,7.65,28.06,27,7.65,Closed,0,0
5286,DUBLIN 2 0,North Central,Glen Rose,2,Closed,2.54,0.72,2.64,2.54,0.72,Closed,0,0
5286,DUBLIN 2 0,North Central,Glen Rose,3,Closed,0.64,0.18,0.66,0.64,0.18,Closed,0,0
5287,ARLINGTON 2 0,North Central,Fort Worth,2,Closed,90.81,25.73,94.38,90.81,25.73,Closed,0,0
5287,ARLINGTON 2 0,North Central,Fort Worth,3,Closed,80.81,22.9,84,80.81,22.9,Closed,0,0
5287,ARLINGTON 2 0,North Central,Fort Worth,1,Closed,15.16,4.3,15.76,15.16,4.3,Closed,0,0
5288,WOLFE CITY 0,North Central,Dallas,1,Closed,13.61,3.86,14.15,13.61,3.86,Closed,0,0
5289,DALLAS 26 0,North Central,Dallas,1,Closed,69.76,19.77,72.51,69.76,19.77,Closed,0,0
5290,WHITNEY 0,North Central,Glen Rose,1,Closed,30.34,8.6,31.54,30.34,8.6,Closed,0,0
5291,FORT WORTH 25 0,North Central,Fort Worth,1,Closed,144.17,40.85,149.85,144.17,40.85,Closed,0,0
5292,FORT WORTH 27 0,North Central,Fort Worth,1,Closed,62.05,17.58,64.49,62.05,17.58,Closed,0,0
5293,JOSHUA 0,North Central,Glen Rose,1,Closed,62.97,17.84,65.45,62.97,17.84,Closed,0,0
5294,DALLAS 12 0,North Central,Dallas,1,Closed,111.16,31.49,115.53,111.16,31.49,Closed,0,0
5296,MCKINNEY 1 1,North Central,Dallas,1,Closed,102.32,28.99,106.35,102.32,28.99,Closed,0,0
5305,ALLEN 1 1,North Central,Dallas,1,Closed,189.42,53.67,196.88,189.42,53.67,Closed,0,0
5306,ALEDO 2 0,North Central,Fort Worth,1,Closed,40.81,11.56,42.41,40.81,11.56,Closed,0,0
5307,THE COLONY 0,North Central,Dallas,1,Closed,143.56,40.67,149.21,143.56,40.67,Closed,0,0
5308,SUNNYVALE 0,North Central,Dallas,1,Closed,15.35,4.35,15.96,15.35,4.35,Closed,0,0
5309,DALLAS 10 0,North Central,Dallas,1,Closed,98.85,28.01,102.74,98.85,28.01,Closed,0,0
5310,FORT WORTH 4 0,North Central,Fort Worth,1,Closed,69.99,19.83,72.75,69.99,19.83,Closed,0,0
5311,DALLAS 30 0,North Central,Dallas,1,Closed,40.96,11.61,42.57,40.96,11.61,Closed,0,0
5312,AZLE 0,North Central,Fort Worth,1,Closed,81.81,23.18,85.03,81.81,23.18,Closed,0,0
5313,HUTCHINS 0,North Central,Dallas,1,Closed,16.12,4.57,16.76,16.12,4.57,Closed,0,0
5314,VALLEY MILLS 0,North Central,Waco,1,Closed,11.99,3.4,12.46,11.99,3.4,Closed,0,0
5315,DENTON 6 0,North Central,Fort Worth,1,Closed,31.74,8.99,32.99,31.74,8.99,Closed,0,0
5316,MESQUITE 3 0,North Central,Dallas,1,Closed,176.19,49.92,183.13,176.19,49.92,Closed,0,0
5323,DALLAS 2 1,North Central,Fort Worth,1,Closed,219.44,62.17,228.08,219.44,62.17,Closed,0,0
5327,MOUNT CALM 0,North Central,Corsicana,1,Closed,4.01,1.14,4.17,4.01,1.14,Closed,0,0
5328,RIESEL 2 0,North Central,Waco,3,Closed,7.98,2.26,8.29,7.98,2.26,Closed,0,0
5328,RIESEL 2 0,North Central,Waco,2,Closed,5.33,1.51,5.54,5.33,1.51,Closed,0,0
5328,RIESEL 2 0,North Central,Waco,1,Closed,0.32,0.09,0.34,0.32,0.09,Closed,0,0
5329,DALLAS 17 0,North Central,Dallas,1,Closed,148.25,42,154.08,148.25,42,Closed,0,0
5330,ARLINGTON 4 0,North Central,Fort Worth,1,Closed,64.78,18.35,67.33,64.78,18.35,Closed,0,0
5331,CELINA 0,North Central,Dallas,1,Closed,26.36,7.47,27.39,26.36,7.47,Closed,0,0
5332,FORT WORTH 16 0,North Central,Fort Worth,1,Closed,85.12,24.12,88.47,85.12,24.12,Closed,0,0
5333,RED OAK 0,North Central,Corsicana,1,Closed,108.12,30.63,112.38,108.12,30.63,Closed,0,0
5334,CLYDE 0,North Central,Central Texas,1,Closed,23.95,6.78,24.89,23.95,6.78,Closed,0,0
5335,IRVING 2 0,North Central,Fort Worth,1,Closed,166.71,47.23,173.27,166.71,47.23,Closed,0,0
5336,ROWLETT 1 0,North Central,Dallas,1,Closed,74.14,21.01,77.05,74.14,21.01,Closed,0,0
5337,JACKSBORO 2 0,North Central,Jacksboro,1,Closed,18.78,5.32,19.52,18.78,5.32,Closed,0,0
5338,GRANBURY 3 0,North Central,Glen Rose,1,Closed,80.26,22.74,83.42,80.26,22.74,Closed,0,0
5339,SOUTHLAKE 0,North Central,Fort Worth,1,Closed,80.01,22.67,83.16,80.01,22.67,Closed,0,0
5340,DALLAS 29 0,North Central,Dallas,1,Closed,28.94,8.2,30.08,28.94,8.2,Closed,0,0
5340,DALLAS 29 0,North Central,Dallas,3,Closed,5,1.42,5.19,5,1.42,Closed,0,0
5340,DALLAS 29 0,North Central,Dallas,2,Closed,0,0,0,0,0,Closed,0,0
5341,LEWISVILLE 1 0,North Central,Fort Worth,1,Closed,38.7,10.97,40.22,38.7,10.97,Closed,0,0
5344,DALLAS 36 0,North Central,Dallas,1,Closed,94.71,26.84,98.44,94.71,26.84,Closed,0,0
5345,HILLSBORO 0,North Central,Corsicana,1,Closed,33.12,9.38,34.42,33.12,9.38,Closed,0,0
5346,FORT WORTH 15 0,North Central,Fort Worth,1,Closed,91.3,25.87,94.9,91.3,25.87,Closed,0,0
5347,CISCO 0,North Central,Central Texas,1,Closed,18.68,5.29,19.42,18.68,5.29,Closed,0,0
5348,ITASCA 0,North Central,Corsicana,1,Closed,9.25,2.62,9.62,9.25,2.62,Closed,0,0
5349,LANCASTER 2 0,North Central,Dallas,1,Closed,60.83,17.23,63.22,60.83,17.23,Closed,0,0
5351,GARLAND 1 1,North Central,Dallas,1,Closed,174.28,49.38,181.14,174.28,49.38,Closed,0,0
5352,DALLAS 9 0,North Central,Dallas,1,Closed,41.84,11.85,43.49,41.84,11.85,Closed,0,0
5353,DUNCANVILLE 2 0,North Central,Fort Worth,1,Closed,56.58,16.03,58.81,56.58,16.03,Closed,0,0
5354,MESQUITE 1 0,North Central,Dallas,1,Closed,77.72,22.02,80.78,77.72,22.02,Closed,0,0
5355,MAYPEARL 0,North Central,Corsicana,1,Closed,5.65,1.6,5.87,5.65,1.6,Closed,0,0
5356,GARLAND 3 0,North Central,Dallas,1,Closed,122.43,34.69,127.25,122.43,34.69,Closed,0,0
5357,ALLEN 2 0,North Central,Dallas,1,Closed,91.04,25.79,94.62,91.04,25.79,Closed,0,0
5362,BRIDGEPORT 1,North Central,Jacksboro,1,Closed,33.91,9.61,35.24,33.91,9.61,Closed,0,0
5370,LEWISVILLE 2 0,North Central,Fort Worth,1,Closed,105.99,30.03,110.16,105.99,30.03,Closed,0,0
5371,SEAGOVILLE 0,North Central,Dallas,1,Closed,69,19.55,71.71,69,19.55,Closed,0,0
5372,DALLAS 31 0,North Central,Dallas,1,Closed,39.8,11.28,41.36,39.8,11.28,Closed,0,0
5373,HALTOM CITY 0,North Central,Fort Worth,1,Closed,91.94,26.05,95.55,91.94,26.05,Closed,0,0
5373,HALTOM CITY 0,North Central,Fort Worth,2,Closed,65.06,18.43,67.62,65.06,18.43,Closed,0,0
5374,BALCH SPRINGS 0,North Central,Dallas,1,Closed,69.09,19.58,71.81,69.09,19.58,Closed,0,0
5375,FORT WORTH 13 0,North Central,Fort Worth,1,Closed,62.09,17.59,64.53,62.09,17.59,Closed,0,0
5376,DALLAS 43 0,North Central,Fort Worth,1,Closed,47.85,13.56,49.73,47.85,13.56,Closed,0,0
5377,KILLEEN 2 0,North Central,Waco,1,Closed,57.62,16.33,59.89,57.62,16.33,Closed,0,0
5378,WACO 5 0,North Central,Waco,1,Closed,68.06,19.28,70.74,68.06,19.28,Closed,0,0
5379,FORT WORTH 9 0,North Central,Fort Worth,1,Closed,164.73,46.67,171.22,164.73,46.67,Closed,0,0
5381,ENNIS 1,North Central,Corsicana,1,Closed,79.8,22.61,82.94,79.8,22.61,Closed,0,0
5385,DALLAS 3 1,North Central,Dallas,1,Closed,240.97,68.28,250.46,240.97,68.28,Closed,0,0
5386,RICHARDSON 1 0,North Central,Dallas,1,Closed,63.55,18,66.05,63.55,18,Closed,0,0
5387,FORT WORTH 21 0,North Central,Fort Worth,1,Closed,77.75,22.03,80.81,77.75,22.03,Closed,0,0
5389,WACO 2 1,North Central,Waco,1,Closed,87.47,24.78,90.91,87.47,24.78,Closed,0,0
5392,ROGERS 2,North Central,Waco,1,Closed,7.49,2.12,7.79,7.49,2.12,Closed,0,0
5393,CHINA SPRING 0,North Central,Waco,1,Closed,14.92,4.23,15.51,14.92,4.23,Closed,0,0
5400,MCKINNEY 2 0,North Central,Dallas,1,Closed,108.27,30.68,112.53,108.27,30.68,Closed,0,0
5402,GRANBURY 2 1,North Central,Glen Rose,1,Closed,65.97,18.69,68.56,65.97,18.69,Closed,0,0
5407,CLIFTON 2 0,North Central,Glen Rose,1,Closed,21.28,6.03,22.12,21.28,6.03,Closed,0,0
5408,FARMERSVILLE 0,North Central,Dallas,1,Closed,26.57,7.53,27.62,26.57,7.53,Closed,0,0
5409,ARLINGTON 10 0,North Central,Fort Worth,1,Closed,92.56,26.22,96.2,92.56,26.22,Closed,0,0
5411,KILLEEN 3 1,North Central,Waco,1,Closed,120.07,34.02,124.8,120.07,34.02,Closed,0,0
5412,WYLIE 0,North Central,Dallas,1,Closed,144.59,40.97,150.28,144.59,40.97,Closed,0,0
5420,FORT WORTH 10 0,North Central,Fort Worth,1,Closed,14.67,4.16,15.25,14.67,4.16,Closed,0,0
5421,JOSEPHINE 0,North Central,Dallas,1,Closed,2.01,0.57,2.09,2.01,0.57,Closed,0,0
5422,LEWSIVILLE 0,North Central,Fort Worth,1,Closed,182.95,51.83,190.15,182.95,51.83,Closed,0,0
5425,DALLAS 40 0,North Central,Dallas,3,Closed,51.53,14.6,53.56,51.53,14.6,Closed,0,0
5425,DALLAS 40 0,North Central,Dallas,1,Closed,1.4,0.4,1.46,1.4,0.4,Closed,0,0
5425,DALLAS 40 0,North Central,Dallas,2,Closed,0,0,0,0,0,Closed,0,0
5426,KEMP 0,North Central,Corsicana,1,Closed,43.86,12.43,45.58,43.86,12.43,Closed,0,0
5427,WAXAHACHIE 2 0,North Central,Corsicana,1,Closed,25.31,7.17,26.3,25.31,7.17,Closed,0,0
5428,HURST 0,North Central,Fort Worth,1,Closed,85.26,24.16,88.62,85.26,24.16,Closed,0,0
5429,FORT WORTH 18 0,North Central,Fort Worth,1,Closed,106.17,30.08,110.35,106.17,30.08,Closed,0,0
5430,WEATHERFORD 2 0,North Central,Jacksboro,1,Closed,60.59,17.17,62.97,60.59,17.17,Closed,0,0
5431,ROCKWALL 2 0,North Central,Dallas,1,Closed,84.43,23.92,87.76,84.43,23.92,Closed,0,0
5432,WEATHERFORD 3 0,North Central,Jacksboro,1,Closed,34.5,9.77,35.85,34.5,9.77,Closed,0,0
5432,WEATHERFORD 3 0,North Central,Jacksboro,2,Closed,7.52,2.13,7.82,7.52,2.13,Closed,0,0
5433,FORT WORTH 3 0,North Central,Fort Worth,1,Closed,116.98,33.14,121.58,116.98,33.14,Closed,0,0
5434,NEWARK 0,North Central,Fort Worth,1,Closed,9.96,2.82,10.35,9.96,2.82,Closed,0,0
5435,SANTO 0,North Central,Jacksboro,1,Closed,4.5,1.27,4.67,4.5,1.27,Closed,0,0
5436,DALLAS 18 0,North Central,Dallas,1,Closed,72.89,20.65,75.76,72.89,20.65,Closed,0,0
5437,ELM MOTT 0,North Central,Waco,1,Closed,9.01,2.55,9.37,9.01,2.55,Closed,0,0
5438,FORT WORTH 17 0,North Central,Fort Worth,1,Closed,50.24,14.24,52.22,50.24,14.24,Closed,0,0
5439,WAXAHACHIE 1 0,North Central,Corsicana,1,Closed,113.9,32.27,118.38,113.9,32.27,Closed,0,0
5440,ARLINGTON 3 0,North Central,Fort Worth,1,Closed,167.12,47.35,173.7,167.12,47.35,Closed,0,0
5441,FORT WORTH 20 0,North Central,Fort Worth,1,Closed,145.18,41.13,150.9,145.18,41.13,Closed,0,0
5442,FORT WORTH 7 0,North Central,Fort Worth,1,Closed,43.72,12.39,45.44,43.72,12.39,Closed,0,0
5443,FORT WORTH 11 0,North Central,Fort Worth,1,Closed,52.34,14.83,54.4,52.34,14.83,Closed,0,0
5446,HEWITT 0,North Central,Waco,1,Closed,40.66,11.52,42.26,40.66,11.52,Closed,0,0
5447,ARLINGTON 11 0,North Central,Fort Worth,2,Closed,134.17,38.02,139.45,134.17,38.02,Closed,0,0
5447,ARLINGTON 11 0,North Central,Fort Worth,1,Closed,20.29,5.75,21.09,20.29,5.75,Closed,0,0
5449,GRAND PRAIRIE 3 1,North Central,Fort Worth,1,Closed,266.99,75.65,277.5,266.99,75.65,Closed,0,0
5450,MELISSA 0,North Central,Dallas,1,Closed,17.1,4.84,17.77,17.1,4.84,Closed,0,0
5452,COPPERAS COVE 1,North Central,Waco,1,Closed,106.6,30.2,110.8,106.6,30.2,Closed,0,0
5453,CLEBURNE 1 0,North Central,Fort Worth,2,Closed,53.28,15.1,55.37,53.28,15.1,Closed,0,0
5453,CLEBURNE 1 0,North Central,Fort Worth,1,Closed,14.64,4.15,15.22,14.64,4.15,Closed,0,0
5454,GREENVILLE 2 0,North Central,Dallas,1,Closed,47.76,13.53,49.64,47.76,13.53,Closed,0,0
5455,ALVORD 0,North Central,Jacksboro,1,Closed,9.47,2.68,9.84,9.47,2.68,Closed,0,0
5456,GORMAN 0,North Central,Central Texas,2,Closed,6.9,1.95,7.17,6.9,1.95,Closed,0,0
5456,GORMAN 0,North Central,Central Texas,1,Closed,5.72,1.62,5.94,5.72,1.62,Closed,0,0
5457,COLLEYVILLE 0,North Central,Fort Worth,1,Closed,68.24,19.34,70.93,68.24,19.34,Closed,0,0
5457,COLLEYVILLE 0,North Central,Fort Worth,2,Closed,35.29,10,36.68,35.29,10,Closed,0,0
5460,HOLLAND 2,North Central,Waco,1,Closed,14.16,4.01,14.71,14.16,4.01,Closed,0,0
5461,TEMPLE 3 0,North Central,Waco,1,Closed,72.8,20.63,75.67,72.8,20.63,Closed,0,0
5462,DALLAS 34 0,North Central,Dallas,1,Closed,86.05,24.38,89.43,86.05,24.38,Closed,0,0
5463,IRVING 4 0,North Central,Fort Worth,1,Closed,160.33,45.43,166.64,160.33,45.43,Closed,0,0
5465,FRISCO 2 1,North Central,Dallas,1,Closed,218.17,61.81,226.76,218.17,61.81,Closed,0,0
5466,GATESVILLE 3 0,North Central,Waco,1,Closed,7.44,2.11,7.73,7.44,2.11,Closed,0,0
5467,DALLAS 25 0,North Central,Dallas,1,Closed,28.23,8,29.34,28.23,8,Closed,0,0
5468,DALLAS 37 0,North Central,Fort Worth,1,Closed,42.13,11.94,43.79,42.13,11.94,Closed,0,0
5469,FORT WORTH 19 0,North Central,Fort Worth,1,Closed,8.5,2.41,8.83,8.5,2.41,Closed,0,0
5470,WOODWAY 0,North Central,Waco,1,Closed,70.52,19.98,73.29,70.52,19.98,Closed,0,0
5471,MINGUS 0,North Central,Jacksboro,1,Closed,1.44,0.41,1.5,1.44,0.41,Closed,0,0
5472,THROCKMORTON 0,North Central,Central Texas,1,Closed,4.57,1.29,4.75,4.57,1.29,Closed,0,0
5473,NEMO 0,North Central,Glen Rose,1,Closed,2.26,0.64,2.34,2.26,0.64,Closed,0,0
5473,NEMO 0,North Central,Glen Rose,2,Closed,1.77,0.5,1.84,1.77,0.5,Closed,0,0
