wkt_geom,name,Number,Substation Longitude,Substation Latitude
PointZ (-97.35098499999999433 32.77686254632399709 0),FORT WORTH 17 0,5438,-97.350985,32.77686255
PointZ (-96.78134400000000426 32.36794418054569888 0),WAXAHACHIE 1 0,5439,-96.781344,32.36794418
PointZ (-97.07663900000000012 32.71920953234599949 0),ARLINGTON 3 0,5440,-97.076639,32.71920953
PointZ (-97.37593800000000499 32.64806821533189662 0),FORT WORTH 20 0,5441,-97.375938,32.64806822
PointZ (-97.2693569999999994 32.74425443894229915 0),FORT WORTH 7 0,5442,-97.269357,32.74425444
PointZ (-97.31420099999999707 32.72384232927490189 0),FORT WORTH 11 0,5443,-97.314201,32.72384233
PointZ (-97.04937999999999931 32.42412267510160007 0),MIDLOTHIAN 1 0,5444,-97.04938,32.42412268
PointZ (-97.04506000000000654 32.42533817196270007 0),MIDLOTHIAN 1 1,5445,-97.04506,32.42533817
PointZ (-97.18633900000000381 31.44428746212309989 0),HEWITT 0,5446,-97.186339,31.44428746
PointZ (-97.21387599999999907 32.63479849576219749 0),ARLINGTON 11 0,5447,-97.213876,32.6347985
PointZ (-97.02037199999999473 32.66071002352099839 0),GRAND PRAIRIE 3 0,5448,-97.020372,32.66071002
PointZ (-97.01605200000000195 32.66071002352099839 0),GRAND PRAIRIE 3 1,5449,-97.016052,32.66071002
PointZ (-96.56264699999999834 33.2815066237381032 0),MELISSA 0,5450,-96.562647,33.28150662
PointZ (-97.95742400000000316 31.20826897481509832 0),COPPERAS COVE 0,5451,-97.957424,31.20826897
PointZ (-97.94662399999999991 31.20980848058029977 0),COPPERAS COVE 1,5452,-97.946624,31.20980848
PointZ (-97.32393999999999323 32.38772414535799982 0),CLEBURNE 1 0,5453,-97.32394,32.38772415
PointZ (-96.07527399999999318 33.05638570614249971 0),GREENVILLE 2 0,5454,-96.075274,33.05638571
PointZ (-97.66095300000000634 33.36341332155119943 0),ALVORD 0,5455,-97.660953,33.36341332
PointZ (-98.9761400000000009 32.10780532897059913 0),GORMAN 0,5456,-98.97614,32.10780533
PointZ (-97.14604099999999676 32.88755482570930155 0),COLLEYVILLE 0,5457,-97.146041,32.88755483
PointZ (-97.3680090000000007 30.87660184318760059 0),HOLLAND 0,5458,-97.368009,30.87660184
PointZ (-97.35720899999999745 30.87351201057780159 0),HOLLAND 1,5459,-97.357209,30.87351201
PointZ (-97.3680090000000007 30.87042206716559889 0),HOLLAND 2,5460,-97.368009,30.87042207
PointZ (-97.36462600000000123 31.1286405612413013 0),TEMPLE 3 0,5461,-97.364626,31.12864056
PointZ (-96.83734800000000575 32.65661882931129867 0),DALLAS 34 0,5462,-96.837348,32.65661883
PointZ (-96.96331499999999437 32.82227673878829677 0),IRVING 4 0,5463,-96.963315,32.82227674
PointZ (-96.85202700000000675 33.14151315744099691 0),FRISCO 2 0,5464,-96.852027,33.14151316
PointZ (-96.84770699999999977 33.14151315744099691 0),FRISCO 2 1,5465,-96.847707,33.14151316
PointZ (-97.74067200000000355 31.48179948700019892 0),GATESVILLE 3 0,5466,-97.740672,31.48179949
PointZ (-96.79578999999999667 32.78289954149710184 0),DALLAS 25 0,5467,-96.79579,32.78289954
PointZ (-96.86828900000000431 32.69967187413109855 0),DALLAS 37 0,5468,-96.868289,32.69967187
PointZ (-97.35989499999999452 32.70379223988670248 0),FORT WORTH 19 0,5469,-97.359895,32.70379224
PointZ (-97.25144199999999728 31.517389083274999 0),WOODWAY 0,5470,-97.251442,31.51738908
PointZ (-98.40916799999999398 32.44325633687309818 0),MINGUS 0,5471,-98.409168,32.44325634
PointZ (-99.25603399999999965 33.17867321652580159 0),THROCKMORTON 0,5472,-99.256034,33.17867322
PointZ (-97.64614100000000008 32.25404488962900018 0),NEMO 0,5473,-97.646141,32.25404489
PointZ (-97.07640999999999565 31.87255683524620054 0),ABBOTT 0,5474,-97.07641,31.87255684
PointZ (-97.19276700000000346 32.41129703573160015 0),ALVARADO 0,5475,-97.192767,32.41129704
PointZ (-96.34194300000000055 32.0340379453791968 0),CORSICANA 1 0,5476,-96.341943,32.03403795
PointZ (-97.63562500000000455 31.03543397965210104 0),HARKER HEIGHTS 0,5477,-97.635625,31.03543398
PointZ (-96.95130299999999579 32.79116075924029872 0),IRVING 3 0,5478,-96.951303,32.79116076
PointZ (-97.30222700000000202 32.52841675450049763 0),BURLESON 0,5479,-97.302227,32.52841675
PointZ (-97.29790699999999504 32.52538145922260071 0),BURLESON 1,5480,-97.297907,32.52538146
PointZ (-97.49988100000000202 32.63162564334989924 0),FORT WORTH 28 0,5481,-97.499881,32.63162564
PointZ (-96.79191400000000556 32.8316581577840978 0),DALLAS 23 0,5482,-96.791914,32.83165816
PointZ (-97.20478400000000363 32.88054362210630188 0),NORTH RICHLAND HILLS 1 0,5483,-97.204784,32.88054362
PointZ (-99.2817579999999964 31.99776632041099944 0),CROSS PLAINS 0,5484,-99.281758,31.99776632
PointZ (-96.71466100000000665 32.11377992764929701 0),BLOOMING GROVE 0,5485,-96.714661,32.11377993
PointZ (-98.28787400000000218 29.48338678623699849 0),CONVERSE 0,6001,-98.287874,29.48338679
PointZ (-98.65261300000000233 29.64734419086120099 0),SAN ANTONIO 46 0,6002,-98.652613,29.64734419
PointZ (-97.25279999999999347 30.12847644435170125 0),BASTROP 0,6003,-97.2528,30.12847644
PointZ (-97.234800000000007 30.13470353150890091 0),BASTROP 1,6004,-97.2348,30.13470353
PointZ (-97.234800000000007 30.12069201051910028 0),BASTROP 2,6005,-97.2348,30.12069201
PointZ (-97.25820000000000221 30.13143434705790114 0),BASTROP 3,6006,-97.2582,30.13143435
PointZ (-97.25820000000000221 30.12832074383479863 0),BASTROP 4,6007,-97.2582,30.12832074
PointZ (-97.25820000000000221 30.12520704241419978 0),BASTROP 5,6008,-97.2582,30.12520704
PointZ (-97.25820000000000221 30.12209324280210154 0),BASTROP 6,6009,-97.2582,30.12209324
PointZ (-97.25820000000000221 30.11897934500479934 0),BASTROP 7,6010,-97.2582,30.11897935
PointZ (-98.04397600000000068 29.59669673109640087 0),MARION 2 0,6011,-98.043976,29.59669673
PointZ (-97.20989899999999295 30.29145181971849965 0),PAIGE 0,6012,-97.209899,30.29145182
PointZ (-98.58981099999999742 29.36641628020189998 0),SAN ANTONIO 42 0,6013,-98.589811,29.36641628
PointZ (-97.2923279999999977 29.68979973635940084 0),WAELDER 0,6014,-97.292328,29.68979974
PointZ (-98.73366699999999696 29.27863894958629842 0),ATASCOSA 0,6015,-98.733667,29.27863895
PointZ (-98.56767899999999827 29.45437681833779919 0),SAN ANTONIO 40 0,6016,-98.567679,29.45437682
PointZ (-98.21695200000000625 29.56874189820180021 0),CIBOLO 0,6017,-98.216952,29.5687419
PointZ (-97.65560000000000684 30.23613371029890118 0),AUSTIN 6 0,6018,-97.6556,30.23613371
PointZ (-97.76245000000000118 30.28580747559389863 0),AUSTIN 25 0,6019,-97.76245,30.28580748
PointZ (-98.36875200000000063 30.52159692282739911 0),HORSESHOE BAY 0,6020,-98.368752,30.52159692
PointZ (-97.90357699999999852 30.55883108885279853 0),LEANDER 1 0,6021,-97.903577,30.55883109
PointZ (-97.89925700000000575 30.55883108885279853 0),LEANDER 1 1,6022,-97.899257,30.55883109
PointZ (-97.90357699999999852 30.55449101078610141 0),LEANDER 1 2,6023,-97.903577,30.55449101
PointZ (-97.68212200000000678 30.29991358252700095 0),AUSTIN 10 0,6024,-97.682122,30.29991358
PointZ (-98.52166200000000629 29.58439296419649978 0),SAN ANTONIO 31 0,6025,-98.521662,29.58439296
PointZ (-98.70202799999999854 29.33631579687279967 0),SAN ANTONIO 49 0,6026,-98.702028,29.3363158
PointZ (-97.35762400000000127 30.33423410653189833 0),ELGIN 0,6027,-97.357624,30.33423411
PointZ (-97.852406000000002 30.21056826558289998 0),AUSTIN 31 0,6028,-97.852406,30.21056827
PointZ (-97.87816100000000574 28.94121112500529946 0),RUNGE 0,6029,-97.878161,28.94121113
PointZ (-97.06553300000000206 29.19133885120519878 0),YOAKUM 0,6030,-97.065533,29.19133885
PointZ (-97.05473299999999881 29.19291022879059838 0),YOAKUM 1,6031,-97.054733,29.19291023
PointZ (-97.95462399999999548 30.31601881394620079 0),AUSTIN 37 0,6032,-97.954624,30.31601881
PointZ (-97.59026000000000067 30.43480934313179986 0),PFLUGERVILLE 0,6033,-97.59026,30.43480934
PointZ (-97.58593999999999369 30.43356776072580061 0),PFLUGERVILLE 1,6034,-97.58594,30.43356776
PointZ (-97.59026000000000067 30.42922209109419995 0),PFLUGERVILLE 2,6035,-97.59026,30.42922209
PointZ (-98.40249099999999771 29.58022673156920135 0),SAN ANTONIO 12 0,6036,-98.402491,29.58022673
PointZ (-98.39817100000000494 29.58022673156920135 0),SAN ANTONIO 12 1,6037,-98.398171,29.58022673
PointZ (-97.79160799999999654 30.28782866766550086 0),AUSTIN 3 0,6038,-97.791608,30.28782867
PointZ (-97.78440799999999911 30.289072101434801 0),AUSTIN 3 1,6039,-97.784408,30.2890721
PointZ (-97.78440799999999911 30.28347651635790072 0),AUSTIN 3 2,6040,-97.784408,30.28347652
PointZ (-97.79376800000000003 30.28652303793440126 0),AUSTIN 3 3,6041,-97.793768,30.28652304
PointZ (-97.79376800000000003 30.28527956960540024 0),AUSTIN 3 4,6042,-97.793768,30.28527957
PointZ (-98.6731850000000037 29.45699075199789974 0),SAN ANTONIO 48 0,6043,-98.673185,29.45699075
PointZ (-98.45552299999999946 29.40945522196189899 0),SAN ANTONIO 19 0,6044,-98.455523,29.40945522
PointZ (-98.60670000000000357 29.58013415732380125 0),SAN ANTONIO 2 0,6045,-98.6067,29.58013416
PointZ (-98.59950000000000614 29.58451717156890126 0),SAN ANTONIO 2 1,6046,-98.5995,29.58451717
PointZ (-98.59950000000000614 29.57888182351920037 0),SAN ANTONIO 2 2,6047,-98.5995,29.57888182
PointZ (-98.60886000000000706 29.58194999324139829 0),SAN ANTONIO 2 3,6048,-98.60886,29.58194999
PointZ (-98.60886000000000706 29.58069768876159955 0),SAN ANTONIO 2 4,6049,-98.60886,29.58069769
PointZ (-98.60886000000000706 29.57944536874450137 0),SAN ANTONIO 2 5,6050,-98.60886,29.57944537
PointZ (-98.60886000000000706 29.57819303319089954 0),SAN ANTONIO 2 6,6051,-98.60886,29.57819303
PointZ (-98.60886000000000706 29.57694068210080118 0),SAN ANTONIO 2 7,6052,-98.60886,29.57694068
PointZ (-98.60886000000000706 29.57568831547479959 0),SAN ANTONIO 2 8,6053,-98.60886,29.57568832
PointZ (-98.60886000000000706 29.57443593331339926 0),SAN ANTONIO 2 9,6054,-98.60886,29.57443593
PointZ (-98.55284600000000239 29.89951706053049918 0),BERGHEIM 0,6055,-98.552846,29.89951706
PointZ (-98.06640600000000063 29.69249986911070138 0),NEW BRAUNFELS 2 0,6056,-98.066406,29.69249987
PointZ (-98.06208599999999365 29.69249986911070138 0),NEW BRAUNFELS 2 1,6057,-98.062086,29.69249987
PointZ (-98.06640600000000063 29.68687056013400039 0),NEW BRAUNFELS 2 2,6058,-98.066406,29.68687056
PointZ (-99.32018200000000263 29.2758648662037011 0),D HANIS 0,6059,-99.320182,29.27586487
PointZ (-98.48312799999999356 29.69244943554990002 0),SAN ANTONIO 24 0,6060,-98.483128,29.69244944
PointZ (-97.66986699999999644 30.37751190844349836 0),AUSTIN 7 0,6061,-97.669867,30.37751191
PointZ (-96.39947200000000294 30.20574182483260017 0),BRENHAM 0,6062,-96.399472,30.20574182
PointZ (-96.38867199999999968 30.20574182483260017 0),BRENHAM 1,6063,-96.388672,30.20574182
PointZ (-96.39947200000000294 30.19640775889909889 0),BRENHAM 2,6064,-96.399472,30.19640776
PointZ (-98.04157999999999618 30.7695831932913002 0),BERTRAM 0,6065,-98.04158,30.76958319
PointZ (-98.13469999999999516 29.61626317876470083 0),MARION 1 0,6066,-98.1347,29.61626318
PointZ (-98.12749999999999773 29.62001871426599919 0),MARION 1 1,6067,-98.1275,29.62001871
PointZ (-98.12749999999999773 29.61438534947859935 0),MARION 1 2,6068,-98.1275,29.61438535
PointZ (-98.13685999999999865 29.61745243945469852 0),MARION 1 3,6069,-98.13686,29.61745244
PointZ (-98.13685999999999865 29.61620057569639997 0),MARION 1 4,6070,-98.13686,29.61620058
PointZ (-98.13685999999999865 29.61494869638950078 0),MARION 1 5,6071,-98.13686,29.6149487
PointZ (-98.13685999999999865 29.61369680153439887 0),MARION 1 6,6072,-98.13686,29.6136968
PointZ (-98.13685999999999865 29.61244489113149925 0),MARION 1 7,6073,-98.13686,29.61244489
PointZ (-98.13685999999999865 29.61119296518129929 0),MARION 1 8,6074,-98.13686,29.61119297
PointZ (-96.73260000000000502 29.9015973476187007 0),LA GRANGE 0,6075,-96.7326,29.90159735
PointZ (-96.71460000000000434 29.90783869734909928 0),LA GRANGE 1,6076,-96.7146,29.9078387
PointZ (-96.71460000000000434 29.89847650918909849 0),LA GRANGE 2,6077,-96.7146,29.89847651
PointZ (-96.73799999999999955 29.89988088954610035 0),LA GRANGE 3,6078,-96.738,29.89988089
PointZ (-96.73799999999999955 29.89676000864690053 0),LA GRANGE 4,6079,-96.738,29.89676001
PointZ (-96.73799999999999955 29.89363903000689859 0),LA GRANGE 5,6080,-96.738,29.89363903
PointZ (-98.24859299999999962 30.54288681740650091 0),MARBLE FALLS 1 0,6081,-98.248593,30.54288682
PointZ (-98.25399299999999414 30.54118151984179974 0),MARBLE FALLS 1 1,6082,-98.253993,30.54118152
PointZ (-98.25399299999999414 30.5380809194295999 0),MARBLE FALLS 1 2,6083,-98.253993,30.53808092
PointZ (-97.68668599999999458 30.54960361739560071 0),ROUND ROCK 1 0,6084,-97.686686,30.54960362
PointZ (-97.68884599999999807 30.55140175598840102 0),ROUND ROCK 1 1,6085,-97.688846,30.55140176
PointZ (-97.68884599999999807 30.55016165824730123 0),ROUND ROCK 1 2,6086,-97.688846,30.55016166
PointZ (-97.68884599999999807 30.54892154466439891 0),ROUND ROCK 1 3,6087,-97.688846,30.54892154
PointZ (-97.68884599999999807 30.54768141523970115 0),ROUND ROCK 1 4,6088,-97.688846,30.54768142
PointZ (-97.68884599999999807 30.54644126997369824 0),ROUND ROCK 1 5,6089,-97.688846,30.54644127
PointZ (-97.68884599999999807 30.54520110886669926 0),ROUND ROCK 1 6,6090,-97.688846,30.54520111
PointZ (-98.13917600000000618 30.03070900131600141 0),WIMBERLEY 0,6091,-98.139176,30.030709
PointZ (-97.43992400000000487 29.46755158978690048 0),GONZALES 0,6092,-97.439924,29.46755159
PointZ (-98.3982120000000009 29.68676108973160055 0),SAN ANTONIO 11 0,6093,-98.398212,29.68676109
PointZ (-98.42346799999999973 29.62158104196329944 0),SAN ANTONIO 14 0,6094,-98.423468,29.62158104
PointZ (-97.54252400000000023 30.55508196003210131 0),HUTTO 0,6095,-97.542524,30.55508196
PointZ (-97.46166300000000149 29.68360045449270146 0),LULING 0,6096,-97.461663,29.68360045
PointZ (-98.47098499999999888 29.58425516018959911 0),SAN ANTONIO 21 0,6097,-98.470985,29.58425516
PointZ (-97.70325300000000368 30.38301118805220113 0),AUSTIN 12 0,6098,-97.703253,30.38301119
PointZ (-98.43495400000000473 29.45620861003510171 0),SAN ANTONIO 15 0,6099,-98.434954,29.45620861
PointZ (-98.2347079999999977 29.34915998685089988 0),ADKINS 0,6100,-98.234708,29.34915999
PointZ (-96.96949999999999648 30.02563325190919841 0),WINCHESTER 0,6101,-96.9695,30.02563325
PointZ (-96.95149999999999579 30.02875008312150129 0),WINCHESTER 1,6102,-96.9515,30.02875008
PointZ (-96.95149999999999579 30.0162821534081985 0),WINCHESTER 2,6103,-96.9515,30.01628215
PointZ (-96.97490000000000521 30.0270358310344001 0),WINCHESTER 3,6104,-96.9749,30.02703583
PointZ (-96.97490000000000521 30.02391894028529862 0),WINCHESTER 4,6105,-96.9749,30.02391894
PointZ (-96.97490000000000521 30.02080195154389841 0),WINCHESTER 5,6106,-96.9749,30.02080195
PointZ (-97.04603199999999674 30.55037096726099932 0),ROCKDALE 1 0,6107,-97.046032,30.55037097
PointZ (-97.02803199999999606 30.5565712729513983 0),ROCKDALE 1 1,6108,-97.028032,30.55657127
PointZ (-97.02803199999999606 30.54727064906819933 0),ROCKDALE 1 2,6109,-97.028032,30.54727065
PointZ (-97.05143200000000547 30.54556543410309999 0),ROCKDALE 1 3,6110,-97.051432,30.54556543
PointZ (-97.05143200000000547 30.54246497366739987 0),ROCKDALE 1 4,6111,-97.051432,30.54246497
PointZ (-98.83856500000000267 29.19540037316049919 0),NATALIA 0,6112,-98.838565,29.19540037
PointZ (-97.73898900000000367 30.26497236431709936 0),AUSTIN 20 0,6113,-97.738989,30.26497236
PointZ (-98.61415499999999668 29.46770293689149867 0),SAN ANTONIO 43 0,6114,-98.614155,29.46770294
PointZ (-98.35668300000000386 29.55040106708269931 0),SAN ANTONIO 5 0,6115,-98.356683,29.55040107
PointZ (-97.38051099999999849 30.46173037178909837 0),TAYLOR 0,6116,-97.380511,30.46173037
PointZ (-97.17314799999999764 30.00142920871639873 0),SMITHVILLE 0,6117,-97.173148,30.00142921
PointZ (-97.81987999999999772 30.50022684417439933 0),CEDAR PARK 0,6118,-97.81988,30.50022684
PointZ (-97.81556000000000495 30.4996064717694999 0),CEDAR PARK 1,6119,-97.81556,30.49960647
PointZ (-97.81987999999999772 30.49588414751909937 0),CEDAR PARK 2,6120,-97.81988,30.49588415
PointZ (-98.48428199999999322 29.53162602008340087 0),SAN ANTONIO 25 0,6121,-98.484282,29.53162602
PointZ (-96.82718900000000417 29.37062461463930063 0),HALLETTSVILLE 0,6122,-96.827189,29.37062461
PointZ (-97.64108199999999727 30.3500652211296007 0),AUSTIN 5 0,6123,-97.641082,30.35006522
PointZ (-98.18686200000000497 29.75257233064190032 0),NEW BRAUNFELS 3 0,6124,-98.186862,29.75257233
PointZ (-98.05341599999999858 29.28973135366830149 0),SUTHERLAND SPRINGS 0,6125,-98.053416,29.28973135
PointZ (-97.8850620000000049 30.17219466787630111 0),AUSTIN 34 0,6126,-97.885062,30.17219467
PointZ (-96.89860099999999932 30.88031577851189979 0),CAMERON 0,6127,-96.898601,30.88031578
PointZ (-98.52753599999999778 29.30107191502790087 0),SAN ANTONIO 35 0,6128,-98.527536,29.30107192
PointZ (-99.30759199999999964 29.66734329090100175 0),MEDINA 0,6129,-99.307592,29.66734329
PointZ (-97.87108700000000283 30.12844699193799869 0),MANCHACA 0,6130,-97.871087,30.12844699
PointZ (-98.38736699999999757 29.89101474100399969 0),SPRING BRANCH 0,6131,-98.387367,29.89101474
PointZ (-97.73656699999999375 30.31850090841840029 0),AUSTIN 19 0,6132,-97.736567,30.31850091
PointZ (-97.14945000000000164 29.71823792730389968 0),FLATONIA 0,6133,-97.14945,29.71823793
PointZ (-97.41028500000000179 30.70714278691540144 0),GRANGER 0,6134,-97.410285,30.70714279
PointZ (-96.69018800000000624 30.03366654696770155 0),FAYETTEVILLE 0,6135,-96.690188,30.03366655
PointZ (-97.74957700000000216 30.64420736592569838 0),GEORGETOWN 2 0,6136,-97.749577,30.64420737
PointZ (-97.89142300000000319 30.37354085386759905 0),AUSTIN 35 0,6137,-97.891423,30.37354085
PointZ (-98.90761600000000442 29.68593905903480135 0),PIPE CREEK 0,6138,-98.907616,29.68593906
PointZ (-97.34899599999999964 29.83464482520700045 0),RED ROCK 0,6139,-97.348996,29.83464483
PointZ (-97.49348500000000683 30.80935758979520145 0),JARRELL 0,6140,-97.493485,30.80935759
PointZ (-98.33610000000000184 29.42074744046280088 0),SAN ANTONIO 1 0,6141,-98.3361,29.42074744
PointZ (-98.32890000000000441 29.42325598861220115 0),SAN ANTONIO 1 1,6142,-98.3289,29.42325599
PointZ (-98.32890000000000441 29.41510296704899829 0),SAN ANTONIO 1 2,6143,-98.3289,29.41510297
PointZ (-98.33826000000000533 29.42193900118320116 0),SAN ANTONIO 1 3,6144,-98.33826,29.421939
PointZ (-98.33826000000000533 29.42068471632260085 0),SAN ANTONIO 1 4,6145,-98.33826,29.42068472
PointZ (-98.33826000000000533 29.41943041597690112 0),SAN ANTONIO 1 5,6146,-98.33826,29.41943042
PointZ (-98.33826000000000533 29.41817610014640039 0),SAN ANTONIO 1 6,6147,-98.33826,29.4181761
PointZ (-98.33826000000000533 29.41692176883179854 0),SAN ANTONIO 1 7,6148,-98.33826,29.41692177
PointZ (-98.33826000000000533 29.41566742203340112 0),SAN ANTONIO 1 8,6149,-98.33826,29.41566742
PointZ (-98.5529640000000029 29.5402778750672006 0),SAN ANTONIO 36 0,6150,-98.552964,29.54027788
PointZ (-96.92460499999999968 29.67533116056999987 0),SCHULENBURG 0,6151,-96.924605,29.67533116
PointZ (-98.47473200000000304 29.27451179237840151 0),SAN ANTONIO 22 0,6152,-98.474732,29.27451179
PointZ (-98.47041199999999606 29.27325569381140014 0),SAN ANTONIO 22 1,6153,-98.470412,29.27325569
PointZ (-98.13121499999999742 30.22040117992809982 0),DRIPPING SPRINGS 0,6154,-98.131215,30.22040118
PointZ (-98.48910100000000511 29.19629191186309924 0),SAN ANTONIO 26 0,6155,-98.489101,29.19629191
PointZ (-98.19973199999999736 30.57036794992090023 0),MARBLE FALLS 3 0,6156,-98.199732,30.57036795
PointZ (-98.6466700000000003 29.74393222654089897 0),BOERNE 1 0,6157,-98.64667,29.74393223
PointZ (-96.18036499999999478 30.27760964826470058 0),WASHINGTON 0,6158,-96.180365,30.27760965
PointZ (-98.25904199999999378 29.54080416638980111 0),SCHERTZ 0,6159,-98.259042,29.54080417
PointZ (-97.6799570000000017 30.26312858336870093 0),AUSTIN 8 0,6160,-97.679957,30.26312858
PointZ (-97.96601499999999874 29.58616889896899949 0),SEGUIN 1 0,6161,-97.966015,29.5861689
PointZ (-97.95881500000000131 29.58867335208610072 0),SEGUIN 1 1,6162,-97.958815,29.58867335
PointZ (-97.95881500000000131 29.58429050928059922 0),SEGUIN 1 2,6163,-97.958815,29.58429051
PointZ (-97.96817500000000223 29.5861062794827987 0),SEGUIN 1 3,6164,-97.968175,29.58610628
PointZ (-97.96817500000000223 29.58485402657349894 0),SEGUIN 1 4,6165,-97.968175,29.58485403
PointZ (-97.96817500000000223 29.5836017581257984 0),SEGUIN 1 5,6166,-97.968175,29.58360176
PointZ (-97.96817500000000223 29.58234947413999905 0),SEGUIN 1 6,6167,-97.968175,29.58234947
PointZ (-98.62670300000000623 29.40097875124530091 0),SAN ANTONIO 45 0,6168,-98.626703,29.40097875
PointZ (-98.88233499999999765 29.35411326539649934 0),SAN ANTONIO 52 0,6169,-98.882335,29.35411327
PointZ (-98.87801500000000487 29.35285814631039969 0),SAN ANTONIO 52 1,6170,-98.878015,29.35285815
PointZ (-98.88233499999999765 29.35097543414759969 0),SAN ANTONIO 52 2,6171,-98.882335,29.35097543
PointZ (-97.2716130000000021 29.08917052600159892 0),CUERO 2 0,6172,-97.271613,29.08917053
PointZ (-97.26081299999999885 29.08602457277779862 0),CUERO 2 1,6173,-97.260813,29.08602457
PointZ (-98.39352700000000596 29.48598947766440048 0),SAN ANTONIO 10 0,6174,-98.393527,29.48598948
PointZ (-97.72020299999999793 30.27533343381979947 0),AUSTIN 16 0,6175,-97.720203,30.27533343
PointZ (-98.02997299999999825 30.1063093413408005 0),AUSTIN 39 0,6176,-98.029973,30.10630934
PointZ (-98.73043199999999331 29.53026466361430025 0),SAN ANTONIO 51 0,6177,-98.730432,29.53026466
PointZ (-98.72611200000000053 29.5333969531279017 0),SAN ANTONIO 51 1,6178,-98.726112,29.53339695
PointZ (-98.57985399999999743 29.65673096883239879 0),SAN ANTONIO 41 0,6179,-98.579854,29.65673097
PointZ (-98.10343000000000302 29.34662745432270015 0),LA VERNIA 0,6180,-98.10343,29.34662745
PointZ (-97.51991200000000504 30.3353461559385984 0),MANOR 0,6181,-97.519912,30.33534616
PointZ (-98.56645199999999818 29.33876916396669898 0),SAN ANTONIO 38 0,6182,-98.566452,29.33876916
PointZ (-96.91403800000000501 30.15828632725660086 0),GIDDINGS 0,6183,-96.914038,30.15828633
PointZ (-97.86558999999999742 30.26316310479829852 0),AUSTIN 32 0,6184,-97.86559,30.2631631
PointZ (-97.95583499999999333 30.25735258306140096 0),AUSTIN 38 0,6185,-97.955835,30.25735258
PointZ (-97.83648499999999615 30.42578236429820038 0),AUSTIN 30 0,6186,-97.836485,30.42578236
PointZ (-97.79894500000000335 30.41358974364170109 0),AUSTIN 28 0,6187,-97.798945,30.41358974
PointZ (-96.41465999999999781 29.68503321715520116 0),COLUMBUS 0,6188,-96.41466,29.68503322
PointZ (-96.40385999999999456 29.68503321715520116 0),COLUMBUS 1,6189,-96.40386,29.68503322
PointZ (-97.07482500000000414 29.55550575736399921 0),SHINER 0,6190,-97.074825,29.55550576
PointZ (-98.33552000000000248 29.65182009760319914 0),SAN ANTONIO 3 0,6191,-98.33552,29.6518201
PointZ (-96.66543199999999558 30.53226294413720154 0),CALDWELL 0,6192,-96.665432,30.53226294
PointZ (-96.65463200000000654 30.53226294413720154 0),CALDWELL 1,6193,-96.654632,30.53226294
PointZ (-97.73636899999999628 30.12198396674479994 0),AUSTIN 18 0,6194,-97.736369,30.12198397
PointZ (-96.44205100000000641 30.0149017769664006 0),INDUSTRY 0,6195,-96.442051,30.01490178
PointZ (-97.56469400000000292 29.93632244466819969 0),DALE 0,6196,-97.564694,29.93632244
PointZ (-98.56513099999999383 29.49732138967370076 0),SAN ANTONIO 37 0,6197,-98.565131,29.49732139
PointZ (-98.56081100000000106 29.49669471619300154 0),SAN ANTONIO 37 1,6198,-98.560811,29.49669472
PointZ (-98.56513099999999383 29.49105447131810109 0),SAN ANTONIO 37 2,6199,-98.565131,29.49105447
PointZ (-98.4551179999999988 29.43554071624259905 0),SAN ANTONIO 18 0,6200,-98.455118,29.43554072
PointZ (-98.5224189999999993 29.38359447232510036 0),SAN ANTONIO 33 0,6201,-98.522419,29.38359447
PointZ (-97.77620199999999784 29.64864525600820144 0),MARTINDALE 0,6202,-97.776202,29.64864526
PointZ (-98.45263500000000079 29.48451883525060069 0),SAN ANTONIO 17 0,6203,-98.452635,29.48451884
PointZ (-98.47691500000000531 29.43621372509729994 0),SAN ANTONIO 23 0,6204,-98.476915,29.43621373
PointZ (-97.8203979999999973 30.16275250747409942 0),AUSTIN 29 0,6205,-97.820398,30.16275251
PointZ (-96.83115800000000206 30.34394970804610026 0),LEXINGTON 0,6206,-96.831158,30.34394971
PointZ (-97.96820599999999502 30.44565106476289884 0),LEANDER 2 0,6207,-97.968206,30.44565106
PointZ (-97.71419600000000116 30.42497032295479897 0),AUSTIN 15 0,6208,-97.714196,30.42497032
PointZ (-98.84989400000000614 29.49666836138860049 0),MICO 0,6209,-98.849894,29.49666836
PointZ (-98.31319999999999482 30.53739777413339951 0),MARBLE FALLS 2 0,6210,-98.3132,30.53739777
PointZ (-98.29519999999999413 30.54669932698610069 0),MARBLE FALLS 2 1,6211,-98.2952,30.54669933
PointZ (-98.29519999999999413 30.53584741187869867 0),MARBLE FALLS 2 2,6212,-98.2952,30.53584741
PointZ (-98.31860000000000355 30.5356923689635984 0),MARBLE FALLS 2 3,6213,-98.3186,30.53569237
PointZ (-98.31860000000000355 30.53259159331049943 0),MARBLE FALLS 2 4,6214,-98.3186,30.53259159
PointZ (-98.31860000000000355 30.52949071867810105 0),MARBLE FALLS 2 5,6215,-98.3186,30.52949072
PointZ (-98.31860000000000355 30.52638974507209824 0),MARBLE FALLS 2 6,6216,-98.3186,30.52638975
PointZ (-97.94760899999999992 30.37462304637690025 0),AUSTIN 36 0,6217,-97.947609,30.37462305
PointZ (-97.66777199999999937 29.86210540167800076 0),LOCKHART 0,6218,-97.667772,29.8621054
PointZ (-97.72897100000000137 30.34594598573340107 0),AUSTIN 17 0,6219,-97.728971,30.34594599
