Number,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Substation Latitude,Substation Longitude,Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
28440,SUN CITY 3 1,Southeast California,138,1.01245,139.719,-79.17,33.8106,-117.1671,46.08,19.49,,,,0,0,7,1
28441,REDLANDS 1 1,Southeast California,138,1.01362,139.88,-77.81,34.1671,-117.2343,40.8,2.63,,,,0,0,7,1
28442,REDLANDS 2 1,Southeast California,138,1.0164,140.263,-77.66,34.0315,-117.2196,36.24,17.02,,,,0,0,7,1
28443,SAN DIEGO 8 1,Southeast California,138,1.00869,139.199,-79.05,32.8992,-117.2544,39.36,6.49,,,,0,0,7,1
28444,SAN DIEGO 9 1,Southeast California,138,1.01486,140.05,-78.56,32.8329,-117.1905,,,,,,0,0,7,1
28445,SAN DIEGO 9 2,Southeast California,138,1.01474,140.034,-78.58,32.8329,-117.1905,39.36,0.58,,,,0,0,7,1
28446,SAN DIEGO 9 3,Southeast California,138,1.01496,140.064,-78.53,32.8329,-117.1905,,,,,,0,0,7,1
28447,SAN DIEGO 10 1,Southeast California,138,1.01769,140.441,-78.05,32.7919,-117.1531,33.74,12.65,,,,0,0,7,1
28448,SAN DIEGO 11 1,Southeast California,138,1.02178,141.005,-78.83,32.7871,-117.1055,,,,,,0,0,7,1
28449,SAN DIEGO 11 2,Southeast California,138,1.02143,140.958,-78.86,32.7871,-117.1055,62.89,18.59,,,,0,0,7,1
28450,SAN DIEGO 12 1,Southeast California,138,1.0149,140.056,-78.64,32.9026,-117.229,,,,,,0,0,7,1
28451,SAN DIEGO 12 2,Southeast California,138,1.01476,140.037,-78.66,32.9026,-117.229,40.59,5.78,,,,0,0,7,1
28452,SAN DIEGO 13 1,Southeast California,138,1.01338,139.846,-78.97,32.7515,-117.2173,,,,,,0,0,7,1
28453,SAN DIEGO 13 2,Southeast California,138,1.01361,139.878,-78.95,32.7515,-117.2173,,,,,,0,0,7,1
28454,SAN DIEGO 13 3,Southeast California,138,1.01313,139.812,-78.99,32.7515,-117.2173,40.59,12.69,,,,0,0,7,1
28455,SAN DIEGO 14 1,Southeast California,138,1.01275,139.76,-79.07,32.77,-117.2127,27.96,6.19,,,,0,0,7,1
28456,SAN DIEGO 15 1,Southeast California,138,1.01216,139.677,-79.16,32.8248,-117.2525,,,,,,0,0,7,1
28457,SAN DIEGO 15 2,Southeast California,138,1.01205,139.663,-79.18,32.8248,-117.2525,27.96,4.32,,,,0,0,7,1
28458,APPLE VALLEY 1 1,Southeast California,345,1.02357,353.133,-72.31,34.5232,-117.1795,,,,,,0,0,7,1
28459,APPLE VALLEY 1 2,Southeast California,138,1.03162,142.363,-73.33,34.5232,-117.1795,35.85,5.77,,,,0,0,7,1
28460,APPLE VALLEY 1 3,Southeast California,345,1.02455,353.47,-72.21,34.5232,-117.1795,,,,,,0,0,7,1
28461,APPLE VALLEY 1 4,Southeast California,345,1.02357,353.133,-72.31,34.5232,-117.1795,,,,,,0,0,7,1
28462,APPLE VALLEY 2 1,Southeast California,138,1.01958,140.702,-75.27,34.4527,-117.2079,35.85,10.93,,,,0,0,7,1
28463,REDLANDS 3 1,Southeast California,138,1.01649,140.276,-77.74,34.0944,-117.2342,33.56,9.79,,,,0,0,7,1
28464,REDLANDS 4 1,Southeast California,138,1.01521,140.099,-77.96,34.0972,-117.2058,,,,,,0,0,7,1
28465,REDLANDS 4 2,Southeast California,138,1.01512,140.086,-77.98,34.0972,-117.2058,30.08,2.74,,,,0,0,7,1
28466,SAN MARCOS 3 1,Southeast California,138,1.02084,140.876,-78.66,33.216,-117.0773,41.73,8.03,,,,0,0,7,1
28467,SAN MARCOS 4 1,Southeast California,138,1.01051,139.451,-79.38,33.2004,-117.2355,,,,,,0,0,7,1
28468,SAN MARCOS 4 2,Southeast California,138,1.01031,139.422,-79.41,33.2004,-117.2355,41.73,10.77,,,,0,0,7,1
28469,MURRIETA 3 1,Southeast California,138,1.02317,141.198,-78.29,33.574,-117.205,,,,,,0,0,7,1
28470,MURRIETA 3 2,Southeast California,138,1.023,141.174,-78.32,33.574,-117.205,48.5,4.78,,,,0,0,7,1
28471,MURRIETA 4 1,Southeast California,138,1.02287,141.155,-78.31,33.5411,-117.1736,48.5,12.81,,,,0,0,7,1
28472,SAN DIEGO 16 1,Southeast California,138,1.00861,139.188,-78.84,32.7343,-117.1229,33.94,6.63,,,,0,0,7,1
28473,SAN DIEGO 17 1,Southeast California,138,1.00605,138.835,-79.42,32.9275,-117.2187,66.01,13.7,,,,0,0,7,1
28474,SAN DIEGO 18 1,Southeast California,138,1.02126,140.934,-78.05,32.8664,-117.1574,90.15,15.52,,,,0,0,7,1
28475,SAN DIEGO 19 1,Southeast California,138,1.0193,140.664,-77.96,32.8376,-117.1336,24.14,3.9,,,,0,0,7,1
28476,APPLE VALLEY 3 1,Southeast California,138,1.02747,141.791,-73.54,34.5634,-117.1656,33.87,9.49,,,,0,0,7,1
28477,APPLE VALLEY 4 1,Southeast California,138,1.02396,141.307,-73.48,34.5289,-117.0956,,,,,,0,0,7,1
28478,APPLE VALLEY 4 2,Southeast California,138,1.02378,141.282,-73.5,34.5289,-117.0956,33.87,9.82,,,,0,0,7,1
28479,SAN DIEGO 20 1,Southeast California,138,1.00294,138.406,-79.58,32.9781,-117.0904,35.4,13.03,,,,0,0,7,1
28480,SAN DIEGO 21 1,Southeast California,138,1.00445,138.614,-79.89,33.0208,-117.1691,35.4,6.72,,,,0,0,7,1
28481,ESCONDIDO 1 1,Southeast California,138,1.01352,139.866,-79.1,33.069,-117.13,34.24,11.37,,,,0,0,7,1
28482,SAN DIEGO 22 1,Southeast California,138,1.01593,140.198,-78.69,32.6463,-117.0385,,,,,,0,0,7,1
28483,SAN DIEGO 22 2,Southeast California,138,1.0157,140.167,-78.71,32.6463,-117.0385,39.97,11.22,,,,0,0,7,1
28484,SAN DIEGO 23 1,Southeast California,138,1.01289,139.778,-78.69,32.6459,-117.0911,39.97,16.88,,,,0,0,7,1
28485,SAN DIEGO 24 1,Southeast California,138,1.00357,138.493,-79.78,32.9768,-117.1723,,,,,,0,0,7,1
28486,SAN DIEGO 24 2,Southeast California,138,1.00338,138.466,-79.81,32.9768,-117.1723,46.38,8.19,,,,0,0,7,1
28487,SAN DIEGO 25 1,Southeast California,138,1.00585,138.807,-79.82,33.013,-117.149,,,,,,0,0,7,1
28488,SAN DIEGO 25 2,Southeast California,138,1.00611,138.843,-79.79,33.013,-117.149,,,,,,0,0,7,1
28489,SAN DIEGO 25 3,Southeast California,138,1.00563,138.776,-79.85,33.013,-117.149,46.38,11.7,,,,0,0,7,1
28490,SAN DIEGO 26 1,Southeast California,138,1.01941,140.678,-78.65,32.7997,-117.0633,28.51,6.65,,,,0,0,7,1
28491,IMPERIAL BEACH 1,Southeast California,138,1.01919,140.649,-78.93,32.5085,-117.1748,,,,,,0,0,7,1
28492,IMPERIAL BEACH 2,Southeast California,138,1.01909,140.634,-78.94,32.5085,-117.1748,23.15,5.28,,,,0,0,7,1
28493,SAN DIEGO 27 1,Southeast California,138,1.01211,139.672,-78.51,32.6909,-117.1093,,,,,,0,0,7,1
28494,SAN DIEGO 27 2,Southeast California,138,1.01176,139.624,-78.54,32.6909,-117.1093,50.46,22.29,,,,0,0,7,1
28495,SAN DIEGO 28 1,Southeast California,138,1.01439,139.987,-78.56,32.7813,-117.1737,,,,,,0,0,7,1
28496,SAN DIEGO 28 2,Southeast California,138,1.01414,139.952,-78.59,32.7813,-117.1737,50.46,10.91,,,,0,0,7,1
28497,SAN DIEGO 29 1,Southeast California,138,1.02159,140.979,-78.54,32.617,-117.0206,38.94,4.02,,,,0,0,7,1
28498,SAN DIEGO 30 1,Southeast California,138,1.01469,140.027,-78.79,32.6511,-117.1541,64.73,11.03,,,,0,0,7,1
28499,ESCONDIDO 2 1,Southeast California,138,1.01432,139.976,-79,33.1302,-117.1453,,,,,,0,0,7,1
28500,ESCONDIDO 2 2,Southeast California,138,1.014,139.932,-79.03,33.1302,-117.1453,44.03,18.15,,,,0,0,7,1
28501,ESCONDIDO 2 3,Southeast California,138,1.0146,140.015,-78.98,33.1302,-117.1453,,,,,,0,0,7,1
28502,ESCONDIDO 3 1,Southeast California,345,1.02072,352.149,-73.84,33.1919,-117.0338,,,,,,0,0,7,1
28503,ESCONDIDO 3 2,Southeast California,138,1.02217,141.06,-78.18,33.1919,-117.0338,78.3,18.02,,,,0,0,7,1
28504,MORENO VALLEY 6 1,Southeast California,138,1.01377,139.901,-79.29,33.8443,-117.1644,,,,,,0,0,7,1
28505,MORENO VALLEY 6 2,Southeast California,138,1.0135,139.863,-79.31,33.8443,-117.1644,35.17,16.26,,,,0,0,7,1
28506,MORENO VALLEY 7 1,Southeast California,138,1.02111,140.913,-78.56,33.9133,-117.1631,,,,,,0,0,7,1
28507,MORENO VALLEY 7 2,Southeast California,138,1.02091,140.885,-78.58,33.9133,-117.1631,35.17,10.17,,,,0,0,7,1
28508,MORENO VALLEY 7 3,Southeast California,138,1.02132,140.942,-78.54,33.9133,-117.1631,,,,,,0,0,7,1
28509,TEMECULA 1 1,Southeast California,138,1.02143,140.958,-77.85,33.5754,-117.0399,34.44,15.1,,,,0,0,7,1
28510,TEMECULA 2 1,Southeast California,138,1.01744,140.407,-78.41,33.5171,-117.0867,34.44,6.83,,,,0,0,7,1
28511,NATIONAL CITY 1 1,Southeast California,138,1.01424,139.965,-78.7,32.6418,-117.0609,,,,,,0,0,7,1
28512,NATIONAL CITY 1 2,Southeast California,138,1.01388,139.916,-78.73,32.6418,-117.0609,54.29,18.94,,,,0,0,7,1
28513,NATIONAL CITY 1 3,Southeast California,138,1.01456,140.01,-78.67,32.6418,-117.0609,,,,,,0,0,7,1
28514,NATIONAL CITY 2 1,Southeast California,138,1.01171,139.616,-78.55,32.6859,-117.0988,,,,,,0,0,7,1
28515,NATIONAL CITY 2 2,Southeast California,138,1.01147,139.582,-78.58,32.6859,-117.0988,54.29,12.15,,,,0,0,7,1
28516,NATIONAL CITY 2 3,Southeast California,138,1.01199,139.654,-78.52,32.6859,-117.0988,,,,,,0,0,7,1
28517,NATIONAL CITY 2 4,Southeast California,138,1.01171,139.616,-78.55,32.6859,-117.0988,,,,,,0,0,7,1
28518,SAN DIEGO 31 1,Southeast California,138,1.01676,140.314,-78.57,32.6845,-117.1823,63.84,18.14,,,,0,0,7,1
28519,SAN DIEGO 31 2,Southeast California,138,1.01709,140.358,-78.53,32.6845,-117.1823,,,,,,0,0,7,1
28520,SAN DIEGO 32 1,Southeast California,138,1.00965,139.332,-78.7,32.7143,-117.0793,,,,,,0,0,7,1
28521,SAN DIEGO 32 2,Southeast California,138,1.00927,139.279,-78.73,32.7143,-117.0793,62.83,21.83,,,,0,0,7,1
28522,SAN DIEGO 33 1,Southeast California,138,1.019,140.622,-78.14,32.8659,-117.0979,51.08,17.94,,,,0,0,7,1
28523,SAN DIEGO 34 1,Southeast California,138,1.02111,140.913,-78.04,32.9234,-117.1082,29.51,6.1,,,,0,0,7,1
28524,ESCONDIDO 4 1,Southeast California,138,1.0134,139.849,-78.96,33.1891,-117.1684,53.52,22.24,,,,0,0,7,1
28525,ESCONDIDO 5 1,Southeast California,138,1.0106,139.463,-78.71,33.0739,-117.0242,44.98,6.73,,,,0,0,7,1
28526,SAN DIEGO 35 1,Southeast California,138,1.0129,139.78,-78.51,32.838,-117.091,,,,,,0,0,7,1
28527,SAN DIEGO 35 2,Southeast California,138,1.01243,139.716,-78.56,32.838,-117.091,80.1,28.77,,,,0,0,7,1
28528,SAN DIEGO 35 3,Southeast California,138,1.01341,139.85,-78.47,32.838,-117.091,,,,,,0,0,7,1
28529,SAN DIEGO 35 4,Southeast California,138,1.0129,139.78,-78.51,32.838,-117.091,,,,,,0,0,7,1
28530,SAN DIEGO 36 1,Southeast California,138,1.02113,140.916,-78.35,32.7811,-116.9774,52.7,21.81,,,,0,0,7,1
28531,MENTONE 1,Southeast California,138,1.02262,141.121,-77.22,34.0942,-117.0893,24.07,10.19,,,,0,0,7,1
28532,SAN DIEGO 37 1,Southeast California,138,1.01026,139.416,-77.24,33.0329,-116.9883,,,,,,0,0,7,1
28533,SAN DIEGO 37 2,Southeast California,138,1.01009,139.393,-77.26,33.0329,-116.9883,42.74,7.65,,,,0,0,7,1
28534,SAN DIEGO 37 3,Southeast California,138,1.01045,139.442,-77.21,33.0329,-116.9883,,,,,,0,0,7,1
28535,SAN DIEGO 38 1,Southeast California,345,1.0157,350.415,-74.63,32.9785,-116.9747,,,,,,0,0,7,1
28536,SAN DIEGO 38 2,Southeast California,138,1.01137,139.569,-77.69,32.9785,-116.9747,,,,,,0,0,7,1
28537,SAN DIEGO 38 3,Southeast California,13.8,1.01137,13.957,-77.69,32.9785,-116.9747,,,,,,0,0,7,1
28538,SAN DIEGO 38 4,Southeast California,13.8,1.01137,13.957,-77.69,32.9785,-116.9747,,,,,,0,0,7,1
28539,SAN DIEGO 38 5,Southeast California,1,1.01137,1.011,-77.69,32.9785,-116.9747,,,,,,0,0,7,1
28540,SAN DIEGO 38 6,Southeast California,345,1.01542,350.321,-74.66,32.9785,-116.9747,42.74,13.12,,,,0,0,7,1
28541,SAN DIEGO 39 1,Southeast California,138,1.01623,140.239,-78.81,32.7474,-117.0594,,,,,,0,0,7,1
28542,SAN DIEGO 39 2,Southeast California,138,1.01597,140.204,-78.84,32.7474,-117.0594,46.6,13.52,,,,0,0,7,1
28543,CHULA VISTA 1 1,Southeast California,345,1.01614,350.57,-74.49,32.6809,-117.1028,,,,,,0,0,7,1
28544,CHULA VISTA 1 2,Southeast California,138,1.0123,139.697,-78.47,32.6809,-117.1028,68.29,15.28,,,,0,0,7,1
28545,CHULA VISTA 2 1,Southeast California,138,1.01508,140.081,-78.84,32.6531,-117.044,,,,,,0,0,7,1
28546,CHULA VISTA 2 2,Southeast California,138,1.01479,140.042,-78.87,32.6531,-117.044,45.48,14.7,,,,0,0,7,1
28547,SAN DIEGO 40 1,Southeast California,138,1.01477,140.039,-78.77,32.6618,-117.1359,58.89,9.9,,,,0,0,7,1
28548,SAN DIEGO 41 1,Southeast California,345,1.01539,350.311,-74.55,32.7165,-117.0959,,,,,,0,0,7,1
28549,SAN DIEGO 41 2,Southeast California,138,1.00983,139.356,-78.64,32.7165,-117.0959,104.37,14.38,,,,0,0,7,1
28550,SAN DIEGO 41 3,Southeast California,13.8,1.00911,13.926,-80.09,32.7165,-117.0959,,,,,,0,0,7,1
28551,SAN DIEGO 41 4,Southeast California,1,1.00911,1.009,-80.09,32.7165,-117.0959,,,,,,0,0,7,1
28552,CHULA VISTA 3 1,Southeast California,138,1.01606,140.217,-78.97,32.6917,-116.9949,49.8,17.35,,,,0,0,7,1
28553,CHULA VISTA 4 1,Southeast California,138,1.0203,140.802,-78.73,32.5743,-117.0701,49.8,7.37,,,,0,0,7,1
28554,CHULA VISTA 5 1,Southeast California,138,1.01742,140.404,-79.16,32.5641,-117.131,49.8,9.11,,,,0,0,7,1
28555,CALIMESA 1,Southeast California,138,1.02309,141.186,-77.25,34.0086,-116.9585,14.02,1.04,,,,0,0,7,1
28556,WINCHESTER 1,Southeast California,138,1.02996,142.135,-78.42,33.7439,-117.0276,41.71,5.84,,,,0,0,7,1
28557,SAN DIEGO 42 1,Southeast California,138,1.01662,140.293,-78.91,32.6211,-117.0908,31.61,15.82,,,,0,0,7,1
28558,SAN DIEGO 42 2,Southeast California,138,1.01687,140.328,-78.89,32.6211,-117.0908,,,,,,0,0,7,1
28559,SAN DIEGO 42 3,Southeast California,138,1.01662,140.293,-78.91,32.6211,-117.0908,,,,,,0,0,7,1
28560,SAN DIEGO 43 1,Southeast California,138,1.01025,139.415,-78.87,32.7219,-117.1105,,,,,,0,0,7,1
28561,SAN DIEGO 43 2,Southeast California,138,1.01013,139.397,-78.89,32.7219,-117.1105,31.61,4.87,,,,0,0,7,1
28562,SAN YSIDRO 1,Southeast California,138,1.01664,140.297,-79.22,32.5364,-117.1253,49.63,15.82,,,,0,0,7,1
28563,SAN YSIDRO 2,Southeast California,138,1.01696,140.341,-79.19,32.5364,-117.1253,,,,,,0,0,7,1
28564,TEMECULA 3 1,Southeast California,138,1.01633,140.253,-78.51,33.4461,-117.1408,,,,,,0,0,7,1
28565,TEMECULA 3 2,Southeast California,138,1.01606,140.216,-78.55,33.4461,-117.1408,65.24,11.21,,,,0,0,7,1
28566,TEMECULA 4 1,Southeast California,345,1.00177,345.612,-75.7,33.5484,-116.9854,,,,,,0,0,7,1
28567,TEMECULA 4 2,Southeast California,138,1.03079,142.249,-77.2,33.5484,-116.9854,65.24,16.53,,,,0,0,7,1
28568,HEMET 1 1,Southeast California,138,1.03451,142.763,-78.39,33.7109,-117.075,52.54,16.18,,,,0,0,7,1
28569,HEMET 2 1,Southeast California,138,1.02669,141.684,-77.28,33.6598,-117.0372,35.51,7.42,,,,0,0,7,1
28570,SAN DIEGO 44 1,Southeast California,138,1.02537,141.501,-78.9,32.7927,-117.08,,,,,108.29,0,0,7,1
28571,SAN DIEGO 44 2,Southeast California,138,1.02518,141.475,-78.92,32.7927,-117.08,41.5,6.85,,,,0,0,7,1
28572,SAN DIEGO 44 3,Southeast California,138,1.02428,141.351,-78.86,32.7927,-117.08,,,,,,0,0,7,1
28573,LA MESA 1 1,Southeast California,138,1.01938,140.674,-78.75,32.6905,-116.9475,34.26,14.16,,,,0,0,7,1
28574,LA MESA 2 1,Southeast California,345,1.01258,349.34,-74.41,32.7231,-116.9267,,,,,,0,0,7,1
28575,LA MESA 2 2,Southeast California,138,1.02485,141.429,-78.34,32.7231,-116.9267,57.18,16.95,,,,0,0,7,1
28576,SAN JACINTO 1 1,Southeast California,138,1.02602,141.591,-77.94,33.8187,-116.9367,28.17,5.09,,,,0,0,7,1
28577,POWAY 1 1,Southeast California,138,1.00633,138.874,-78.74,32.9831,-117.0227,43.11,9.96,,,,0,0,7,1
28578,POWAY 2 1,Southeast California,138,1.01,139.38,-78.65,32.8976,-117.0217,,,,,,0,0,7,1
28579,POWAY 2 2,Southeast California,138,1.0096,139.324,-78.69,32.8976,-117.0217,72.62,18.3,,,,0,0,7,1
28580,BONITA 1,Southeast California,138,1.01537,140.122,-78.98,32.6888,-117.0141,60.38,12.21,,,,0,0,7,1
28581,YUCAIPA 1 1,Southeast California,345,1.02056,352.094,-73.96,34.0687,-117.0064,,,,,,0,0,7,1
28582,YUCAIPA 1 2,Southeast California,138,1.02618,141.613,-76.44,34.0687,-117.0064,58.11,8.72,,,,0,0,7,1
28583,YUCAIPA 2 1,Southeast California,138,1.01694,140.337,-78.08,33.9566,-117.058,,,,,,0,0,7,1
28584,YUCAIPA 2 2,Southeast California,138,1.01669,140.303,-78.11,33.9566,-117.058,47.35,11.72,,,,0,0,7,1
28585,SAN DIEGO 45 1,Southeast California,138,1.02047,140.825,-78.38,32.6091,-116.9155,,,,,,0,0,7,1
28586,SAN DIEGO 45 2,Southeast California,138,1.02029,140.8,-78.41,32.6091,-116.9155,48.12,3.7,,,,0,0,7,1
28587,SAN DIEGO 46 1,Southeast California,138,1.02247,141.101,-78,32.562,-116.9267,47.82,6.47,,,,0,0,7,1
28588,SAN DIEGO 46 2,Southeast California,138,1.02266,141.127,-77.97,32.562,-116.9267,,,,,,0,0,7,1
28589,SAN DIEGO 47 1,Southeast California,138,1.0228,141.146,-78.36,32.549,-117.0402,47.82,19.29,,,,0,0,7,1
28590,LA MESA 3 1,Southeast California,138,1.0213,140.94,-78.4,32.823,-116.908,28.6,8.76,,,,0,0,7,1
28591,SPRING VALLEY 1 1,Southeast California,138,1.02197,141.031,-78.55,32.7538,-116.9264,52.53,5.35,,,,0,0,7,1
28592,SPRING VALLEY 2 1,Southeast California,138,1.02118,140.923,-78.41,32.7923,-116.9998,,,,,,0,0,7,1
28593,SPRING VALLEY 2 2,Southeast California,138,1.02106,140.906,-78.44,32.7923,-116.9998,52.53,2.14,,,,0,0,7,1
28594,SANTEE 1 1,Southeast California,138,1.01418,139.956,-78.47,32.7973,-117.0363,48.08,14.24,,,,0,0,7,1
28595,SANTEE 2 1,Southeast California,138,1.01267,139.748,-78.61,32.8469,-117.0469,48.08,13.03,,,,0,0,7,1
28596,BEAUMONT 1 1,Southeast California,138,1.01759,140.428,-78.01,33.9222,-117.0534,39.24,3.12,,,,0,0,7,1
28597,BEAUMONT 2 1,Southeast California,138,1.02208,141.047,-76.99,33.9164,-116.8931,43.83,13.12,,,,0,0,7,1
28598,CHULA VISTA 6 1,Southeast California,345,1.01533,350.29,-74.14,32.5538,-117.0248,,,,,,0,0,7,1
28599,CHULA VISTA 6 2,Southeast California,138,1.02485,141.429,-78.24,32.5538,-117.0248,63.36,32.1,,,,0,0,7,1
28600,CHULA VISTA 7 1,Southeast California,138,1.01728,140.385,-78.82,32.6799,-116.9089,36.87,12.16,,,,0,0,7,1
28601,CHULA VISTA 7 2,Southeast California,138,1.01752,140.418,-78.8,32.6799,-116.9089,,,,,,0,0,7,1
28602,CHULA VISTA 7 3,Southeast California,138,1.01728,140.385,-78.82,32.6799,-116.9089,,,,,,0,0,7,1
28603,ESCONDIDO 6 1,Southeast California,138,1.00917,139.266,-78.57,33.0739,-117.0551,48.49,19.58,,,,0,0,7,1
28604,ESCONDIDO 7 1,Southeast California,138,1.01542,140.128,-78.53,33.1746,-117.0113,48.89,29.59,,,,0,0,7,1
28605,EL CAJON 1 1,Southeast California,138,1.01157,139.597,-79.01,32.7647,-117.0517,,,,,,0,0,7,1
28606,EL CAJON 1 2,Southeast California,138,1.0119,139.643,-78.98,32.7647,-117.0517,,,,,,0,0,7,1
28607,EL CAJON 1 3,Southeast California,138,1.01123,139.55,-79.04,32.7647,-117.0517,51.99,17.23,,,,0,0,7,1
28608,EL CAJON 2 1,Southeast California,138,1.01386,139.913,-78.62,32.8365,-117.045,,,,,,0,0,7,1
28609,EL CAJON 2 2,Southeast California,138,1.01359,139.875,-78.65,32.8365,-117.045,51.99,12.61,,,,0,0,7,1
28610,BARSTOW 1,Southeast California,138,1.0183,140.526,-67.76,34.9763,-116.8835,61.03,14.27,,,0,0,0,7,1
28611,HEMET 3 1,Southeast California,138,1.0288,141.974,-77.33,33.6727,-116.9459,30.2,8.9,,,,0,0,7,1
28612,HEMET 4 1,Southeast California,138,1.02819,141.89,-77.87,33.7651,-116.9533,30.2,13.17,,,,0,0,7,1
28613,CHULA VISTA 8 1,Southeast California,138,1.02201,141.037,-78.34,32.5389,-117.0733,,,,,,0,0,7,1
28614,CHULA VISTA 8 2,Southeast California,138,1.02182,141.011,-78.37,32.5389,-117.0733,44.39,8.52,,,,0,0,7,1
28615,CHULA VISTA 9 1,Southeast California,138,1.01932,140.666,-78.55,32.6254,-116.939,27.81,3.58,,,,0,0,7,1
28616,SAN JACINTO 2 1,Southeast California,138,1.02845,141.926,-78.21,33.7511,-116.9849,27.21,2,,,,0,0,7,1
28617,SAN JACINTO 2 2,Southeast California,138,1.02855,141.939,-78.19,33.7511,-116.9849,,,,,,0,0,7,1
28618,SAN JACINTO 3 1,Southeast California,138,1.0256,141.532,-77.84,33.8452,-116.921,27.21,3.22,,,,0,0,7,1
28619,LUCERNE VALLEY 1,Southeast California,138,1.02394,141.303,-72.34,34.6052,-116.882,,,,,,0,0,7,1
28620,LUCERNE VALLEY 2,Southeast California,138,1.02388,141.295,-72.34,34.6052,-116.882,11.62,2.46,,,,0,0,7,1
28621,LAKESIDE 1 1,Southeast California,138,1.01552,140.142,-78.13,32.8654,-116.9358,39.76,22.81,,,,0,0,7,1
28622,LAKESIDE 1 2,Southeast California,138,1.01587,140.19,-78.1,32.8654,-116.9358,,,,,,0,0,7,1
28623,LAKESIDE 2 1,Southeast California,138,1.01608,140.219,-78.04,32.892,-116.9073,37.15,17.52,,,,0,0,7,1
28624,HEMET 5 1,Southeast California,138,1.02102,140.901,-77.27,33.5711,-116.8762,47.12,12.16,,,,0,0,7,1
28625,HEMET 6 1,Southeast California,345,1.00898,348.097,-75.04,33.7264,-116.9384,,,,,,0,0,7,1
28626,HEMET 6 2,Southeast California,138,1.03166,142.368,-77.17,33.7264,-116.9384,,,,,,0,0,7,1
28627,HEMET 6 3,Southeast California,345,1.00877,348.027,-75.07,33.7264,-116.9384,40.26,9.94,,,,0,0,7,1
28628,EL CAJON 3 1,Southeast California,138,1.02272,141.135,-78.52,32.8161,-116.854,54.35,5.88,,,,0,0,7,1
28629,EL CAJON 4 1,Southeast California,138,1.02259,141.117,-78.53,32.7444,-116.9228,,,,,,0,0,7,1
28630,EL CAJON 4 2,Southeast California,138,1.02238,141.088,-78.55,32.7444,-116.9228,38.34,9.88,,,,0,0,7,1
28631,EL CAJON 5 1,Southeast California,345,1.01371,349.729,-74.79,32.9052,-116.8731,,,,,,0,0,7,1
28632,EL CAJON 5 2,Southeast California,138,1.02142,140.955,-77.86,32.9052,-116.8731,58.56,10.56,,,,0,0,7,1
28633,EL CAJON 6 1,Southeast California,138,1.00375,138.517,-78.17,32.9209,-116.7762,64.75,8.4,,,,0,0,7,1
28634,EL CAJON 6 2,Southeast California,138,1.00397,138.548,-78.13,32.9209,-116.7762,,,,,,0,0,7,1
28635,RAMONA 1 1,Southeast California,138,1.00984,139.359,-77.68,33.0004,-116.9494,,,,,,0,0,7,1
28636,RAMONA 1 2,Southeast California,138,1.00969,139.337,-77.7,33.0004,-116.9494,31.87,8.08,,,,0,0,7,1
28637,RAMONA 2 1,Southeast California,138,1.00947,139.307,-77.75,32.9954,-116.8914,34.11,13.83,,,,0,0,7,1
28638,BANNING 1 1,Southeast California,138,1.02648,141.655,-76.06,34.0264,-116.8598,,,,,,0,0,7,1
28639,BANNING 1 2,Southeast California,138,1.02634,141.636,-76.08,34.0264,-116.8598,32.56,4.03,,,,0,0,7,1
28640,BANNING 2 1,Southeast California,138,1.02512,141.466,-76,34.0129,-116.8248,28.47,12.83,,,,0,0,7,1
28641,BIG BEAR CITY 1,Southeast California,138,1.02142,140.957,-73.34,34.3118,-116.7965,23.99,5.4,,,,0,0,7,1
28642,JAMUL 1,Southeast California,138,1.0119,139.642,-78.84,32.7332,-116.7898,17.31,6.12,,,,0,0,7,1
28643,JAMUL 2,Southeast California,138,1.012,139.657,-78.84,32.7332,-116.7898,,,,,,0,0,7,1
28644,ALPINE 1 1,Southeast California,138,1.0053,138.732,-78.61,32.8721,-116.737,35.31,8.84,,,,0,0,7,1
28645,FORT IRWIN 1,Southeast California,138,1.02651,141.658,-69.48,35.1807,-116.6513,22.04,11.09,,,,0,0,7,1
28646,ANZA 1,Southeast California,138,1.02327,141.211,-76.25,33.43,-116.561,12.03,2.52,,,,0,0,7,1
28647,PALM SPRINGS 1 1,Southeast California,138,1.02855,141.939,-75.83,33.8203,-116.6549,30.63,8.36,,,,0,0,7,1
28648,PALM SPRINGS 2 1,Southeast California,138,1.03216,142.438,-74.67,33.9086,-116.6016,25.79,8.96,,,,0,0,7,1
28649,DESERT HOT SPRINGS 1 1,Southeast California,138,1.03185,142.396,-74.71,33.8616,-116.5073,31.25,9.49,,,,0,0,7,1
28650,DESERT HOT SPRINGS 1 2,Southeast California,13.8,1.03185,14.24,-74.71,33.8616,-116.5073,,,,,,0,0,7,1
28651,DESERT HOT SPRINGS 1 3,Southeast California,13.8,1.03185,14.24,-74.71,33.8616,-116.5073,,,,,,0,0,7,1
28652,DESERT HOT SPRINGS 1 4,Southeast California,1,1.03185,1.032,-74.71,33.8616,-116.5073,,,,,,0,0,7,1
28653,DESERT HOT SPRINGS 2 1,Southeast California,138,1.02685,141.705,-75.66,34.0342,-116.5553,37.71,11.97,,,,0,0,7,1
