TSMachine,MargCost $/MWh,MVABase,MWMax,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MWMin,MvarMin,MvarMax,CostModel,PartFact,Fuel Cost $/MBTU,Heat Rate MBTU/MWh
GENROU,19.52,29.72,27,40707,NG (Natural Gas),NOGALES 2 4,2,Closed,26.89,13.74,1.0291,YES,YES,3.68,-3,13.74,Cubic,27,4.019,4.856929584
GENROU,18.6,34.33,27,40707,NG (Natural Gas),NOGALES 2 4,1,Closed,26.89,13.74,1.0291,YES,YES,11.45,-3,13.74,Cubic,27,4.019,4.62801692
GENROU,18.62,31.35,27,40706,NG (Natural Gas),NOGALES 2 3,2,Closed,26.89,13.74,1.0291,YES,YES,5.22,-3,13.74,Cubic,27,4.256,4.375
GENROU,14.11,35.97,27,40858,BIT (Bituminous Coal),TUCSON 50 8,1,Closed,26.89,12.58,1.03328,YES,YES,4.32,-3.29,12.58,Cubic,27,1.75,8.062857143
GENROU,18.44,27.07,27,40859,BIT (Bituminous Coal),TUCSON 50 9,1,Closed,26.89,-3.29,1.02998,YES,YES,10.94,-3.29,12.58,Cubic,27,2.288,8.059440559
GENROU,17.98,31.33,26.95,40806,NG (Natural Gas),TUCSON 49 2,3,Closed,26.84,-2.99,1.01381,YES,YES,10.91,-2.99,13.72,Cubic,26.95,3.905,4.604353393
GENROU,18.07,31.73,26.95,40806,NG (Natural Gas),TUCSON 49 2,1,Closed,26.84,-2.99,1.01381,YES,YES,6.86,-2.99,13.72,Cubic,26.95,3.905,4.627400768
GENSAL,0,43.63,39,20462,WAT (Water),REDDING 9 1,2,Closed,26.81,3.83,1.02018,NO,YES,16.08,-1.91,14.98,Cubic,39,0,
GENSAL,0,56.77,52.33,11021,WAT (Water),GRAND COULEE 11,1,Closed,26.5,20.1,1.041,NO,YES,14.07,-2.56,20.1,Cubic,52.33,0,
GENROU,20.42,36.89,26.6,60695,NG (Natural Gas),ALAMOSA 2 2,2,Closed,26.49,4.64,1.02312,YES,YES,5.87,-2.95,13.54,Cubic,26.6,4.502,4.535761884
GENROU,18.46,29.97,26.6,60848,NG (Natural Gas),RIFLE 2 2,2,Closed,26.49,13.54,1.04,YES,YES,10.87,-2.95,13.54,Cubic,26.6,4.142,4.456784162
,0,34.65,30,30293,SUN (Solar),LAS VEGAS 68 2,1,Closed,26.49,0,1.04,NO,YES,13.97,0,0,Cubic,30,0,
,0,40.95,30,23385,SUN (Solar),INYOKERN 3 1,3,Closed,26.4,0,1.0192,NO,YES,11.21,0,0,Cubic,30,0,
GENROU,17.62,29.65,26.4,21637,NG (Natural Gas),STANFORD 2 6,1,Closed,26.29,13.44,1.02124,YES,YES,10.7,-2.93,13.44,Cubic,26.4,3.808,4.62710084
GENROU,15.13,30.82,26.4,21636,NG (Natural Gas),STANFORD 2 5,1,Closed,26.29,13.44,1.03713,YES,YES,4.22,-2.93,13.44,Cubic,26.4,3.27,4.626911315
GENSAL,0,46.66,38.1,13454,WAT (Water),BLUE RIVER 2,3,Closed,26.18,3.6,1.036,NO,YES,8.56,-1.87,14.63,Cubic,38.1,0,
,0,60,41.62,28746,SUN (Solar),DESERT CENTER 10,1,Closed,26.15,0,1.01156,NO,YES,5.52,0,0,Cubic,41.62,0,
,0,43.35,34.2,25872,SUN (Solar),BORON 1 4,1,Closed,26.08,0,1.0192,NO,YES,12.59,0,0,Cubic,34.2,0,
GENSAL,0,48.58,43.2,60811,WAT (Water),MONTROSE 5 1,1,Closed,26.08,16.59,1.043,NO,YES,4.84,-2.12,16.59,Cubic,43.2,0,
GENROU,22.01,79.54,59.82,30429,NG (Natural Gas),NORTH LAS VEGAS 11 1,5,Closed,25.95,24.12,1.0192,YES,YES,25.07,-6.64,30.45,Cubic,59.82,4.639,4.744557017
GENROU,20.64,50.57,38,60635,NG (Natural Gas),FOUNTAIN 3 2,6,Closed,25.94,-4.22,1.03047,YES,YES,6.45,-4.22,19.34,Cubic,38,4.001,5.158710322
,0,30.21,25.8,40779,SUN (Solar),BUCKEYE 4 3,1,Closed,25.8,0,1.04167,NO,YES,12.41,0,0,Cubic,25.8,0,
GENROU,18.1,34.85,25.7,28792,NG (Natural Gas),ESCONDIDO 9 3,1,Closed,25.6,13.08,1.038,YES,YES,7.17,-2.85,13.08,Cubic,25.7,3.912,4.626789366
GENROU,17.9,30.9,25.7,28791,NG (Natural Gas),ESCONDIDO 9 2,1,Closed,25.6,13.08,1.038,YES,YES,7.01,-2.85,13.08,Cubic,25.7,3.87,4.625322997
GENSAL,0,41.36,35,10695,WAT (Water),RANDLE 3,1,Closed,25.55,4.19,1.04401,NO,YES,13.7,-1.71,13.44,Cubic,35,0,
GENSAL,0,33.83,27.6,74307,WAT (Water),BRUNEAU 1,1,Closed,25.47,7.27,1.038,NO,YES,2.83,-1.35,10.6,Cubic,27.6,0,
GENROU,21.3,223.07,178.67,30342,NG (Natural Gas),BOULDER CITY 4 5,1,Closed,25.45,10.32,1.01724,YES,YES,22.83,-19.83,90.94,Cubic,178.67,4.409,4.831027444
,0,35.78,25.4,28918,WND (Wind),DESERT HOT SPRINGS 5 2,1,Closed,25.4,-3.66,1.02116,NO,YES,12.36,-3.66,5.41,Cubic,25.4,0,
,0,54.29,52.28,28744,SUN (Solar),DESERT CENTER 8,1,Closed,25.36,0,1.01156,NO,YES,5.47,0,0,Cubic,52.28,0,
,0,45.32,34.2,25869,SUN (Solar),BORON 1 1,1,Closed,25.25,0,1.0192,NO,YES,11.79,0,0,Cubic,34.2,0,
,0,41.58,29.13,28751,SUN (Solar),CALEXICO 3 3,2,Closed,25.12,0,1.00869,NO,YES,9.91,0,0,Cubic,29.13,0,
GENROU,21.22,78.12,77.1,60766,NG (Natural Gas),LIMON 4 1,1,Closed,25.1,-8.56,1.0192,YES,YES,23.97,-8.56,39.24,Cubic,77.1,4.521,4.693651847
,0,37.41,25.8,40779,SUN (Solar),BUCKEYE 4 3,2,Closed,25.02,0,1.04167,NO,YES,9.42,0,0,Cubic,25.8,0,
GENSAL,0,28.91,25,10998,WAT (Water),LAKEBAY 3 2,2,Closed,25,-1.22,1.00476,NO,YES,6.51,-1.22,9.6,Cubic,25,0,
GENSAL,0,32.61,25,74261,WAT (Water),BLISS 1,1,Closed,25,-1.22,1.0192,NO,YES,7.37,-1.22,9.6,Cubic,25,0,
,0,25.1,25,23390,SUN (Solar),STOCKTON 15 2,3,Closed,25,0,1.0192,NO,YES,9.84,0,0,Cubic,25,0,
GENSAL,0,45.65,33,20357,WAT (Water),STRAWBERRY VALLEY 3 1,3,Closed,24.92,-1.62,1.0192,NO,YES,5.1,-1.62,12.67,Cubic,33,0,
GENSAL,0,33.03,27.6,74307,WAT (Water),BRUNEAU 1,3,Closed,24.9,7.27,1.038,NO,YES,12,-1.35,10.6,Cubic,27.6,0,
,0,36.32,28.5,26091,SUN (Solar),DELANO 4 2,2,Closed,24.88,0,1.0192,NO,YES,5.6,0,0,Cubic,28.5,0,
,0,33.88,30.73,23333,SUN (Solar),INYOKERN 2 3,2,Closed,24.87,0,1.00842,NO,YES,9.8,0,0,Cubic,30.73,0,
,0,29.7,29.7,70115,WND (Wind),ROCK RIVER 1 4,1,Closed,24.86,6.33,1.044,NO,YES,10.96,-4.28,6.33,Cubic,29.7,0,
GENROU,15.47,24.9,24.9,23351,NG (Natural Gas),TURLOCK 4 2,2,Closed,24.8,12.67,1.02756,YES,YES,10.44,-2.76,12.67,Cubic,24.9,3.542,4.367588933
GENROU,16.38,27.54,24.9,23351,NG (Natural Gas),TURLOCK 4 2,1,Closed,24.8,12.67,1.02756,YES,YES,11.66,-2.76,12.67,Cubic,24.9,3.542,4.624505929
GENROU,15.03,30.4,24.9,25964,NG (Natural Gas),BAKERSFIELD 27 3,1,Closed,24.8,-2.76,1.02116,YES,YES,6.75,-2.76,12.67,Cubic,24.9,3.251,4.623192864
GENROU,16.74,28.13,24.9,28835,NG (Natural Gas),BRAWLEY 3 1,3,Closed,24.8,12.67,1.038,YES,YES,3.47,-2.76,12.67,Cubic,24.9,3.665,4.567530696
GENROU,17.64,27.5,24.9,28835,NG (Natural Gas),BRAWLEY 3 1,2,Closed,24.8,12.67,1.038,YES,YES,10.94,-2.76,12.67,Cubic,24.9,3.665,4.813096862
GENROU,14.05,27.88,24.9,25980,NG (Natural Gas),BAKERSFIELD 28 2,2,Closed,24.8,-2.76,1.01139,YES,YES,7.22,-2.76,12.67,Cubic,24.9,3.806,3.691539674
GENROU,17.6,34.32,24.9,25980,NG (Natural Gas),BAKERSFIELD 28 2,1,Closed,24.8,-2.76,1.01139,YES,YES,3.58,-2.76,12.67,Cubic,24.9,3.806,4.624277457
GENROU,16.8,27.8,24.9,25963,NG (Natural Gas),BAKERSFIELD 27 2,1,Closed,24.8,-2.76,1.02116,YES,YES,5.33,-2.76,12.67,Cubic,24.9,3.634,4.623004953
GENROU,16.18,24.9,24.9,25961,NG (Natural Gas),BAKERSFIELD 26 3,1,Closed,24.8,12.67,1.03756,YES,YES,10.23,-2.76,12.67,Cubic,24.9,3.498,4.625500286
GENROU,18.71,29.56,24.9,25960,NG (Natural Gas),BAKERSFIELD 26 2,1,Closed,24.8,12.67,1.03756,YES,YES,12.35,-2.76,12.67,Cubic,24.9,4.047,4.623177662
GENSAL,0,46.99,34.88,23311,WAT (Water),AUBERRY 2 1,4,Closed,24.68,-1.71,1.0241,NO,YES,15.43,-1.71,13.39,Cubic,34.88,0,
GENROU,15.98,24.65,24.65,25982,NG (Natural Gas),GOLETA 4 1,2,Closed,24.55,12.55,1.041,YES,YES,5.56,-2.74,12.55,Cubic,24.65,3.776,4.231991525
GENROU,17.46,25.06,24.65,25982,NG (Natural Gas),GOLETA 4 1,1,Closed,24.55,12.55,1.041,YES,YES,11.41,-2.74,12.55,Cubic,24.65,3.776,4.623940678
GENROU,16.28,24.6,24.6,20499,NG (Natural Gas),REDDING 12 3,1,Closed,24.5,0.8,1.02312,YES,YES,4.86,-2.73,12.52,Cubic,24.6,3.521,4.623686453
GENROU,16.34,25.8,24.6,20503,NG (Natural Gas),REDDING 12 7,2,Closed,24.5,12.52,1.02214,YES,YES,9.38,-2.73,12.52,Cubic,24.6,4.534,3.603881782
GENSAL,0,24.51,24.5,13655,WAT (Water),TRAIL 1,1,Closed,24.5,-1.2,1.01626,NO,YES,10.76,-1.2,9.41,Cubic,24.5,0,
GENSAL,0,34.6,30,28992,WAT (Water),PARKER DAM 5,1,Closed,24.48,-1.47,1.02596,NO,YES,10.31,-1.47,11.52,Cubic,30,0,
GENROU,16,34.27,24.5,13646,NG (Natural Gas),CLATSKANIE 4 2,3,Closed,24.4,-2.72,1.02018,YES,YES,4.49,-2.72,12.47,Cubic,24.5,3.431,4.663363451
GENROU,17.6,24.5,24.5,28872,NG (Natural Gas),CORONA 11 3,1,Closed,24.4,12.47,1.01011,YES,YES,9.93,-2.72,12.47,Cubic,24.5,3.808,4.621848739
GENROU,17.63,29.03,24.5,28871,NG (Natural Gas),CORONA 11 2,1,Closed,24.4,12.47,1.01011,YES,YES,4.53,-2.72,12.47,Cubic,24.5,3.813,4.623655914
,0,40.55,29,25951,WND (Wind),MOJAVE 5 7,1,Closed,24.36,-4.18,1.02622,NO,YES,10.64,-4.18,6.18,Cubic,29,0,
GENROU,16.03,24.6,24.4,25915,NG (Natural Gas),BAKERSFIELD 24 1,5,Closed,24.3,-2.71,1.01332,YES,YES,6.57,-2.71,12.42,Cubic,24.4,3.194,5.018785222
GENROU,17.44,33.14,24.4,25915,NG (Natural Gas),BAKERSFIELD 24 1,4,Closed,24.3,-2.71,1.01332,YES,YES,5.99,-2.71,12.42,Cubic,24.4,3.194,5.460237946
GENSAL,0,26.42,25.5,13578,WAT (Water),ESTACADA 2 3,1,Closed,24.18,3.63,1.034,NO,YES,12.54,-1.25,9.79,Cubic,25.5,0,
,0,42.54,35.8,28823,SUN (Solar),CALIPATRIA 2 1,1,Closed,24.07,0,1.04,NO,YES,15.12,0,0,Cubic,35.8,0,
GENSAL,0,30,30,28991,WAT (Water),PARKER DAM 4,2,Closed,23.98,-1.47,1.02596,NO,YES,11.84,-1.47,11.52,Cubic,30,0,
GENROU,19.2,24.6,24.07,30350,NG (Natural Gas),LAS VEGAS 71 3,2,Closed,23.98,12.25,1.038,YES,YES,7.71,-2.67,12.25,Cubic,24.08,4.538,4.23093874
GENROU,19.17,36.1,24.07,30349,NG (Natural Gas),LAS VEGAS 71 2,2,Closed,23.98,12.25,1.038,YES,YES,11.03,-2.67,12.25,Cubic,24.08,3.923,4.886566403
GENROU,18.13,27.29,24.07,30349,NG (Natural Gas),LAS VEGAS 71 2,1,Closed,23.98,12.25,1.038,YES,YES,2.64,-2.67,12.25,Cubic,24.08,3.923,4.621463166
GENROU,18.7,24.07,24.07,30332,NG (Natural Gas),LAS VEGAS 70 1,4,Closed,23.98,-2.67,1.01577,YES,YES,3.19,-2.67,12.25,Cubic,24.08,4.251,4.398964949
GENSAL,0,40,40,13583,WAT (Water),LOWELL 4 4,2,Closed,23.97,-1.96,1.02067,NO,YES,7.08,-1.96,15.36,Cubic,40,0,
GENSAL,0,36.89,36,40712,WAT (Water),PHOENIX 71 1,1,Closed,23.96,13.82,1.037,NO,YES,5.34,-1.76,13.82,Cubic,36,0,
GENROU,18.15,35.37,24,23352,NG (Natural Gas),TURLOCK 4 3,1,Closed,23.9,12.22,1.02756,YES,YES,3.65,-2.66,12.22,Cubic,24,3.928,4.620672098
,0,39.99,29,25917,WND (Wind),MOJAVE 3 1,1,Closed,23.84,6.18,1.0425,NO,YES,3.76,-4.18,6.18,Cubic,29,0,
GENSAL,0,32.27,27.95,10728,WAT (Water),SULTAN 2 1,1,Closed,23.81,-1.37,1.01773,NO,YES,13.76,-1.37,10.73,Cubic,27.95,0,
GENROU,20.49,29.87,23.8,60731,NG (Natural Gas),BRUSH 2 1,1,Closed,23.7,-2.64,1.0192,YES,YES,8.99,-2.64,12.11,Cubic,23.8,4.434,4.621109608
,0,29.13,29.13,28751,SUN (Solar),CALEXICO 3 3,1,Closed,23.52,0,1.00869,NO,YES,11.47,0,0,Cubic,29.13,0,
GENROU,16.28,24.65,23.5,28800,NG (Natural Gas),ONTARIO 8 2,1,Closed,23.4,11.96,1.0192,YES,YES,10.73,-2.61,11.96,Cubic,23.5,3.522,4.622373651
GENSAL,0,29.78,25.5,13577,WAT (Water),ESTACADA 2 2,1,Closed,23.33,7.26,1.034,NO,YES,8.51,-1.25,9.79,Cubic,25.5,0,
,0,43.65,39.7,29062,WND (Wind),CABAZON 1,1,Closed,23.31,-5.72,1.01969,NO,YES,4.39,-5.72,8.46,Cubic,39.7,0,
GENROU,16.48,23.73,23.3,25914,NG (Natural Gas),TUPMAN 1 2,2,Closed,23.21,7.31,1.03313,YES,YES,6.69,-2.59,11.86,Cubic,23.3,3.74,4.406417112
GENROU,17.28,28.96,23.3,25914,NG (Natural Gas),TUPMAN 1 2,1,Closed,23.21,7.31,1.03313,YES,YES,2.69,-2.59,11.86,Cubic,23.3,3.74,4.620320856
,0,43.93,30.6,53301,SUN (Solar),DEMING 4 2,2,Closed,23.18,0,1.0192,NO,YES,6.29,0,0,Cubic,30.6,0,
,0,36.72,29.4,70107,WND (Wind),CHEYENNE 6 1,1,Closed,23.13,5.48,1.037,NO,YES,13.01,-4.23,6.26,Cubic,29.4,0,
GENSAL,0,41.21,36.9,20330,WAT (Water),STRAWBERRY VALLEY 2 1,3,Closed,23.1,-1.81,1.0192,NO,YES,7.56,-1.81,14.17,Cubic,36.9,0,
GENSAL,0,36.18,35.4,20536,WAT (Water),BIG BEND 2 2,1,Closed,23.08,-1.73,1.02333,NO,YES,7.87,-1.73,13.59,Cubic,35.4,0,
GENSAL,0,35.08,35,10694,WAT (Water),RANDLE 2,1,Closed,23.02,4.19,1.04401,NO,YES,3.84,-1.71,13.44,Cubic,35,0,
GENROU,18.39,23.15,23.1,28995,NG (Natural Gas),COACHELLA 3 3,2,Closed,23.01,11.76,1.04487,YES,YES,9.29,-2.56,11.76,Cubic,23.1,3.926,4.684156903
GENROU,18.14,31.59,23.1,28995,NG (Natural Gas),COACHELLA 3 3,1,Closed,23.01,11.76,1.04487,YES,YES,5.57,-2.56,11.76,Cubic,23.1,3.926,4.620478859
GENROU,17.18,25.81,23.1,28994,NG (Natural Gas),COACHELLA 3 2,2,Closed,23.01,11.76,1.04487,YES,YES,2.82,-2.56,11.76,Cubic,23.1,3.672,4.678649237
GENROU,16.97,34.01,23.1,28994,NG (Natural Gas),COACHELLA 3 2,1,Closed,23.01,11.76,1.04487,YES,YES,10.57,-2.56,11.76,Cubic,23.1,3.672,4.621459695
,0,24.33,23,74270,WND (Wind),GLENNS FERRY 1 1,3,Closed,23,-3.31,1.0192,NO,YES,9.56,-3.31,4.9,Cubic,23,0,
GENSAL,0,30.61,30.2,77268,WAT (Water),GREAT FALLS 8 1,1,Closed,22.98,-1.48,1.04,NO,YES,6.15,-1.48,11.6,Cubic,30.2,0,
GENROU,22.3,66.16,63,30428,NG (Natural Gas),SPARKS 10 1,3,Closed,22.9,-5.34,1.0192,YES,YES,21.98,-6.99,32.07,Cubic,63,4.501,4.954454566
,0,42.42,28.7,25951,WND (Wind),MOJAVE 5 7,2,Closed,22.85,-4.13,1.02622,NO,YES,8.71,-4.13,6.11,Cubic,28.7,0,
GENSAL,0,31.77,26.8,11047,WAT (Water),COULEE CITY 2 1,1,Closed,22.81,-0.23,1.04,NO,YES,4.19,-1.31,10.29,Cubic,26.8,0,
,0,36.45,30,23298,SUN (Solar),INYOKERN 1 1,3,Closed,22.76,0,1.04,NO,YES,3.77,0,0,Cubic,30,0,
,0,25.59,24.9,13515,WND (Wind),CONDON 2,2,Closed,22.57,-3.59,1.01205,NO,YES,12.36,-3.59,5.3,Cubic,24.9,0,
GENSAL,0,29.92,27,77294,WAT (Water),GREAT FALLS 11 1,3,Closed,22.54,-1.32,1.0192,NO,YES,10.09,-1.32,10.37,Cubic,27,0,
,0,22.5,22.5,74259,WND (Wind),HAGERMAN 4 3,1,Closed,22.5,-3.24,1.051,NO,YES,4.46,-3.24,4.79,Cubic,22.5,0,
,0,47.67,33.3,29047,WND (Wind),NORTH PALM SPRINGS 7 2,1,Closed,22.41,-4.8,1.0192,NO,YES,8.68,-4.8,7.09,Cubic,33.3,0,
GENROU,17.09,23.42,22.5,26141,NG (Natural Gas),TORRANCE 8 5,1,Closed,22.41,11.45,1.03088,YES,YES,5.58,-2.5,11.45,Cubic,22.5,3.701,4.6176709
,0,31.3,31.3,60875,WND (Wind),PEETZ 5 1,3,Closed,22.36,-4.51,1.0192,NO,YES,11.31,-4.51,6.67,Cubic,31.3,0,
,0,38.94,28.33,40793,SUN (Solar),TONOPAH 3 1,1,Closed,22.35,0,1.0192,NO,YES,2.94,0,0,Cubic,28.33,0,
,0,31.85,29.13,28754,SUN (Solar),CALEXICO 3 6,1,Closed,22.2,0,1.00869,NO,YES,10.47,0,0,Cubic,29.13,0,
,0,35.18,31.3,60875,WND (Wind),PEETZ 5 1,2,Closed,22.13,-4.51,1.0192,NO,YES,7.03,-4.51,6.67,Cubic,31.3,0,
GENSAL,0,23.66,22.08,23326,WAT (Water),BIG CREEK 1 7,1,Closed,22.08,-1.08,1.02812,NO,YES,9.42,-1.08,8.48,Cubic,22.08,0,
,0,51.46,35,26093,SUN (Solar),BORON 3 2,1,Closed,22.08,0,1.01697,NO,YES,12.77,0,0,Cubic,35,0,
GENSAL,0,27.61,26.35,74322,WAT (Water),KIMBERLY 2 2,2,Closed,22.05,10.12,1.0324,NO,YES,10.19,-1.29,10.12,Cubic,26.35,0,
GENROU,18.43,33.15,22.1,26000,NG (Natural Gas),LOS ANGELES 80 2,2,Closed,22.01,-2.45,1.0192,YES,YES,4.82,-2.45,11.25,Cubic,22.1,3.509,5.252208606
GENSAL,0,40.42,30.2,77269,WAT (Water),GREAT FALLS 8 2,1,Closed,21.98,-1.48,1.0192,NO,YES,10.63,-1.48,11.6,Cubic,30.2,0,
,0,41.35,30,23385,SUN (Solar),INYOKERN 3 1,1,Closed,21.97,0,1.0192,NO,YES,8.87,0,0,Cubic,30,0,
GENSAL,0,33.07,29.6,10873,WAT (Water),WENATCHEE 5 1,1,Closed,21.91,-1.45,1.0192,NO,YES,12.84,-1.45,11.37,Cubic,29.6,0,
,0,31.87,30,60802,SUN (Solar),MOSCA 2,2,Closed,21.83,0,1.0192,NO,YES,8.97,0,0,Cubic,30,0,
,0,34.84,31.33,30434,SUN (Solar),BOULDER CITY 6 1,2,Closed,21.81,0,1.0192,NO,YES,7.96,0,0,Cubic,31.33,0,
GENROU,16.43,22.2,21.75,60696,BIT (Bituminous Coal),LAMAR 2 1,2,Closed,21.66,8.95,1.01626,YES,YES,10.26,-2.65,10.14,Cubic,21.75,2.081,7.895242672
GENROU,16.76,24.36,21.75,60696,BIT (Bituminous Coal),LAMAR 2 1,1,Closed,21.66,8.95,1.01626,YES,YES,7.63,-2.65,10.14,Cubic,21.75,2.081,8.053820279
GENSAL,0,25.5,25.5,20407,WAT (Water),POLLOCK PINES 5 3,1,Closed,21.65,-1.25,1.02802,NO,YES,4.35,-1.25,9.79,Cubic,25.5,0,
GENSAL,0,27.1,21.6,11008,WAT (Water),SHELTON 4 2,1,Closed,21.6,-1.06,1.02366,NO,YES,2.27,-1.06,8.29,Cubic,21.6,0,
,0,29.13,29.13,28752,SUN (Solar),CALEXICO 3 4,1,Closed,21.58,0,1.00869,NO,YES,5.97,0,0,Cubic,29.13,0,
,0,25.35,24.9,13515,WND (Wind),CONDON 2,1,Closed,21.57,-3.59,1.01205,NO,YES,10.37,-3.59,5.3,Cubic,24.9,0,
,0,36.98,29.9,29064,WND (Wind),CABAZON 3,1,Closed,21.56,-4.31,1.01969,NO,YES,7.18,-4.31,6.37,Cubic,29.9,0,
GENSAL,0,28.27,27.6,60744,WAT (Water),GEORGETOWN 7,1,Closed,21.54,10.6,1.02508,NO,YES,8.92,-1.35,10.6,Cubic,27.6,0,
GENROU,15.83,23.6,21.4,26208,NG (Natural Gas),NEWHALL 4 2,1,Closed,21.31,10.89,1.0365,YES,YES,9.71,-2.38,10.89,Cubic,21.4,3.428,4.617852975
GENROU,15.72,32.1,21.4,26208,NG (Natural Gas),NEWHALL 4 2,2,Closed,21.31,10.89,1.0365,YES,YES,10,-2.38,10.89,Cubic,21.4,3.428,4.585764294
GENROU,21.29,80.14,59.82,30429,NG (Natural Gas),NORTH LAS VEGAS 11 1,4,Closed,21.23,24.12,1.0192,YES,YES,20.35,-6.64,30.45,Cubic,59.82,4.639,4.589351153
GENROU,21.65,120.78,100,60791,NG (Natural Gas),PUEBLO 13 7,1,Closed,21.19,50.9,1.02508,YES,YES,19.73,-11.1,50.9,Cubic,100,4.585,4.721919302
,0,38.11,25.8,40778,SUN (Solar),BUCKEYE 4 2,1,Closed,21.12,0,1.04167,NO,YES,5.85,0,0,Cubic,25.8,0,
GENSAL,0,27.54,26.35,74322,WAT (Water),KIMBERLY 2 2,1,Closed,21.04,10.12,1.0324,NO,YES,6.23,-1.29,10.12,Cubic,26.35,0,
,0,45.46,31.33,30434,SUN (Solar),BOULDER CITY 6 1,3,Closed,21.02,0,1.0192,NO,YES,4.29,0,0,Cubic,31.33,0,
GENSAL,0,44.09,34.6,20526,WAT (Water),BURNEY 4 2,4,Closed,21.01,13.29,1.045,NO,YES,8.06,-1.7,13.29,Cubic,34.6,0,
GENSAL,0,21.32,21,23491,WAT (Water),PIONEER 3 3,1,Closed,21,0.45,1.04958,NO,YES,7.55,-1.03,8.06,Cubic,21,0,
GENROU,19.12,31.38,21,60848,NG (Natural Gas),RIFLE 2 2,1,Closed,20.91,10.69,1.04,YES,YES,2.42,-2.33,10.69,Cubic,21,4.142,4.616127475
GENROU,19.28,28.96,21,60847,NG (Natural Gas),RIFLE 2 1,3,Closed,20.91,-2.33,1.0192,YES,YES,4.95,-2.33,10.69,Cubic,21,4.487,4.296857589
,0,43.94,29.7,60875,WND (Wind),PEETZ 5 1,1,Closed,20.86,-4.28,1.0192,NO,YES,11.61,-4.28,6.33,Cubic,29.7,0,
GENROU,18.05,31.25,20.83,28815,BIT (Bituminous Coal),TRONA 2,3,Closed,20.75,-2.54,1.01969,YES,YES,8.46,-2.54,9.71,Cubic,20.83,2.13,8.474178404
GENROU,18.94,25.39,20.83,28815,BIT (Bituminous Coal),TRONA 2,2,Closed,20.75,-2.54,1.01969,YES,YES,2.69,-2.54,9.71,Cubic,20.83,2.13,8.892018779
GENROU,17.15,22.97,20.83,28815,BIT (Bituminous Coal),TRONA 2,1,Closed,20.75,-2.54,1.01969,YES,YES,5.67,-2.54,9.71,Cubic,20.83,2.13,8.051643192
,0,37.6,29.13,28753,SUN (Solar),CALEXICO 3 5,2,Closed,20.69,0,1.00869,NO,YES,7.36,0,0,Cubic,29.13,0,
,0,41.55,34.2,25871,SUN (Solar),BORON 1 3,1,Closed,20.64,0,1.0192,NO,YES,4.43,0,0,Cubic,34.2,0,
GENSAL,0,25.07,20.62,10995,WAT (Water),IONE 1 4,1,Closed,20.62,-1.01,1.0412,NO,YES,5.83,-1.01,7.92,Cubic,20.63,0,
GENSAL,0,32.33,27.95,10729,WAT (Water),SULTAN 2 2,2,Closed,20.46,-1.37,1.01332,NO,YES,13.48,-1.37,10.73,Cubic,27.95,0,
,0,33.75,22.5,25954,WND (Wind),MOJAVE 5 10,1,Closed,20.43,-3.24,1.02622,NO,YES,10.58,-3.24,4.79,Cubic,22.5,0,
GENSAL,0,27.5,27.5,20519,WAT (Water),OROVILLE 6 1,3,Closed,20.41,-1.35,1.01724,NO,YES,11.65,-1.35,10.56,Cubic,27.5,0,
,0,28.54,25.8,40780,SUN (Solar),BUCKEYE 4 4,1,Closed,20.34,0,1.04167,NO,YES,12.39,0,0,Cubic,25.8,0,
,0,26.28,23.5,25953,WND (Wind),MOJAVE 5 9,1,Closed,20.34,-3.38,1.00543,NO,YES,5.5,-3.38,5.01,Cubic,23.5,0,
GENSAL,0,37.5,25,74261,WAT (Water),BLISS 1,2,Closed,20.31,-1.22,1.0192,NO,YES,7.46,-1.22,9.6,Cubic,25,0,
,0,20.59,20.2,23303,SUN (Solar),ALPAUGH 4,1,Closed,20.2,0,1.0475,NO,YES,8.6,0,0,Cubic,20.2,0,
GENSAL,0,36,27.5,10966,WAT (Water),PACKWOOD 1,3,Closed,20.12,-1.35,1.02214,NO,YES,12.67,-1.35,10.56,Cubic,27.5,0,
,0,28.6,27.9,20515,SUN (Solar),LINCOLN 3 2,1,Closed,20.11,0,1.00769,NO,YES,4.6,0,0,Cubic,27.9,0,
GENSAL,0,27.1,24.6,20385,WAT (Water),MEADOW VALLEY 2 1,2,Closed,20.11,9.45,1.04,NO,YES,10.77,-1.21,9.45,Cubic,24.6,0,
GENROU,17.14,20.6,20.15,28908,NG (Natural Gas),CORONADO 2 2,3,Closed,20.07,-2.24,1.01773,YES,YES,2.26,-2.24,10.26,Cubic,20.15,4.19,4.090692124
,0,20,20,40873,SUN (Solar),GLOBE 2 2,1,Closed,20,0,1.00493,NO,YES,5.17,0,0,Cubic,20,0,
,0,20,20,23304,SUN (Solar),ALPAUGH 5,1,Closed,20,0,1.03113,NO,YES,4.1,0,0,Cubic,20,0,
,0,24.43,20,23282,SUN (Solar),LEMOORE 4 1,1,Closed,20,0,1.0192,NO,YES,9.56,0,0,Cubic,20,0,
GENSAL,0,22.08,22.08,23324,WAT (Water),BIG CREEK 1 5,1,Closed,20,-1.08,1.02812,NO,YES,3.92,-1.08,8.48,Cubic,22.08,0,
