Gen
BusNum,BusName,AreaName,ID,Status,AGC,MW,MWMin,MWMax,CostModel,FixedCostInd,FixedCostDep,CubicB,CubicC,CubicD,FuelCost,VariableOM,FuelType,UnitType,CostShift,CostMultiplier,BidMW:0,BidMWHr:0,BidMW:1,BidMWHr:1,BidMW:2,BidMWHr:2,BidMW:3,BidMWHr:3,BidMW:4,BidMWHr:4,BidMW:5,BidMWHr:5,BidMW:6,BidMWHr:6,BidMW:7,BidMWHr:7,BidMW:8,BidMWHr:8,BidMW:9,BidMWHr:9,BidMW:10,BidMWHr:10,BidMW:11,BidMWHr:11,BidMW:12,BidMWHr:12,BidMW:13,BidMWHr:13,BidMW:14,BidMWHr:14,BidMW:15,BidMWHr:15,BidMW:16,BidMWHr:16,BidMW:17,BidMWHr:17,BidMW:18,BidMWHr:18,BidMW:19,BidMWHr:19
28799,ONTARIO 8 1,Southeast California,2,Closed,YES,49.60,12.60,49.80,Cubic,674.70,0.00,4.638,0.0004,0.00000,3.184,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,12.60,14.81,20.04,14.83,27.48,14.84,34.92,14.86,42.36,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28800,ONTARIO 8 2,Southeast California,1,Closed,YES,23.40,10.73,23.50,Cubic,635.25,0.00,4.603,0.0004,0.00000,3.522,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,10.73,16.24,13.28,16.25,15.84,16.26,18.39,16.27,20.95,16.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28804,HEBER 2 1,Southeast California,1,Closed,NO,15.42,9.82,20.83,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28804,HEBER 2 1,Southeast California,2,Open,NO,0.00,7.10,20.83,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28804,HEBER 2 1,Southeast California,3,Open,NO,0.00,3.97,20.83,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28805,EL CAJON 7 1,Southeast California,1,Closed,YES,48.50,23.36,48.70,Cubic,673.05,0.00,4.636,0.0004,0.00000,4.027,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,23.36,18.75,28.43,18.77,33.50,18.78,38.56,18.80,43.63,18.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28811,PALA 5,Southeast California,1,Closed,YES,58.76,23.71,59.00,Cubic,688.50,0.00,4.650,0.0004,0.00000,3.690,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,23.71,17.24,30.77,17.26,37.82,17.28,44.88,17.30,51.94,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28812,PALA 6,Southeast California,1,Closed,YES,58.76,27.18,59.00,Cubic,688.50,0.00,4.650,0.0004,0.00000,3.912,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,27.18,18.28,33.54,18.30,39.91,18.32,46.27,18.34,52.64,18.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28815,TRONA 2,Southeast California,1,Closed,YES,20.75,5.67,20.83,Cubic,236.56,0.00,8.017,0.0008,0.00000,2.130,0.000,BIT (Bituminous Coal),UN (Unknown),0.000,1.000,5.67,17.10,8.70,17.11,11.73,17.12,14.77,17.13,17.80,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28815,TRONA 2,Southeast California,2,Closed,YES,20.75,2.69,20.83,Cubic,236.56,0.00,8.017,0.0008,0.00000,2.352,0.000,BIT (Bituminous Coal),UN (Unknown),0.000,1.000,2.69,18.88,6.31,18.89,9.94,18.91,13.57,18.92,17.20,18.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28815,TRONA 2,Southeast California,3,Closed,YES,20.75,8.46,20.83,Cubic,236.56,0.00,8.017,0.0008,0.00000,2.242,0.000,BIT (Bituminous Coal),UN (Unknown),0.000,1.000,8.46,18.01,10.94,18.02,13.41,18.03,15.89,18.03,18.36,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28816,TRONA 3,Southeast California,1,Open,YES,0.00,5.00,15.00,Cubic,236.40,0.00,8.017,0.0008,0.00000,2.784,0.000,BIT (Bituminous Coal),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28817,TRONA 4,Southeast California,1,Open,YES,0.00,4.84,15.00,Cubic,236.40,0.00,8.017,0.0008,0.00000,2.441,0.000,BIT (Bituminous Coal),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28820,IRVINE 9 2,Southeast California,1,Closed,YES,19.92,3.54,20.00,Cubic,630.00,0.00,4.598,0.0004,0.00000,3.768,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,3.54,17.34,6.83,17.35,10.12,17.36,13.42,17.37,16.71,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28821,IRVINE 9 3,Southeast California,1,Closed,YES,9.46,4.49,9.50,Cubic,614.25,0.00,4.584,0.0004,0.00000,3.421,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,4.49,15.69,5.49,15.70,6.49,15.70,7.50,15.70,8.50,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28821,IRVINE 9 3,Southeast California,2,Closed,YES,9.46,2.19,9.50,Cubic,614.25,0.00,4.584,0.0004,0.00000,3.307,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,2.19,15.17,3.65,15.17,5.11,15.18,6.58,15.18,8.04,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28823,CALIPATRIA 2 1,Southeast California,1,Closed,NO,24.07,15.12,35.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28824,NORTH PALM SPRINGS 2 1,Southeast California,1,Closed,NO,35.75,14.34,45.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28828,CALIPATRIA 3 3,Southeast California,1,Closed,NO,53.90,11.41,53.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28829,CALIPATRIA 3 4,Southeast California,1,Closed,NO,7.86,3.99,10.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28829,CALIPATRIA 3 4,Southeast California,2,Closed,NO,5.01,1.25,6.67,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28830,CALIPATRIA 3 5,Southeast California,1,Closed,NO,6.67,2.92,6.67,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28830,CALIPATRIA 3 5,Southeast California,2,Closed,NO,6.67,1.03,6.67,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28831,COLTON 3 1,Southeast California,1,Closed,YES,60.25,26.13,60.50,Cubic,690.75,0.00,4.652,0.0004,0.00000,4.116,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,26.13,19.25,33.01,19.27,39.88,19.29,46.75,19.31,53.63,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28833,MECCA 2 1,Southeast California,1,Closed,NO,55.50,11.58,55.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28834,MECCA 2 2,Southeast California,1,Open,NO,0.00,12.94,26.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28835,BRAWLEY 3 1,Southeast California,1,Open,YES,0.00,2.89,8.90,Cubic,613.35,0.00,4.583,0.0004,0.00000,3.665,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28835,BRAWLEY 3 1,Southeast California,2,Closed,YES,24.80,10.94,24.90,Cubic,637.35,0.00,4.605,0.0004,0.00000,3.815,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,10.94,17.60,13.73,17.61,16.52,17.62,19.32,17.63,22.11,17.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28835,BRAWLEY 3 1,Southeast California,3,Closed,YES,24.80,3.47,24.90,Cubic,637.35,0.00,4.605,0.0004,0.00000,3.619,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,3.47,16.68,7.76,16.69,12.04,16.70,16.33,16.72,20.61,16.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28837,RANCHO SANTA FE 2,Southeast California,1,Open,YES,0.00,2.75,11.00,Cubic,616.50,0.00,4.586,0.0004,0.00000,4.101,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28837,RANCHO SANTA FE 2,Southeast California,2,Closed,YES,10.96,2.36,11.00,Cubic,616.50,0.00,4.586,0.0004,0.00000,3.448,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,2.36,15.82,4.09,15.82,5.82,15.83,7.54,15.83,9.27,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28838,RANCHO SANTA FE 3,Southeast California,1,Closed,YES,10.96,4.20,11.00,Cubic,616.50,0.00,4.586,0.0004,0.00000,3.293,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,4.20,15.11,5.56,15.12,6.92,15.12,8.28,15.12,9.64,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28839,HINKLEY 2 1,Southeast California,1,Closed,NO,62.02,20.81,92.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28844,ESCONDIDO 10 4,Southeast California,1,Closed,YES,185.57,28.35,186.33,Cubic,879.50,0.00,4.821,0.0004,0.00000,4.055,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,28.35,19.69,59.95,19.79,91.54,19.89,123.14,19.99,154.73,20.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28845,ESCONDIDO 10 5,Southeast California,1,Closed,YES,185.58,90.44,186.33,Cubic,879.50,0.00,4.821,0.0004,0.00000,3.684,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,90.44,18.05,109.62,18.11,128.80,18.16,147.98,18.22,167.15,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28846,ESCONDIDO 10 6,Southeast California,1,Closed,YES,185.58,70.40,186.33,Cubic,879.50,0.00,4.821,0.0004,0.00000,4.017,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,70.40,19.63,93.58,19.70,116.77,19.77,139.96,19.85,163.15,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28850,VICTORVILLE 7 4,Southeast California,1,Closed,YES,212.13,43.37,213.00,Cubic,919.50,0.00,4.857,0.0004,0.00000,3.536,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,43.37,17.34,77.30,17.43,111.22,17.53,145.15,17.62,179.07,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28851,VICTORVILLE 7 5,Southeast California,1,Closed,YES,212.13,79.41,213.00,Cubic,919.50,0.00,4.857,0.0004,0.00000,3.335,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,79.41,16.44,106.13,16.51,132.85,16.58,159.56,16.65,186.28,16.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28852,VICTORVILLE 7 6,Southeast California,1,Closed,YES,212.13,93.65,213.00,Cubic,919.50,0.00,4.857,0.0004,0.00000,3.810,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,93.65,18.82,117.52,18.89,141.39,18.96,165.26,19.04,189.13,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28853,VICTORVILLE 7 7,Southeast California,1,Open,YES,0.00,95.40,213.00,Cubic,919.50,0.00,4.857,0.0004,0.00000,4.271,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28854,VICTORVILLE 7 8,Southeast California,1,Closed,YES,19.92,3.14,20.00,Cubic,630.00,0.00,4.598,0.0004,0.00000,4.086,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,3.14,18.80,6.51,18.81,9.88,18.82,13.26,18.83,16.63,18.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28855,EL CAJON 8 1,Southeast California,1,Closed,YES,17.93,2.01,18.00,Cubic,627.00,0.00,4.595,0.0004,0.00000,4.179,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,2.01,19.21,5.21,19.22,8.41,19.23,11.60,19.25,14.80,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28856,EL CAJON 8 2,Southeast California,1,Closed,YES,49.70,5.04,49.90,Cubic,674.85,0.00,4.638,0.0004,0.00000,4.174,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,5.04,19.39,14.01,19.42,22.98,19.45,31.96,19.48,40.93,19.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28858,CALIPATRIA 4 1,Southeast California,1,Closed,NO,6.15,3.57,11.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28858,CALIPATRIA 4 1,Southeast California,2,Closed,NO,31.53,12.10,35.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28859,NORTH PALM SPRINGS 3 1,Southeast California,1,Open,NO,0.00,2.03,8.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28859,NORTH PALM SPRINGS 3 1,Southeast California,2,Open,NO,0.00,3.10,20.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28859,NORTH PALM SPRINGS 3 1,Southeast California,3,Open,NO,0.00,15.75,49.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862,SAN BERNARDINO 10 3,Southeast California,1,Closed,NO,6.33,2.26,7.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863,SAN BERNARDINO 10 4,Southeast California,1,Closed,NO,18.72,4.99,23.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28865,SAN BERNARDINO 10 6,Southeast California,1,Closed,NO,54.93,7.72,69.05,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28866,SAN BERNARDINO 10 7,Southeast California,1,Open,NO,0.00,11.62,69.05,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28867,SAN BERNARDINO 10 8,Southeast California,1,Closed,NO,48.47,25.36,69.05,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28868,SAN BERNARDINO 10 9,Southeast California,1,Closed,NO,47.61,20.07,69.05,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28869,HINKLEY 3 1,Southeast California,1,Closed,NO,69.00,14.94,92.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28871,CORONA 11 2,Southeast California,1,Closed,YES,24.40,4.53,24.50,Cubic,636.75,0.00,4.604,0.0004,0.00000,3.813,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,4.53,17.57,8.53,17.58,12.52,17.60,16.51,17.61,20.51,17.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28872,CORONA 11 3,Southeast California,1,Closed,YES,24.40,9.93,24.50,Cubic,636.75,0.00,4.604,0.0004,0.00000,3.808,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,9.93,17.56,12.84,17.57,15.76,17.58,18.67,17.59,21.59,17.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28874,ANAHEIM 14 1,Southeast California,1,Closed,YES,49.00,11.89,49.20,Cubic,673.80,0.00,4.637,0.0004,0.00000,3.447,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,11.89,16.03,19.35,16.05,26.81,16.07,34.28,16.09,41.74,16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28877,CALIPATRIA 5 1,Southeast California,1,Closed,NO,45.83,19.08,51.70,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28877,CALIPATRIA 5 1,Southeast California,2,Closed,NO,43.32,10.98,51.70,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28877,CALIPATRIA 5 1,Southeast California,3,Closed,NO,48.14,18.38,51.70,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28885,BLYTHE 2 7,Southeast California,1,Closed,YES,196.20,59.83,197.00,Cubic,895.50,0.00,4.835,0.0004,0.00000,3.320,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,59.83,16.24,87.27,16.32,114.70,16.39,142.13,16.46,169.57,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28886,BLYTHE 2 8,Southeast California,1,Closed,YES,196.20,71.29,197.00,Cubic,895.50,0.00,4.835,0.0004,0.00000,3.325,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,71.29,16.30,96.43,16.36,121.57,16.43,146.72,16.50,171.86,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28887,BLYTHE 2 9,Southeast California,1,Closed,YES,196.20,74.42,197.00,Cubic,895.50,0.00,4.835,0.0004,0.00000,3.335,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,74.42,16.35,98.94,16.42,123.45,16.48,147.97,16.55,172.48,16.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28890,NIPTON 2 2,Southeast California,1,Closed,NO,133.00,56.64,133.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28893,IMPERIAL 2 2,Southeast California,1,Closed,NO,14.49,6.15,21.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28893,IMPERIAL 2 2,Southeast California,2,Closed,NO,12.70,8.22,18.10,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28896,HESPERIA 5 1,Southeast California,1,Closed,NO,10.90,5.36,10.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28897,HESPERIA 5 2,Southeast California,1,Open,NO,0.00,1.93,10.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28898,HESPERIA 5 3,Southeast California,1,Closed,NO,10.90,1.19,10.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28901,SAN DIEGO 50 2,Southeast California,1,Closed,YES,48.80,19.92,49.00,Cubic,673.50,0.00,4.637,0.0004,0.00000,3.735,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,19.92,17.38,25.74,17.40,31.55,17.42,37.37,17.44,43.18,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28902,CALIPATRIA 6 1,Southeast California,1,Open,NO,0.00,21.14,47.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28906,OCOTILLO 4,Southeast California,1,Closed,NO,265.40,45.10,265.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28907,CORONADO 2 1,Southeast California,1,Closed,YES,12.75,3.11,12.80,Cubic,619.20,0.00,4.588,0.0004,0.00000,3.634,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,3.11,16.68,5.05,16.69,6.98,16.70,8.92,16.70,10.86,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28908,CORONADO 2 2,Southeast California,1,Open,YES,0.00,2.22,12.80,Cubic,619.20,0.00,4.588,0.0004,0.00000,4.190,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28908,CORONADO 2 2,Southeast California,2,Open,YES,0.00,4.79,20.15,Cubic,630.22,0.00,4.598,0.0004,0.00000,4.220,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28908,CORONADO 2 2,Southeast California,3,Closed,YES,20.07,2.26,20.15,Cubic,630.22,0.00,4.598,0.0004,0.00000,3.714,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,2.26,17.09,5.84,17.10,9.42,17.11,12.99,17.12,16.57,17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28913,SEELEY 3,Southeast California,1,Open,NO,0.00,66.17,147.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28915,WINTERHAVEN 2,Southeast California,1,Closed,NO,7.81,4.57,9.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28915,WINTERHAVEN 2,Southeast California,2,Closed,NO,9.80,4.39,9.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28915,WINTERHAVEN 2,Southeast California,3,Open,NO,0.00,5.21,16.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28915,WINTERHAVEN 2,Southeast California,4,Closed,NO,7.80,1.85,16.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28918,DESERT HOT SPRINGS 5 2,Southeast California,1,Closed,NO,25.40,12.36,25.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28918,DESERT HOT SPRINGS 5 2,Southeast California,2,Open,NO,0.00,5.97,19.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28919,EL CENTRO 3 1,Southeast California,1,Closed,YES,55.12,14.01,55.34,Cubic,683.01,0.00,4.645,0.0004,0.00000,3.844,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,14.01,17.91,22.27,17.94,30.54,17.96,38.81,17.99,47.07,18.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28919,EL CENTRO 3 1,Southeast California,2,Closed,YES,55.12,13.33,55.34,Cubic,683.01,0.00,4.645,0.0004,0.00000,3.738,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,13.33,17.41,21.73,17.44,30.13,17.46,38.54,17.49,46.94,17.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28919,EL CENTRO 3 1,Southeast California,3,Closed,YES,55.12,17.74,55.34,Cubic,683.01,0.00,4.645,0.0004,0.00000,3.635,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,17.74,16.95,25.26,16.97,32.78,16.99,40.30,17.01,47.82,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
