TSMachine,MargCost $/MWh,MVABase,MWMax,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MWMin,MvarMin,MvarMax,CostModel,PartFact,Fuel Cost $/MBTU,Heat Rate MBTU/MWh
,0.0,63.87,47.1,259341,SUN (Solar),ROSAMOND 6 1,1,Closed,40.06,0.0,1.04,NO,YES,8.42,0.0,0.0,Cubic,47.1,0.0,
GENSAL,0.0,41.66,40.0,136501,WAT (Water),LOWELL 5 1,2,Closed,40.0,-1.96,1.02165,NO,YES,16.38,-1.96,15.36,Cubic,40.0,0.0,
GENSAL,0.0,45.43,40.0,204721,WAT (Water),MEADOW VALLEY 3 1,1,Closed,40.0,8.68,1.04,NO,YES,9.36,-1.96,15.36,Cubic,40.0,0.0,
GENSAL,0.0,74.72,51.7,203531,WAT (Water),BIG BEND 1 1,2,Closed,39.98,-2.53,1.0192,NO,YES,25.28,-2.53,19.85,Cubic,51.7,0.0,
GENSAL,0.0,76.17,51.7,203531,WAT (Water),BIG BEND 1 1,1,Closed,39.89,-2.53,1.0192,NO,YES,18.91,-2.53,19.85,Cubic,51.7,0.0,
,0.0,49.72,49.5,287271,WND (Wind),NORTH PALM SPRINGS 1 2,1,Closed,39.87,10.54,1.03575,NO,YES,17.27,-7.13,10.54,Cubic,49.5,0.0,
GENROU,16.5,45.15,40.0,504571,NG (Natural Gas),SAINT GEORGE 5 5,2,Closed,39.84,-4.44,1.0338,YES,YES,5.98,-4.44,20.36,Cubic,40.0,4.013,4.111637179
,0.0,51.66,51.0,608221,WND (Wind),BURLINGTON 5 1,1,Closed,39.82,-7.34,1.0192,NO,YES,11.44,-7.34,10.86,Cubic,51.0,0.0,
GENSAL,0.0,47.79,47.5,135431,WAT (Water),OXBOW 1 1,1,Closed,39.78,-2.33,1.01724,NO,YES,22.9,-2.33,18.24,Cubic,47.5,0.0,
GENROU,22.61,113.78,96.47,304141,NG (Natural Gas),LAS VEGAS 74 16,1,Closed,39.7,30.44,1.02606,YES,YES,38.29,-10.71,49.1,Cubic,96.47,4.779,4.731115296
GENSAL,0.0,40.0,39.6,204941,WAT (Water),MONTGOMERY CREEK 3 1,1,Closed,39.6,15.21,1.04,NO,YES,13.7,-1.94,15.21,Cubic,39.6,0.0,
,0.0,67.7,49.96,258461,SUN (Solar),SANTA MARGARITA 1 4,1,Closed,39.48,0.0,1.0192,NO,YES,21.27,0.0,0.0,Cubic,49.96,0.0,
,0.0,44.46,39.4,107851,SUN (Solar),BELLINGHAM 7 2,1,Closed,39.4,0.0,1.0192,NO,YES,6.69,0.0,0.0,Cubic,39.4,0.0,
,0.0,63.66,55.0,290511,SUN (Solar),CALIPATRIA 10 2,1,Closed,39.25,0.0,1.02756,NO,YES,11.47,0.0,0.0,Cubic,55.0,0.0,
GENSAL,0.0,63.42,50.6,504581,WAT (Water),DUTCH JOHN 1,2,Closed,39.06,-2.48,1.02165,NO,NO,7.0,-2.48,19.43,Cubic,50.6,0.0,
,0.0,57.05,57.05,216041,WND (Wind),BIRDS LANDING 1 5,1,Closed,38.97,12.15,1.02284,NO,YES,18.63,-8.22,12.15,Cubic,57.05,0.0,
GENROU,18.31,48.44,39.1,261851,NG (Natural Gas),FELLOWS 3 1,1,Closed,38.94,19.9,1.04,YES,YES,18.23,-4.34,19.9,Cubic,39.1,3.934,4.654295882
,0.0,70.78,52.28,287431,SUN (Solar),DESERT CENTER 7,1,Closed,38.89,0.0,1.01156,NO,YES,21.91,0.0,0.0,Cubic,52.28,0.0,
GENROU,15.96,56.88,38.9,234711,NG (Natural Gas),SAN ARDO 2 2,1,Closed,38.74,-4.32,1.02988,YES,YES,8.33,-4.32,19.8,Cubic,38.9,3.43,4.653061224
GENROU,24.1,118.72,116.2,701761,BIT (Bituminous Coal),GILLETTE 7 2,1,Closed,38.6,54.15,1.043,YES,YES,36.9,-14.18,54.15,Cubic,116.2,2.982,8.081824279
GENROU,16.59,46.02,38.7,260731,NG (Natural Gas),TAFT 2 3,1,Closed,38.54,-4.3,1.02872,YES,YES,5.16,-4.3,19.7,Cubic,38.7,3.565,4.653576438
GENSAL,0.0,43.79,38.5,233471,WAT (Water),GROVELAND 2 1,2,Closed,38.5,-1.89,1.0192,NO,YES,15.26,-1.89,14.78,Cubic,38.5,0.0,
GENSAL,0.0,39.7,38.5,136801,WAT (Water),IDLEYLD PARK 5 2,1,Closed,38.5,-1.89,1.02704,NO,YES,13.24,-1.89,14.78,Cubic,38.5,0.0,
,0.0,59.41,52.28,287441,SUN (Solar),DESERT CENTER 8,2,Closed,38.36,0.0,1.01156,NO,YES,25.3,0.0,0.0,Cubic,52.28,0.0,
,0.0,46.9,46.9,742131,SUN (Solar),LEWISTON 4 1,1,Closed,38.28,0.0,1.04,NO,YES,10.2,0.0,0.0,Cubic,46.9,0.0,
GENROU,16.45,42.86,38.4,234221,NG (Natural Gas),COALINGA 2 1,1,Closed,38.24,4.01,1.04,YES,YES,15.82,-4.26,19.55,Cubic,38.4,3.536,4.652149321
GENSAL,0.0,38.2,38.2,607221,WAT (Water),LOVELAND 5 1,1,Closed,38.2,14.67,1.039,NO,YES,8.47,-1.87,14.67,Cubic,38.2,0.0,
GENSAL,0.0,54.77,38.1,134541,WAT (Water),BLUE RIVER 2,1,Closed,38.1,3.6,1.036,NO,YES,5.55,-1.87,14.63,Cubic,38.1,0.0,
GENSAL,0.0,38.54,38.1,134541,WAT (Water),BLUE RIVER 2,2,Closed,38.1,3.6,1.036,NO,YES,10.71,-1.87,14.63,Cubic,38.1,0.0,
GENROU,16.79,46.6,38.2,233151,NG (Natural Gas),SAN ARDO 1 1,1,Closed,38.04,13.28,1.04,YES,YES,16.2,-4.24,19.44,Cubic,38.2,3.609,4.652258243
,0.0,42.0,38.0,217431,WND (Wind),LIVERMORE 6 2,1,Closed,38.0,-5.47,1.01724,NO,YES,7.68,-5.47,8.09,Cubic,38.0,0.0,
GENROU,18.61,38.0,38.0,606351,NG (Natural Gas),FOUNTAIN 3 2,1,Closed,37.85,-4.22,1.03047,YES,YES,12.33,-4.22,19.34,Cubic,38.0,4.001,4.651337166
GENROU,18.86,55.32,38.0,606351,NG (Natural Gas),FOUNTAIN 3 2,4,Closed,37.85,-4.22,1.03047,YES,YES,13.83,-4.22,19.34,Cubic,38.0,4.001,4.713821545
GENROU,20.55,43.48,38.0,606351,NG (Natural Gas),FOUNTAIN 3 2,2,Closed,37.85,-4.22,1.03047,YES,YES,9.36,-4.22,19.34,Cubic,38.0,4.001,5.136215946
GENSAL,0.0,71.38,52.4,110371,WAT (Water),CONCRETE 2 1,2,Closed,37.76,-2.57,1.02116,NO,YES,5.87,-2.57,20.12,Cubic,52.4,0.0,
GENROU,17.88,38.56,37.83,216991,NG (Natural Gas),MARTINEZ 3 2,3,Closed,37.68,2.57,1.0143,YES,YES,8.52,-4.2,19.26,Cubic,37.83,4.04,4.425742574
GENROU,18.61,42.54,37.83,216991,NG (Natural Gas),MARTINEZ 3 2,2,Closed,37.68,2.57,1.0143,YES,YES,8.64,-4.2,19.26,Cubic,37.83,4.04,4.606435644
GENROU,18.79,50.71,37.83,216991,NG (Natural Gas),MARTINEZ 3 2,1,Closed,37.68,2.57,1.0143,YES,YES,12.55,-4.2,19.26,Cubic,37.83,4.04,4.650990099
GENROU,20.07,38.49,37.8,607761,BIT (Bituminous Coal),FOUNTAIN 4 3,2,Closed,37.65,-4.61,1.02214,YES,YES,15.79,-4.61,17.61,Cubic,37.8,1.796,11.17483296
GENROU,14.52,56.7,37.8,607761,BIT (Bituminous Coal),FOUNTAIN 4 3,1,Closed,37.65,-4.61,1.02214,YES,YES,17.18,-4.61,17.61,Cubic,37.8,1.796,8.084632517
GENSAL,0.0,65.05,50.0,134881,WAT (Water),LOWELL 1 1,2,Closed,37.31,19.2,1.038,NO,YES,24.81,-2.45,19.2,Cubic,50.0,0.0,
GENROU,29.29,117.0,88.0,701051,BIT (Bituminous Coal),GILLETTE 3 1,1,Closed,37.25,-10.74,1.01724,YES,YES,35.96,-10.74,41.01,Cubic,88.0,3.625,8.08
,0.0,64.29,50.0,109041,WND (Wind),BICKLETON 2 2,1,Closed,37.13,-3.49,1.04553,NO,YES,24.63,-7.2,10.65,Cubic,50.0,0.0,
GENSAL,0.0,55.65,44.1,741971,WAT (Water),IRWIN 6,2,Closed,37.11,16.93,1.02312,NO,YES,21.23,-2.16,16.93,Cubic,44.1,0.0,
GENSAL,0.0,42.19,37.06,772431,WAT (Water),GLASGOW 2 5,2,Closed,37.06,10.67,1.02018,NO,YES,8.69,-1.82,14.23,Cubic,37.06,0.0,
GENROU,19.38,51.31,37.0,606921,NG (Natural Gas),PLATTEVILLE 2 11,1,Closed,36.85,-4.11,1.01547,YES,YES,17.81,-4.11,18.83,Cubic,37.0,4.167,4.650827934
GENSAL,0.0,46.88,39.6,204941,WAT (Water),MONTGOMERY CREEK 3 1,2,Closed,36.69,15.21,1.04,NO,YES,7.3,-1.94,15.21,Cubic,39.6,0.0,
GENSAL,0.0,74.23,66.3,742361,WAT (Water),CLARK FORK 3,1,Closed,36.59,13.47,1.02508,NO,YES,8.08,-3.25,25.46,Cubic,66.3,0.0,
GENSAL,0.0,58.99,42.7,235011,WAT (Water),LA GRANGE 2,2,Closed,36.51,-2.09,1.01871,NO,YES,11.06,-2.09,16.4,Cubic,42.7,0.0,
,0.0,65.7,57.05,216031,WND (Wind),BIRDS LANDING 1 4,1,Closed,36.47,12.15,1.02284,NO,YES,22.3,-8.22,12.15,Cubic,57.05,0.0,
GENSAL,0.0,50.59,50.0,233061,WAT (Water),NORTH FORK 1 1,1,Closed,36.36,8.11,1.038,NO,YES,23.89,-2.45,19.2,Cubic,50.0,0.0,
GENROU,16.89,45.34,36.43,205021,NG (Natural Gas),REDDING 12 6,1,Closed,36.29,18.54,1.02214,YES,YES,11.67,-4.04,18.54,Cubic,36.43,3.633,4.649050372
GENROU,18.89,41.82,36.43,205021,NG (Natural Gas),REDDING 12 6,2,Closed,36.28,18.54,1.02214,YES,YES,8.83,-4.04,18.54,Cubic,36.43,3.633,5.199559593
GENSAL,0.0,61.88,46.0,109011,WAT (Water),COULEE CITY 1 3,1,Closed,36.21,-2.25,1.02626,NO,YES,6.4,-2.25,17.66,Cubic,46.0,0.0,
,0.0,80.49,57.05,216051,WND (Wind),BIRDS LANDING 1 6,1,Closed,36.12,12.15,1.02284,NO,YES,11.61,-8.22,12.15,Cubic,57.05,0.0,
,0.0,46.12,45.0,259401,SUN (Solar),MOJAVE 4 2,1,Closed,36.05,0.0,1.03929,NO,YES,10.49,0.0,0.0,Cubic,45.0,0.0,
GENSAL,0.0,53.42,36.0,109341,WAT (Water),COUGAR 2 1,2,Closed,36.0,-1.76,1.01724,NO,YES,11.54,-1.76,13.82,Cubic,36.0,0.0,
GENSAL,0.0,39.66,36.0,109341,WAT (Water),COUGAR 2 1,1,Closed,36.0,-1.76,1.01724,NO,YES,11.23,-1.76,13.82,Cubic,36.0,0.0,
GENSAL,0.0,67.13,46.7,203721,WAT (Water),BROWNS VALLEY 1,3,Closed,35.98,17.93,1.041,NO,YES,13.54,-2.29,17.93,Cubic,46.7,0.0,
,0.0,46.22,41.62,287471,SUN (Solar),DESERT CENTER 11,2,Closed,35.98,0.0,1.01156,NO,YES,8.64,0.0,0.0,Cubic,41.62,0.0,
,0.0,57.49,45.0,288241,WND (Wind),NORTH PALM SPRINGS 2 1,1,Closed,35.75,9.58,1.038,NO,YES,14.34,-6.48,9.58,Cubic,45.0,0.0,
GENROU,18.69,35.8,35.8,261901,NG (Natural Gas),WILMINGTON 5 5,2,Closed,35.65,-3.97,1.02312,YES,YES,12.25,-3.97,18.22,Cubic,35.8,3.614,5.171555064
GENROU,16.8,40.01,35.8,261901,NG (Natural Gas),WILMINGTON 5 5,1,Closed,35.65,-3.97,1.02312,YES,YES,16.25,-3.97,18.22,Cubic,35.8,3.614,4.648588821
GENROU,16.67,43.35,35.8,261911,NG (Natural Gas),WILMINGTON 5 6,1,Closed,35.65,-3.97,1.02312,YES,YES,10.38,-3.97,18.22,Cubic,35.8,3.586,4.648633575
GENROU,18.35,39.67,35.75,203551,NG (Natural Gas),ELK GROVE 7 1,1,Closed,35.6,18.2,1.02067,YES,YES,8.84,-3.97,18.2,Cubic,35.75,3.949,4.646746012
GENROU,17.72,47.25,35.75,203561,NG (Natural Gas),ELK GROVE 7 2,1,Closed,35.6,18.2,1.039,YES,YES,12.61,-3.97,18.2,Cubic,35.75,3.812,4.648478489
GENSAL,0.0,40.51,36.9,203301,WAT (Water),STRAWBERRY VALLEY 2 1,4,Closed,35.59,-1.81,1.0192,NO,YES,14.15,-1.81,14.17,Cubic,36.9,0.0,
GENSAL,0.0,86.66,62.5,772181,WAT (Water),HARDIN 2 5,1,Closed,35.53,24.0,1.039,NO,YES,10.64,-3.06,24.0,Cubic,62.5,0.0,
,0.0,61.76,44.25,262361,SUN (Solar),ROSAMOND 7 1,3,Closed,35.46,0.0,1.04,NO,YES,11.23,0.0,0.0,Cubic,44.25,0.0,
GENROU,16.97,51.02,35.6,259271,NG (Natural Gas),LONG BEACH 25 1,1,Closed,35.46,-3.95,1.02312,YES,YES,11.61,-3.95,18.12,Cubic,35.6,3.651,4.648041632
GENSAL,0.0,35.5,35.4,205381,WAT (Water),BIG BEND 2 4,1,Closed,35.4,-1.73,1.02333,NO,YES,11.62,-1.73,13.59,Cubic,35.4,0.0,
,0.0,63.39,45.5,608201,WND (Wind),FLEMING 5,2,Closed,35.21,-6.55,1.0355,NO,YES,7.73,-6.55,9.69,Cubic,45.5,0.0,
,0.0,40.92,35.0,303521,SUN (Solar),BUNKERVILLE 1 2,4,Closed,35.0,0.0,1.0192,NO,YES,7.06,0.0,0.0,Cubic,35.0,0.0,
GENSAL,0.0,44.03,34.88,233111,WAT (Water),AUBERRY 2 1,2,Closed,34.88,-1.71,1.0241,NO,YES,4.3,-1.71,13.39,Cubic,34.88,0.0,
,0.0,51.88,41.0,136421,WND (Wind),MILTON FREEWATER 2 6,1,Closed,34.87,-5.9,1.01411,NO,YES,16.26,-5.9,8.73,Cubic,41.0,0.0,
GENSAL,0.0,52.42,45.6,108061,WAT (Water),ROCKPORT 2 2,1,Closed,34.74,-2.23,1.02214,NO,YES,17.18,-2.23,17.51,Cubic,45.6,0.0,
GENROU,21.26,259.49,180.33,608831,NG (Natural Gas),FOUNTAIN 5 8,1,Closed,34.65,91.79,1.02312,YES,YES,32.01,-20.02,91.79,Cubic,180.33,4.393,4.839517414
GENROU,21.38,235.87,204.0,407681,BIT (Bituminous Coal),COCHISE 4,1,Closed,34.42,48.72,1.02,YES,YES,31.43,-24.89,95.06,Cubic,204.0,2.648,8.074018127
GENROU,16.09,48.12,34.47,134621,NG (Natural Gas),CLATSKANIE 2 1,1,Closed,34.33,-3.83,1.0192,YES,YES,4.93,-3.83,17.54,Cubic,34.47,3.465,4.643578644
GENROU,16.1,45.16,34.47,134621,NG (Natural Gas),CLATSKANIE 2 1,6,Closed,34.33,-3.83,1.0192,YES,YES,7.33,-3.83,17.54,Cubic,34.47,3.465,4.646464646
GENROU,15.99,41.38,34.47,134621,NG (Natural Gas),CLATSKANIE 2 1,4,Closed,34.33,-3.83,1.0192,YES,YES,11.12,-3.83,17.54,Cubic,34.47,3.465,4.614718615
GENROU,15.65,43.77,34.47,134621,NG (Natural Gas),CLATSKANIE 2 1,5,Closed,34.33,-3.83,1.0192,YES,YES,5.71,-3.83,17.54,Cubic,34.47,3.465,4.516594517
GENROU,15.66,41.4,34.35,258401,NG (Natural Gas),OXNARD 10 1,2,Closed,34.21,17.48,1.043,YES,YES,7.71,-3.81,17.48,Cubic,34.35,3.688,4.246203905
GENROU,17.13,45.78,34.35,258401,NG (Natural Gas),OXNARD 10 1,1,Closed,34.21,17.48,1.043,YES,YES,9.06,-3.81,17.48,Cubic,34.35,3.688,4.644793926
,0.0,60.75,43.4,290381,WND (Wind),NORTH PALM SPRINGS 6 1,2,Closed,34.09,-6.25,1.01724,NO,YES,9.33,-6.25,9.24,Cubic,43.4,0.0,
GENROU,21.79,263.85,230.53,410001,NG (Natural Gas),ARLINGTON 12 3,1,Closed,33.95,117.34,1.03754,YES,YES,30.57,-25.59,117.34,Cubic,230.53,4.44,4.907657658
,0.0,61.68,46.9,742141,SUN (Solar),LEWISTON 4 2,3,Closed,33.93,0.0,1.0192,NO,YES,12.7,0.0,0.0,Cubic,46.9,0.0,
GENROU,16.8,45.82,34.0,289341,NG (Natural Gas),ONTARIO 9 2,1,Closed,33.86,17.31,1.04606,YES,YES,10.89,-3.77,17.31,Cubic,34.0,3.618,4.64344942
GENSAL,0.0,52.32,34.88,233111,WAT (Water),AUBERRY 2 1,1,Closed,33.82,-1.71,1.0241,NO,YES,16.77,-1.71,13.39,Cubic,34.88,0.0,
GENSAL,0.0,48.79,40.0,135841,WAT (Water),LOWELL 4 5,1,Closed,33.81,-1.96,1.02067,NO,YES,17.85,-1.96,15.36,Cubic,40.0,0.0,
GENSAL,0.0,37.5,37.5,233531,WAT (Water),BIG CREEK 2 1,2,Closed,33.78,-1.84,1.0192,NO,YES,17.02,-1.84,14.4,Cubic,37.5,0.0,
GENSAL,0.0,33.73,33.73,742211,WAT (Water),BOISE 14 4,1,Closed,33.73,12.95,1.02508,NO,YES,3.41,-1.65,12.95,Cubic,33.73,0.0,
,0.0,75.73,58.3,289871,SUN (Solar),CALIPATRIA 9 2,1,Closed,33.7,0.0,1.02844,NO,YES,8.8,0.0,0.0,Cubic,58.3,0.0,
GENSAL,0.0,67.91,50.0,233061,WAT (Water),NORTH FORK 1 1,2,Closed,33.66,8.11,1.038,NO,YES,11.65,-2.45,19.2,Cubic,50.0,0.0,
GENSAL,0.0,73.82,55.0,234361,WAT (Water),FRESNO 25 1,3,Closed,33.47,-2.69,1.0192,NO,YES,8.0,-2.69,21.12,Cubic,55.0,0.0,
GENSAL,0.0,49.09,48.6,234871,WAT (Water),FRESNO 26 6,1,Closed,33.45,-2.38,1.00621,NO,YES,12.59,-2.38,18.66,Cubic,48.6,0.0,
GENSAL,0.0,44.67,33.4,701111,WAT (Water),ALCOVA 1 1,2,Closed,33.4,-1.64,1.01724,NO,YES,8.89,-1.64,12.83,Cubic,33.4,0.0,
GENROU,18.22,35.98,33.5,533031,NG (Natural Gas),FARMINGTON 6 1,4,Closed,33.36,-2.1,1.0143,YES,YES,6.61,-3.72,17.05,Cubic,33.5,3.646,4.997257268
GENROU,17.82,39.34,33.5,533031,NG (Natural Gas),FARMINGTON 6 1,5,Closed,33.36,-2.1,1.0143,YES,YES,4.34,-3.72,17.05,Cubic,33.5,3.646,4.887547998
GENSAL,0.0,48.53,40.0,136501,WAT (Water),LOWELL 5 1,1,Closed,33.31,-1.96,1.02165,NO,YES,11.34,-1.96,15.36,Cubic,40.0,0.0,
GENROU,21.76,100.36,96.47,304131,NG (Natural Gas),LAS VEGAS 74 15,1,Closed,33.22,30.44,1.02606,YES,YES,31.81,-10.71,49.1,Cubic,96.47,4.603,4.727351727
GENROU,19.39,39.09,33.33,607891,NG (Natural Gas),PUEBLO 13 5,1,Closed,33.2,16.97,1.02508,YES,YES,9.41,-3.7,16.97,Cubic,33.33,4.177,4.642087623
GENROU,19.92,33.33,33.33,607941,NG (Natural Gas),PUEBLO 13 10,1,Closed,33.2,16.97,1.02508,YES,YES,11.42,-3.7,16.97,Cubic,33.33,4.291,4.642274528
GENROU,16.79,39.57,33.33,217181,NG (Natural Gas),MARTINEZ 4 2,1,Closed,33.2,16.97,1.01723,YES,YES,12.03,-3.7,16.97,Cubic,33.33,3.618,4.640685462
GENROU,19.25,40.27,33.33,607881,NG (Natural Gas),PUEBLO 13 4,1,Closed,33.2,16.97,1.02508,YES,YES,16.55,-3.7,16.97,Cubic,33.33,4.148,4.640790743
GENROU,18.78,47.9,33.33,217191,NG (Natural Gas),MARTINEZ 4 3,1,Closed,33.19,16.97,1.01723,YES,YES,8.82,-3.7,16.97,Cubic,33.33,4.046,4.641621354
GENROU,16.46,36.86,33.33,217181,NG (Natural Gas),MARTINEZ 4 2,2,Closed,33.19,16.97,1.01723,YES,YES,9.61,-3.7,16.97,Cubic,33.33,3.618,4.549474848
GENROU,17.53,37.33,33.33,607951,NG (Natural Gas),PUEBLO 13 11,1,Closed,33.19,16.97,1.02508,YES,YES,8.24,-3.7,16.97,Cubic,33.33,3.777,4.641249669
GENROU,17.89,42.16,33.0,203321,NG (Natural Gas),YUBA CITY 5 2,2,Closed,32.87,-3.66,1.00888,YES,YES,6.72,-3.66,16.8,Cubic,33.0,3.833,4.667362379
GENROU,17.79,48.76,33.0,203321,NG (Natural Gas),YUBA CITY 5 2,1,Closed,32.87,-3.66,1.00888,YES,YES,15.64,-3.66,16.8,Cubic,33.0,3.833,4.641273154
GENSAL,0.0,51.07,38.6,203471,WAT (Water),POLLOCK PINES 4 1,1,Closed,32.69,6.86,1.04,NO,YES,13.43,-1.89,14.82,Cubic,38.6,0.0,
GENROU,21.25,74.88,74.0,303791,NG (Natural Gas),LAS VEGAS 73 1,2,Closed,32.67,37.67,1.04,YES,YES,20.98,-8.21,37.67,Cubic,74.0,4.605,4.614549403
,0.0,47.91,36.8,216761,WND (Wind),BIRDS LANDING 2 1,1,Closed,32.64,7.84,1.042,NO,YES,14.07,-5.3,7.84,Cubic,36.8,0.0,
GENSAL,0.0,41.6,37.5,233931,WAT (Water),BISHOP 4 3,1,Closed,32.64,14.4,1.0438,NO,YES,18.01,-1.84,14.4,Cubic,37.5,0.0,
GENSAL,0.0,43.01,39.0,204621,WAT (Water),REDDING 9 1,1,Closed,32.58,3.83,1.02018,NO,YES,11.03,-1.91,14.98,Cubic,39.0,0.0,
,0.0,54.38,44.25,262361,SUN (Solar),ROSAMOND 7 1,1,Closed,32.51,0.0,1.04,NO,YES,21.42,0.0,0.0,Cubic,44.25,0.0,
GENSAL,0.0,33.81,33.0,203571,WAT (Water),STRAWBERRY VALLEY 3 1,2,Closed,32.46,-1.62,1.0192,NO,YES,12.47,-1.62,12.67,Cubic,33.0,0.0,
GENROU,16.67,46.41,32.3,217581,NG (Natural Gas),SANTA CLARA 8 1,2,Closed,32.17,16.44,1.0192,YES,YES,6.29,-3.59,16.44,Cubic,32.3,3.896,4.278747433
GENROU,18.07,48.1,32.3,217581,NG (Natural Gas),SANTA CLARA 8 1,1,Closed,32.17,16.44,1.0192,YES,YES,8.87,-3.59,16.44,Cubic,32.3,3.896,4.638090349
GENSAL,0.0,34.02,34.0,109551,WAT (Water),ARIEL 3,1,Closed,32.11,-1.67,1.01724,NO,YES,8.63,-1.67,13.06,Cubic,34.0,0.0,
,0.0,62.5,50.0,701281,WND (Wind),ROCK RIVER 2 1,5,Closed,32.04,-7.2,1.0192,NO,YES,7.03,-7.2,10.65,Cubic,50.0,0.0,
GENSAL,0.0,37.85,32.0,136331,WAT (Water),IDLEYLD PARK 3 1,1,Closed,32.0,-1.57,1.02165,NO,YES,10.11,-1.57,12.29,Cubic,32.0,0.0,
GENSAL,0.0,43.97,38.5,233471,WAT (Water),GROVELAND 2 1,4,Closed,31.94,-1.89,1.0192,NO,YES,11.71,-1.89,14.78,Cubic,38.5,0.0,
,0.0,41.82,31.9,258541,SUN (Solar),CARSON 6 2,1,Closed,31.9,0.0,1.00952,NO,YES,14.66,0.0,0.0,Cubic,31.9,0.0,
GENROU,14.46,39.85,31.8,504421,BIT (Bituminous Coal),MAGNA 3 5,1,Closed,31.67,14.82,1.02116,YES,YES,12.0,-3.88,14.82,Cubic,31.8,1.792,8.069196429
,0.0,48.33,41.62,287471,SUN (Solar),DESERT CENTER 11,1,Closed,31.57,0.0,1.01156,NO,YES,12.31,0.0,0.0,Cubic,41.62,0.0,
,0.0,51.27,35.8,288581,SUN (Solar),CALIPATRIA 4 1,2,Closed,31.53,0.0,1.0192,NO,YES,12.1,0.0,0.0,Cubic,35.8,0.0,
GENSAL,0.0,49.98,49.35,134601,WAT (Water),KENO 2,2,Closed,31.36,3.65,1.0192,NO,YES,10.41,-2.42,18.95,Cubic,49.35,0.0,
GENROU,17.29,31.91,31.4,262301,NG (Natural Gas),MC KITTRICK 3 2,2,Closed,31.27,-3.49,1.0192,YES,YES,14.09,-3.49,15.98,Cubic,31.4,3.823,4.52262621
GENROU,17.73,38.22,31.4,262301,NG (Natural Gas),MC KITTRICK 3 2,1,Closed,31.27,-3.49,1.0192,YES,YES,7.62,-3.49,15.98,Cubic,31.4,3.823,4.637719069
GENROU,19.15,41.62,31.4,262291,NG (Natural Gas),MC KITTRICK 3 1,1,Closed,31.27,15.98,1.04,YES,YES,13.48,-3.49,15.98,Cubic,31.4,4.128,4.639050388
GENROU,19.67,44.51,31.3,408611,NG (Natural Gas),YUMA 7 1,2,Closed,31.17,15.93,1.04,YES,YES,4.36,-3.47,15.93,Cubic,31.3,4.284,4.591503268
,0.0,49.64,39.4,107851,SUN (Solar),BELLINGHAM 7 2,2,Closed,31.08,0.0,1.0192,NO,YES,16.12,0.0,0.0,Cubic,39.4,0.0,
GENSAL,0.0,34.14,31.0,234841,WAT (Water),FRESNO 26 3,1,Closed,31.0,-1.52,1.02141,NO,YES,3.24,-1.52,11.9,Cubic,31.0,0.0,
,0.0,35.91,31.0,290711,WND (Wind),NORTH PALM SPRINGS 8 6,1,Closed,31.0,6.6,1.038,NO,YES,4.12,-4.46,6.6,Cubic,31.0,0.0,
,0.0,41.94,31.0,204751,SUN (Solar),BURNEY 3 1,5,Closed,31.0,0.0,1.04,NO,YES,11.46,0.0,0.0,Cubic,31.0,0.0,
,0.0,68.51,62.0,258901,SUN (Solar),BAKERSFIELD 22 1,1,Closed,30.83,0.0,1.0192,NO,YES,8.98,0.0,0.0,Cubic,62.0,0.0,
,0.0,52.97,42.0,701071,WND (Wind),CHEYENNE 6 1,2,Closed,30.77,5.48,1.037,NO,YES,17.29,-6.05,8.95,Cubic,42.0,0.0,
GENSAL,0.0,54.98,43.0,607831,WAT (Water),LYONS 3 1,1,Closed,30.75,-2.11,1.01528,NO,YES,9.87,-2.11,16.51,Cubic,43.0,0.0,
,0.0,35.79,35.0,303511,SUN (Solar),BUNKERVILLE 1 1,1,Closed,30.66,0.0,1.04,NO,YES,16.83,0.0,0.0,Cubic,35.0,0.0,
GENROU,15.38,35.27,30.4,532791,NG (Natural Gas),BLOOMFIELD 2 2,3,Closed,30.28,-3.37,1.0192,YES,YES,4.05,-3.37,15.47,Cubic,30.4,3.28,4.68902439
GENROU,15.21,44.22,30.4,532791,NG (Natural Gas),BLOOMFIELD 2 2,1,Closed,30.28,-3.37,1.0192,YES,YES,6.61,-3.37,15.47,Cubic,30.4,3.28,4.637195122
GENROU,18.56,30.78,30.4,532791,NG (Natural Gas),BLOOMFIELD 2 2,2,Closed,30.28,-3.37,1.0192,YES,YES,11.91,-3.37,15.47,Cubic,30.4,3.28,5.658536585
GENROU,16.83,36.78,30.4,217541,NG (Natural Gas),EL SOBRANTE 2 2,1,Closed,30.28,15.47,1.037,YES,YES,12.95,-3.37,15.47,Cubic,30.4,3.63,4.636363636
GENSAL,0.0,51.24,45.6,108071,WAT (Water),ROCKPORT 2 3,2,Closed,30.26,-2.23,1.02214,NO,YES,14.39,-2.23,17.51,Cubic,45.6,0.0,
GENSAL,0.0,60.52,50.6,504581,WAT (Water),DUTCH JOHN 1,1,Closed,30.16,-2.48,1.02165,NO,NO,9.21,-2.48,19.43,Cubic,50.6,0.0,
GENROU,17.75,38.3,30.13,262381,NG (Natural Gas),GLENDALE 8 2,4,Closed,30.01,-3.34,1.01871,YES,YES,8.81,-3.34,15.33,Cubic,30.13,3.658,4.852378349
