eGRID2018 Plant file sequence number,Plant state abbreviation,Plant_name,DOE,Plant transmission or distribution system owner ID,Plant latitude,Plant longitude,Number of generators,Plant primary fuel,Plant primary coal/oil/gas/ other fossil fuel category,Plant_capacity_factor,Plant nameplate capacity (MW),Plant annual heat input from combustion (MMBtu),Plant total annual heat input (MMBtu),Plant annual net generation (MWh),CalCapFac
5749,MO,Jackson (MO),2137,19436,37.3847,-89.6606,12,DFO,OIL,0.0006,28.3,"2,856","2,856",147,0.051470992
5750,MO,Jackson Square,2134,9231,39.094574,-94.411522,2,DFO,OIL,0.002,36,"14,789","14,789",635,0.042937318
5751,MO,James River,2161,17833,37.108611,-93.261944,7,NG,GAS,0.0299,450.5,"1,636,934","1,636,934","117,980",0.072073767
5753,MO,John Twitty Energy Center,6195,17833,37.151706,-93.38804,4,SUB,COAL,0.4871,603,"29,239,630","29,239,630","2,572,824",0.08799099
5754,MO,Kahoka,2138,19436,40.4225,-91.7206,8,NG,GAS,0,7.4,30,30,1,0.033401113
5757,MO,Kennett,2139,10152,36.2338,-90.0521,13,NG,GAS,0.0066,44.5,"27,702","27,702","2,556",0.092267674
5760,MO,La Plata,2140,13738,40.0244,-92.4896,7,DFO,OIL,0.0002,8.5,90,90,12,0.133333333
5761,MO,Labadie,2103,19436,38.562244,-90.837686,4,SUB,COAL,0.7532,"2,389.40","154,818,102","154,818,102","15,765,699",0.101833693
5767,MO,Macon Energy Center,56127,13738,39.748975,-92.384476,1,NG,GAS,0.9926,10,"474,983","474,983","86,948",0.183055077
5770,MO,Malden,2142,17716,36.5531,-89.9682,8,DFO,OIL,0.0002,17.3,370,370,35,0.094594339
5771,MO,Marceline,7470,11626,39.716944,-92.945833,6,DFO,OIL,0.0001,9.6,107,107,9,0.082429907
5772,MO,Marshall (MO),2144,10000,39.1228,-93.2064,9,NG,GAS,0.0014,57.3,"10,078","10,078",685,0.067969736
5775,MO,McCartney Generating Station,7903,17833,37.248431,-93.170839,2,NG,GAS,0.0672,117.8,"809,000","809,000","69,310",0.085673671
5777,MO,Meramec,2104,19436,38.4017,-90.3358,6,SUB,COAL,0,"1,041.00","15,442,878","15,442,878","-2,313,523",-0.149811648
5778,MO,Mexico,6650,19436,39.1481,-91.8306,1,DFO,OIL,0.0006,60.7,"13,392","13,392",312,0.023297491
5782,MO,MJMEUC Generating Station #1,56478,19436,39.251076,-91.640071,1,NG,GAS,0.9658,13.3,"567,956","567,956","112,522",0.198117466
5783,MO,Moberly,6651,19436,39.4244,-92.4837,1,DFO,OIL,0.0005,60.6,"14,907","14,907",279,0.018716039
5785,MO,Montrose,2080,10000,38.3114,-93.9348,3,SUB,COAL,0.0846,564,"5,121,492","5,121,492","418,074",0.08163129
5786,MO,Moreau,6652,19436,38.555713,-92.102316,1,DFO,OIL,0.0005,60.8,"13,784","13,784",279,0.020240859
5788,MO,Nevada,2090,10000,37.8503,-94.3444,1,DFO,OIL,0,22,"1,766","1,766",-105,-0.059456399
5789,MO,New Madrid Power Plant,2167,924,36.5147,-89.5617,2,RC,COAL,0.6939,"1,300.00","72,186,246","72,186,246","7,902,543",0.109474359
5793,MO,Nodaway Power Plant,7754,924,40.2877,-94.7913,2,NG,GAS,0.004,315.6,"129,486","129,486","10,988",0.084858595
5795,MO,Northeast Generating Station,2081,10000,39.1228,-94.5606,9,DFO,OIL,0.0004,490.2,"112,244","112,244","1,584",0.014112131
5799,MO,Overall Road Station,56600,6205,37.7608,-90.4526,4,DFO,OIL,0.0003,8,428,428,24,0.056074766
5801,MO,Peno Creek Energy Center,7964,19436,39.3531,-91.2295,4,NG,GAS,0.044,240,"1,022,391","1,022,391","92,471",0.090445827
5802,MO,Poplar Bluff Generating Station,7392,15229,36.7597,-90.3903,5,DFO,OIL,0.0061,34.1,"20,131","20,131","1,812",0.090010382
5803,MO,Ralph Green Station,2092,10000,38.78758,-94.277689,1,NG,GAS,0.0087,85,"187,124","187,124","6,509",0.034784421
5806,MO,Rush Island,6155,19436,38.131248,-90.263157,2,RC,COAL,0.7138,"1,242.00","73,827,520","73,827,520","7,766,228",0.105194215
5808,MO,Shelbina Power #1,7405,13738,39.694755,-92.047014,2,DFO,OIL,0.0002,4.6,95,95,8,0.084210526
5809,MO,Shelbina Power #2,7406,13738,39.694784,-92.04674,4,DFO,OIL,0.0007,6.6,409,409,38,0.092909308
5810,MO,Shelbina Power #3,7860,13738,39.69755,-92.053456,2,DFO,OIL,0.0007,3.6,316,316,22,0.069620253
5811,MO,Sibley,2094,10000,39.178319,-94.184445,3,SUB,COAL,0.2105,524,"10,115,837","10,115,837","966,327",0.095526154
5812,MO,Sikeston,6768,17177,36.8791,-89.6209,1,SUB,COAL,0.7859,261,"17,793,214","17,793,214","1,796,819",0.100983386
5813,MO,Sioux,2107,19436,38.915479,-90.290247,2,RC,COAL,0.5882,"1,099.40","59,527,731","59,527,731","5,664,891",0.095163899
5814,MO,South Harper Peaking Facility,56151,10000,38.6803,-94.4824,3,NG,GAS,0.0126,351,"507,974","507,974","38,764",0.07631099
5815,MO,Southwestern Bell Telephone,54858,19436,38.627566,-90.193377,7,DFO,OIL,0.0002,17.2,286,286,24,0.08391958
5818,MO,St. Francis Power Plant,7604,924,36.5852,-90.1779,2,NG,GAS,0.1754,506.6,"5,970,686","5,970,686","778,242",0.130343816
5820,MO,State Line (MO),7296,5860,37.0659,-94.614,4,NG,GAS,0.4426,690.5,"19,315,902","19,315,902","2,676,937",0.138587212
5821,MO,Station H,2135,9231,39.1067,-94.3804,2,NG,GAS,0.026,43,"263,604","263,604","9,799",0.037173184
5822,MO,Station I,2136,9231,39.055954,-94.392957,2,DFO,OIL,0.0005,38,"4,091","4,091",157,0.038376925
5828,MO,Thomas Hill Energy Center,2168,924,39.5522,-92.6381,3,RC,COAL,0.7535,"1,181.70","80,156,166","80,156,166","7,799,634",0.097305477
5830,MO,Trenton North,698,19150,40.0786,-93.635,5,DFO,OIL,0.0006,13.5,726,726,68,0.093663912
5832,MO,Trenton South,7935,19150,40.067218,-93.604363,7,DFO,OIL,0.0006,14,778,778,72,0.092547439
5833,MO,Trigen St. Louis,56309,19436,38.6359,-90.1809,6,NG,GAS,0.152,38,"265,248","265,248","50,605",0.190783381
5835,MO,Unionville City of,2164,19474,40.476742,-93.010018,9,DFO,OIL,0.0002,8.7,269,269,14,0.05204461
5837,MO,Walton Street Substation,56598,6205,37.7881,-90.4336,3,DFO,OIL,0.0001,6,108,108,5,0.046305556
6878,NE,Ansley,2214,4671,41.289185,-99.386336,2,NG,GAS,0.0017,1.5,201,201,22,0.109452736
6879,NE,Archer Daniels Midland Columbus,57046,11251,41.416442,-97.286328,1,SUB,COAL,0.5163,71.4,"2,541,733","2,541,733","322,939",0.127054672
6880,NE,Archer Daniels Midland Lincoln,10862,11018,40.866463,-96.614486,1,SUB,COAL,0.4268,7.9,"170,197","170,197","29,535",0.173534616
6882,NE,Auburn,2215,14127,40.3883,-95.8464,6,NG,GAS,0.0014,18.7,"2,481","2,481",230,0.092704555
6883,NE,Beatrice,8000,13337,40.330184,-96.808153,3,NG,GAS,0.2011,247.1,"3,910,367","3,910,367","435,182",0.111289298
6885,NE,Broken Bow,2221,13337,41.4031,-99.6392,6,NG,GAS,0.0012,8.7,730,730,90,0.12328784
6889,NE,Burwell,2222,13337,41.780313,-99.136071,4,DFO,OIL,0.0046,3.9,"1,822","1,822",156,0.085620198
6890,NE,C W Burdick,2241,40606,40.9228,-98.3269,6,NG,GAS,0.0007,240.8,"60,413","60,413","1,474",0.024398722
6891,NE,Cambridge,2223,20456,40.286178,-100.176836,5,DFO,OIL,0.0001,6.9,58,58,5,0.086206897
6893,NE,Canaday,2226,13337,40.6942,-99.7011,1,NG,GAS,0.0008,108.8,"12,898","12,898",720,0.055822608
6894,NE,Cass County Station,55972,14127,40.947913,-95.964026,2,NG,GAS,0.0387,345,"1,369,634","1,369,634","116,903",0.085353459
6896,NE,Chappell,2230,3373,41.092589,-102.471547,2,DFO,OIL,0.0008,1.3,84,84,9,0.107142857
6897,NE,City Light & Water,7481,27000,40.327952,-98.450252,2,DFO,OIL,0.0005,1.3,86,86,6,0.069767442
6904,NE,Crete,2231,4527,40.6253,-96.9601,7,NG,GAS,0.0004,15.5,789,789,51,0.064638783
6906,NE,Curtis,2232,4661,40.631453,-100.515161,3,NG,GAS,0.0016,3.4,883,883,47,0.053227693
6907,NE,David City,2233,2643,41.254652,-97.119202,7,NG,GAS,0.0005,10.6,419,419,43,0.102630561
6908,NE,Deshler,2234,13664,40.1408,-97.7239,4,DFO,OIL,0.0007,2.3,23,23,13,0.565217391
6909,NE,Don Henry,2243,8245,40.583155,-98.420055,1,NG,GAS,0.0004,22,"3,418","3,418",75,0.021942657
6912,NE,Emerson,2235,5850,42.276,-96.7292,3,NG,GAS,0.0001,1.6,43,43,1,0.023255814
6913,NE,Falls City,2237,6175,40.055,-95.6083,9,NG,GAS,0.0091,31.3,"27,281","27,281","2,485",0.091089036
6916,NE,Franklin (NE),2238,6723,40.0892,-98.9508,4,NG,GAS,0.0006,3.9,285,285,21,0.073684211
6918,NE,Gerald Gentleman Station,6077,13337,41.0808,-101.1408,2,SUB,COAL,0.7422,"1,362.60","87,988,015","87,988,015","8,858,683",0.100680564
6919,NE,Gerald Whelan Energy Center,60,13337,40.580872,-98.312437,2,SUB,COAL,0.4849,324.3,"15,796,054","15,796,054","1,377,426",0.087200639
6921,NE,Hallam Peaking,2265,13337,40.558652,-96.786177,1,NG,GAS,0.0072,56.7,"51,070","51,070","3,593",0.070354416
6923,NE,Hebron Peaking,2266,13337,40.187928,-97.577857,1,DFO,OIL,0.0008,56.7,"5,365","5,365",377,0.07027027
6925,NE,J Street,2250,11018,40.80788,-96.710667,1,NG,GAS,0,27,"6,262","6,262",-94,-0.015011179
6929,NE,Jones Street,2290,14127,41.251488,-95.922682,2,DFO,OIL,0.0012,130,"77,244","77,244","1,337",0.017308788
6932,NE,Kimball,2248,27000,41.2382,-103.6667,6,DFO,OIL,0.0011,9.6,"1,027","1,027",94,0.091529698
6936,NE,Laurel,2249,3205,42.430539,-97.090814,6,NG,GAS,0.0001,4.7,371,371,4,0.010784367
6937,NE,Lon D Wright Power Plant,2240,6779,41.4281,-96.4623,7,SUB,COAL,0.2565,213.2,"4,306,073","4,306,073","479,048",0.111249391
6938,NE,Lyons,2253,2599,41.9374,-96.4668,4,DFO,OIL,0.0002,2.8,120,120,4,0.032666667
6939,NE,Madison Utilities,7469,11481,41.829754,-97.456275,5,DFO,OIL,0.0004,6.4,190,190,23,0.121053269
6940,NE,McCook Peaking,2271,13337,40.2214,-100.6508,1,DFO,OIL,0.0011,56.7,"7,069","7,069",528,0.074692319
6943,NE,Mobile,6229,13337,40.883013,-97.601363,4,DFO,OIL,0.0034,4.1,"1,594","1,594",123,0.077164318
6946,NE,Nebraska City # 1,2255,14127,40.6806,-95.8475,7,NG,GAS,0,26.1,"2,480","2,480",-881,-0.355242195
6947,NE,Nebraska City # 2,7555,14127,40.6661,-95.868333,3,NG,GAS,0,13.5,495,495,-783,-1.581818182
6948,NE,Nebraska City Station,6096,14127,40.6214,-95.7764,2,SUB,COAL,0.7477,"1,389.60","92,789,688","92,789,688","9,102,066",0.098093508
6949,NE,North Denver,2244,8245,40.598839,-98.38863,2,NG,GAS,0,39,"5,911","5,911",-573,-0.096931992
6950,NE,North Omaha Station,2291,14127,41.32909,-95.94466,5,SUB,COAL,0.3112,644.7,"19,895,842","19,895,842","1,757,539",0.088337
6952,NE,Ord,2294,14172,41.604164,-98.926144,5,DFO,OIL,0.0014,12,"1,482","1,482",150,0.101214575
6953,NE,Oxford (NE),2295,20456,40.2581,-99.6108,4,NG,GAS,0.0009,3.4,382,382,27,0.070683061
6955,NE,Pender,2296,14656,42.114742,-96.705431,5,NG,GAS,0.0009,5.1,371,371,39,0.105121294
6957,NE,Plainview Muncipal Power,2297,13698,42.35,-97.790556,4,DFO,OIL,0.0003,5,123,123,14,0.113821138
6958,NE,Platte,59,40606,40.854765,-98.348222,1,SUB,COAL,0.558,109.8,"6,717,778","6,717,778","536,722",0.079895763
6965,NE,Red Cloud,2299,15773,40.097954,-98.519032,5,DFO,OIL,0.0019,6.2,"1,254","1,254",102,0.081338915
6966,NE,Rokeby,6373,11018,40.7316,-96.7364,4,NG,GAS,0.0157,266.1,"548,893","548,893","36,505",0.066506587
6968,NE,Sargent,2300,16667,41.641588,-99.3698,3,DFO,OIL,0.0001,2.4,815,815,3,0.003680982
6969,NE,Sarpy County Station,2292,14127,41.170594,-95.970603,6,NG,GAS,0.0316,338.4,"1,820,069","1,820,069","93,777",0.051523871
6971,NE,Sheldon,2277,13337,40.5589,-96.7847,2,SUB,COAL,0.4518,228.7,"10,350,443","10,350,443","905,149",0.087450267
6973,NE,Sidney (NE),2302,13337,41.145634,-102.977836,5,NG,GAS,0.0001,8.3,90,90,9,0.100011111
6979,NE,Stuart (NE),2305,18230,42.599377,-99.143707,4,DFO,OIL,0.0011,1.9,232,232,18,0.077590517
6980,NE,Syracuse # 2,2256,14127,40.6756,-96.177778,2,NG,GAS,0,4,184,184,-381,-2.070652174
6981,NE,Tecumseh,2308,18525,40.3664,-96.19,5,DFO,OIL,0.0023,7,"1,625","1,625",140,0.086153846
6982,NE,Terry Bundy Generating Station,7887,11018,40.909653,-96.613086,8,NG,GAS,0.1213,216.3,"1,949,801","1,949,801","229,836",0.117876645
6986,NE,Wahoo,2310,13337,41.211798,-96.61155,6,NG,GAS,0.0011,14.2,"1,413","1,413",140,0.099079902
6987,NE,Wakefield,2311,13337,42.2691,-96.8621,4,NG,GAS,0.001,4.1,329,329,35,0.106386018
6988,NE,Wayne IC,2312,20219,42.2278,-97.0183,8,DFO,OIL,0.0013,21.8,"2,575","2,575",238,0.09242722
6989,NE,West Point Municipal,2313,20397,41.844936,-96.71345,4,NG,GAS,0.0004,8.5,"3,178","3,178",30,0.009439899
6990,NE,Western Sugar Coop - Scottsbluff,57937,13337,41.85887,-103.63438,1,SUB,COAL,0.4879,5,"1,998,605","1,998,605","21,368",0.010691402
6991,NE,Wilber,2315,13664,40.4797,-96.9604,3,DFO,OIL,0.0005,3.6,212,212,17,0.080188679
6992,NE,Wisner,2316,20880,41.988069,-96.915994,5,DFO,OIL,0.0008,4.8,393,393,33,0.083966707
7374,NM,Afton Generating Station,55210,5701,32.114185,-106.846483,3,NG,GAS,0.2007,464,"6,383,882","6,383,882","815,872",0.127801861
7381,NM,Animas,2465,6204,36.725138,-108.19202,6,NG,GAS,0.0772,50.3,"417,846","418,275","34,004",0.081379264
7387,NM,Bluffview Power Plant,55977,6204,36.716628,-108.215282,2,NG,GAS,0.6331,67,"3,084,957","3,084,957","371,595",0.120453867
7399,NM,Chino Mines,54667,15473,32.6956,-108.1225,5,NG,GAS,0.0267,101.5,"296,431","296,431","23,730",0.080052339
7407,NM,Cunningham,2454,17718,32.7131,-103.3533,4,NG,GAS,0.2542,519.2,"14,987,565","14,987,565","1,156,142",0.077140082
7413,NM,Escalante,87,30151,35.4159,-108.082,1,SUB,COAL,0.573,257,"14,006,095","14,006,095","1,289,911",0.092096405
7418,NM,Ford Utilities Center,50906,15473,35.084078,-106.625191,4,NG,GAS,0.5061,16.3,"370,489","370,489","72,269",0.195063744
7419,NM,Four Corners Steam Elec Station,2442,803,36.69,-108.4814,5,SUB,COAL,0.3777,"2,269.60","82,205,177","82,205,177","7,508,845",0.091342727
7429,NM,Hobbs Generating Station,56458,17718,32.728333,-103.309444,4,NG,GAS,0.7038,665.6,"31,669,812","31,669,812","4,103,439",0.129569415
7433,NM,La Luz Energy Center,58284,15473,34.616111,-106.815,2,NG,GAS,0.3266,84.6,"134,274","134,274","242,058",1.802716833
7436,NM,LCEC Generation LLVC,57872,10817,32.978056,-103.323889,5,NG,GAS,0.114,46.5,"426,451","426,451","46,416",0.108842516
7438,NM,Lordsburg Generating Station,7967,15473,32.35051,-108.69799,2,NG,GAS,0.0065,88,"60,434","60,434","5,042",0.083429857
7441,NM,Luna Energy Facility,55343,5701,32.299349,-107.7834,3,NG,GAS,0.4776,650,"20,879,796","20,879,796","2,719,237",0.130232929
7444,NM,Maddox,2446,17718,32.714224,-103.301469,3,NG,GAS,0.299,212,"3,950,936","3,950,936","555,196",0.140522651
7453,NM,New Mexico State University,54975,5701,32.164818,-106.451281,1,NG,GAS,0.7734,4.7,"193,604","193,604","31,843",0.164474654
7457,NM,Pyramid Generating Station,7975,15473,32.2363,-108.5494,4,NG,GAS,0.0407,186,"685,147","685,147","66,330",0.096811341
7458,NM,Quay County,58125,17718,35.182778,-103.731111,1,DFO,OIL,0.0007,27,"3,014","3,014",169,0.056071666
7462,NM,Reeves Generating Station,2450,15473,35.171,-106.6019,3,NG,GAS,0.1433,154,"2,462,845","2,462,845","193,261",0.078470631
7463,NM,Rio Bravo Generating Station,55039,15473,35.026,-106.644,1,NG,GAS,0.1847,150,"2,851,346","2,851,346","242,658",0.085102965
7466,NM,Rio Grande,2444,5701,31.8047,-106.5472,4,NG,GAS,0.184,398.3,"7,748,453","7,748,453","642,022",0.082858088
7471,NM,San Juan,2451,15473,36.8006,-108.4386,4,RC,COAL,0.2887,"1,848.00","56,891,951","56,891,951","4,674,248",0.082160093
7479,NM,Southside Water Reclamation Plant,10339,15473,35.016111,-106.669722,4,NG,GAS,0.5916,6.6,"394,827","394,827","34,204",0.086630287
7496,NM,Valencia Power Plant,55802,15473,34.611549,-106.732234,6,NG,GAS,0.0177,656.1,"1,155,278","1,155,278","101,531",0.087884475
7502,NV,Apex Generating Station,55514,13407,36.415999,-114.960916,3,NG,GAS,0.4374,600.6,"15,885,648","15,885,648","2,301,347",0.14486957
7513,NV,Chuck Lenzie Generating Station,55322,13407,36.383719,-114.921779,6,NG,GAS,0.5194,"1,465.60","49,697,394","49,697,394","6,668,436",0.134180798
7514,NV,CityCenter Central Plant Cogen Units,57348,13407,36.1039,-115.1794,2,NG,GAS,0.8263,8.6,"321,584","321,584","62,250",0.19357291
7515,NV,Clark,2322,13407,36.0875,-115.0507,22,NG,GAS,0.0643,"1,565.60","3,809,302","3,809,302","881,892",0.231510131
7524,NV,Desert Star Energy Center,55077,16609,35.788889,-114.994167,3,NG,GAS,0.3535,536,"12,638,873","12,638,873","1,659,922",0.131334653
7537,NV,Fort Churchill,2330,17166,39.1281,-119.1322,2,NG,GAS,0.2382,230,"5,657,433","5,657,433","479,819",0.08481214
7543,NV,Harry Allen,7082,13407,36.430554,-114.902405,5,NG,GAS,0.5618,745,"26,793,725","26,793,725","3,666,215",0.136831105
7548,NV,Las Vegas Generating Station,10761,13407,36.2319,-115.1222,8,NG,GAS,0.1101,358.9,"2,953,065","2,953,065","346,071",0.117190445
7560,NV,Nevada Cogen Assoc#1 GarnetVly,54350,13407,36.343229,-114.920686,4,NG,GAS,0.8704,94.8,"5,195,168","5,195,168","722,802",0.139129661
7561,NV,Nevada Cogen Associates 2 Black Mountain,54349,13407,36.2253,-114.8783,4,NG,GAS,0.8469,96.3,"4,933,123","4,933,123","714,401",0.144817185
7562,NV,Nevada Solar One,56405,13407,35.799798,-114.98173,1,NG,GAS,0.1703,75.7,"37,613","37,613","112,951",3.002975698
7565,NV,North Valmy,8224,17166,40.881317,-117.151605,2,SUB,COAL,0.2919,567,"15,468,039","15,468,039","1,449,924",0.093736769
7575,NV,Saguaro Power,54271,13407,36.0417,-115.0117,3,NG,GAS,0.6366,127.2,"4,616,217","4,616,217","709,333",0.15366116
7581,NV,Silverhawk,55841,13407,36.4078,-114.9606,3,NG,GAS,0.2662,664.7,"11,762,786","11,762,786","1,550,076",0.131777965
7592,NV,Sun Peak Generating Station,54854,13407,36.1375,-115.0339,3,NG,GAS,0.016,222,"416,535","416,535","31,152",0.074788433
7602,NV,Tracy,2336,17166,39.5625,-119.525,12,NG,GAS,0.4229,"1,182.90","35,590,999","35,590,999","4,382,247",0.123127957
7603,NV,TS Power Plant,56224,17166,40.7461,-116.5297,5,SUB,COAL,0.2913,409.6,"11,254,122","11,254,122","1,045,367",0.092887477
7609,NV,Walter M. Higgins III Generating Station,55687,13407,35.6139,-115.3561,3,NG,GAS,0.3616,688.4,"16,971,521","16,971,521","2,180,351",0.128471161
7612,NV,Western 102 Power Plant,56500,13407,39.5603,-119.5108,15,NG,GAS,0.3198,118.6,"2,926,885","2,949,753","332,233",0.113510782
8553,OR,Beaver,8073,15248,46.172401,-123.17392,8,NG,GAS,0.0926,610.7,"10,177,093","10,177,093","495,578",0.048695437
8568,OR,Boardman,6106,1738,45.693182,-119.808819,1,SUB,COAL,0.2285,642.2,"15,770,602","15,770,602","1,285,500",0.081512424
8575,OR,Carty Generating Station,58503,1738,45.698611,-119.813056,2,NG,GAS,0.6897,500,"21,278,578","21,278,578","3,020,826",0.141965596
8591,OR,Coyote Springs,7350,1738,45.847998,-119.67392,2,NG,GAS,0.604,266.3,"18,023,778","18,023,778","1,409,054",0.078177505
8592,OR,Coyote Springs II,7931,20169,45.848039,-119.673965,2,NG,GAS,0.5947,287,"10,453,021","10,453,021","1,495,191",0.14303912
8628,OR,Hermiston,54761,1738,45.8042,-119.37,4,NG,GAS,0.4582,621.2,"18,514,046","18,514,046","2,493,629",0.134688495
8629,OR,Hermiston Power Plant,55328,1738,45.794046,-119.313323,3,NG,GAS,0.6034,689.4,"26,665,839","26,665,839","3,644,236",0.136663092
8639,OR,Klamath Cogeneration Project,55103,1738,42.173889,-121.810556,3,NG,GAS,0.5902,501.5,"19,529,867","19,529,867","2,592,949",0.132768376
8641,OR,Klamath Generation Peakers,55544,14354,42.172718,-121.814393,4,NG,GAS,0.0409,117.6,"492,008","492,008","42,139",0.085646981
8683,OR,Oregon State University Energy Center,57653,14354,44.564333,-123.289089,2,NG,GAS,0.7736,6.5,"226,399","226,399","44,050",0.194568069
8701,OR,Port Westward,56227,15248,46.17894,-123.172039,2,NG,GAS,0.5911,483,"17,608,174","17,608,174","2,500,920",0.142031763
8702,OR,Port Westward Unit 2,58266,15248,46.178889,-123.171944,12,NG,GAS,0.0559,225.6,"1,151,597","1,151,597","110,418",0.0958825
8741,OR,Univ of Oregon Central Power Station,54950,6022,44.048333,-123.073889,2,NG,GAS,0.0074,11,"6,610","6,610",711,0.107564801
9333,SD,Aberdeen Generating Station,3338,13809,45.429884,-98.49396,2,NG,GAS,0.0377,111,"438,981","438,981","36,674",0.083543479
9334,SD,Angus Anson,7237,13781,43.60347,-96.6356,3,NG,GAS,0.0339,405.7,"1,475,855","1,475,855","120,297",0.081510041
9338,SD,Ben French,3325,19545,44.087235,-103.260959,10,NG,GAS,0.0009,135,"71,923","71,923","1,003",0.013945469
9340,SD,Big Stone,6098,14232,45.303652,-96.510067,2,SUB,COAL,0.5931,451,"25,171,892","25,171,892","2,343,295",0.09309173
9346,SD,Clark (SD),3341,13809,44.876484,-97.732102,1,DFO,OIL,0,2.7,64,64,-118,-1.84375
9351,SD,Deer Creek Station,56610,1307,44.290833,-96.526667,2,NG,GAS,0.305,324,"6,855,406","6,855,406","865,727",0.126283841
9352,SD,Faulkton,3342,13809,45.036685,-99.120186,1,DFO,OIL,0,2.7,259,259,-115,-0.444015444
9354,SD,Ft. Pierre,56148,6615,44.368056,-100.380833,3,DFO,OIL,0.0006,6,329,329,33,0.100303646
9356,SD,Groton Generating Station,56238,1307,45.3735,-98.098689,2,NG,GAS,0.074,188.5,"1,121,331","1,121,331","122,106",0.108893806
9358,SD,Huron,3344,13809,44.369507,-98.17223,2,NG,GAS,0.028,57.9,"318,227","318,227","14,186",0.044578241
9359,SD,Lake Preston,3352,14232,44.364871,-97.381063,2,DFO,OIL,0.0012,48.2,"11,262","11,262",496,0.044041911
9360,SD,Lange,55478,19545,44.1203,-103.26,1,NG,GAS,0.0265,40,"109,310","109,310","9,291",0.084996798
9361,SD,Mobile Unit,3346,13809,44.3784,-98.4629,3,DFO,OIL,0,4.2,294,294,-89,-0.302721088
9372,SD,Spirit Mound,6092,1307,42.897663,-96.990494,2,DFO,OIL,0.0007,135,"12,463","12,463",819,0.065714515
9373,SD,State Auto Insurance,56244,14232,45.220717,-96.616781,1,DFO,OIL,0.0011,1.7,274,274,16,0.057226277
9375,SD,Valley Queen Cheese,56274,14232,45.221111,-96.637222,3,DFO,OIL,0.0006,4.5,249,249,25,0.10039759
9376,SD,Watertown Power Plant,7247,27000,44.901667,-97.108333,1,DFO,OIL,0.0002,67.5,"1,693","1,693",104,0.061429415
9380,SD,Yankton,8034,13809,42.893333,-97.353333,4,NG,GAS,0,13.4,761,761,-298,-0.391590013
9460,TX,Air Liquide Bayport Complex,10298,8901,29.6225,-95.0458,7,NG,GAS,0.4684,537.2,"11,159,147","11,159,147","2,204,224",0.19752621
9461,TX,Air Products Port Arthur,55309,55937,29.866497,-93.96515,5,NG,GAS,0.8015,172.1,"7,496,747","7,496,747","1,208,391",0.161188708
9468,TX,Antelope Elk Energy Center,57865,17718,33.865,-101.843333,18,NG,GAS,0.1857,167.4,"5,965,611","5,965,611","272,308",0.045646288
9471,TX,Ascend Performance Materials Texas Inc.,10418,8901,29.2558,-95.2103,4,NG,GAS,0.5702,55.3,"1,408,399","1,408,399","276,229",0.196129844
9476,TX,Bacliff Generating Station,60264,8901,29.49233,-94.98483,6,NG,GAS,0.018,427.2,"920,923","920,923","67,451",0.073242821
9480,TX,Barney M. Davis,4939,3278,27.6064,-97.3117,4,NG,GAS,0.1899,"1,082.20","14,167,409","14,167,409","1,800,646",0.127097764
9482,TX,BASF Freeport Works,55311,8901,29.002,-95.394,2,NG,GAS,0.7401,92.7,"3,295,857","3,295,857","600,957",0.182337076
9483,TX,Bastrop Clean Energy Center,55168,11269,30.1458,-97.55,3,NG,GAS,0.3828,618.7,"15,654,333","15,654,333","2,074,497",0.132519028
9485,TX,Baytown Energy Center,55327,8901,29.7731,-94.9019,4,NG,GAS,0.5255,932.9,"27,614,522","27,614,522","4,294,527",0.155516979
9489,TX,Big Brown,3497,44372,31.8206,-96.0544,3,SUB,COAL,0.0471,"1,986.80","8,816,783","8,816,783","819,142",0.09290713
9491,TX,Blackhawk Station,55064,17718,35.6957,-101.36,3,NG,GAS,0.4552,370.8,"7,436,802","7,436,802","1,478,679",0.198832646
9505,TX,Bosque County Power Plant,55172,2172,31.8594,-97.3586,5,NG,GAS,0.592,807,"29,441,265","29,441,265","4,184,857",0.142142568
9508,TX,Brandon Station,7131,11292,33.585257,-101.886093,1,NG,GAS,0.0714,21,"134,246","134,246","13,133",0.097827746
9509,TX,"Brazos Valley Energy, LP",55357,8901,29.4731,-95.6244,5,NG,GAS,0.2837,"1,075.60","20,845,964","20,845,964","2,672,723",0.128212972
9511,TX,Bridgeport Gas Processing Plant,55053,20948,33.195763,-97.802547,17,NG,GAS,0.518,11.6,"536,750","536,750","52,640",0.098071732
9515,TX,Bryan (TX),3561,2442,30.64741,-96.372316,5,NG,GAS,0.0005,138,"7,058","7,058",549,0.077784075
9527,TX,C. R. Wing Cogeneration Plant,52176,44372,32.273178,-101.422386,3,NG,GAS,0.3035,230,"5,600,054","5,600,054","611,570",0.109207873
9530,TX,Calpine Hidalgo Energy Center,7762,3278,26.34172,-98.175759,3,NG,GAS,0.4077,551.3,"14,049,873","14,049,873","1,968,953",0.14014027
9535,TX,Carbon Capture Plant,58378,8901,29.475278,-95.634167,1,NG,GAS,0.3075,102.7,"5,854,520","5,854,520","276,596",0.047244864
9538,TX,Cedar Bayou,3460,8901,29.75,-94.9256,3,NG,GAS,0.0715,"2,295.00","15,747,236","15,747,236","1,437,763",0.091302563
9539,TX,Cedar Bayou 4,56806,8901,29.751645,-94.92312,3,NG,GAS,0.1329,535.5,"9,507,132","9,507,132","623,340",0.065565514
